,date,location,location_name,value
1670,2020-05-30,GM04,Free Hanseatic City of Hamburg,246
1671,2020-05-30,GM05,Hesse State,476
1672,2020-05-30,GM06,Lower Saxony State,593
1673,2020-05-30,GM07,North Rhine-Westphalia State,1595
1674,2020-05-30,GM08,Rhineland-Palatinate State,230
1675,2020-05-30,GM09,Saarland State,163
1676,2020-05-30,GM10,Schleswig-Holstein State,145
1677,2020-05-30,GM11,Brandenburg State,155
1678,2020-05-30,GM12,Mecklenburg-Western Pomerania State,20
1679,2020-05-30,GM13,Free State of Saxony,213
1680,2020-05-30,GM14,Sachsen-Anhalt State,55
1681,2020-05-30,GM15,Free State of Thuringia,161
1682,2020-05-30,GM16,Berlin State,197
1683,2020-05-31,GM,Germany,8500
1684,2020-05-31,GM01,Baden-Württemberg State,1748
1685,2020-05-31,GM02,Free State of Bavaria,2450
1686,2020-05-31,GM03,Free Hanseatic City of Bremen,42
1687,2020-05-31,GM04,Free Hanseatic City of Hamburg,252
1688,2020-05-31,GM05,Hesse State,477
1689,2020-05-31,GM06,Lower Saxony State,593
1690,2020-05-31,GM07,North Rhine-Westphalia State,1597
1691,2020-05-31,GM08,Rhineland-Palatinate State,230
1692,2020-05-31,GM09,Saarland State,163
1693,2020-05-31,GM10,Schleswig-Holstein State,145
1694,2020-05-31,GM11,Brandenburg State,155
1695,2020-05-31,GM12,Mecklenburg-Western Pomerania State,20
1696,2020-05-31,GM13,Free State of Saxony,213
1697,2020-05-31,GM14,Sachsen-Anhalt State,55
1698,2020-05-31,GM15,Free State of Thuringia,162
1699,2020-05-31,GM16,Berlin State,198
1700,2020-06-01,GM,Germany,8511
1701,2020-06-01,GM01,Baden-Württemberg State,1752
1702,2020-06-01,GM02,Free State of Bavaria,2451
1703,2020-06-01,GM03,Free Hanseatic City of Bremen,42
1704,2020-06-01,GM04,Free Hanseatic City of Hamburg,253
1705,2020-06-01,GM05,Hesse State,480
1706,2020-06-01,GM06,Lower Saxony State,593
1707,2020-06-01,GM07,North Rhine-Westphalia State,1598
1708,2020-06-01,GM08,Rhineland-Palatinate State,230
1709,2020-06-01,GM09,Saarland State,163
1710,2020-06-01,GM10,Schleswig-Holstein State,145
1711,2020-06-01,GM11,Brandenburg State,155
1712,2020-06-01,GM12,Mecklenburg-Western Pomerania State,20
1713,2020-06-01,GM13,Free State of Saxony,214
1714,2020-06-01,GM14,Sachsen-Anhalt State,55
1715,2020-06-01,GM15,Free State of Thuringia,162
1716,2020-06-01,GM16,Berlin State,198
1717,2020-06-02,GM,Germany,8522
1718,2020-06-02,GM01,Baden-Württemberg State,1758
1719,2020-06-02,GM02,Free State of Bavaria,2456
1720,2020-06-02,GM03,Free Hanseatic City of Bremen,42
1721,2020-06-02,GM04,Free Hanseatic City of Hamburg,253
1722,2020-06-02,GM05,Hesse State,480
1723,2020-06-02,GM06,Lower Saxony State,594
1724,2020-06-02,GM07,North Rhine-Westphalia State,1599
1725,2020-06-02,GM08,Rhineland-Palatinate State,230
1726,2020-06-02,GM09,Saarland State,163
1727,2020-06-02,GM10,Schleswig-Holstein State,145
1728,2020-06-02,GM11,Brandenburg State,155
1729,2020-06-02,GM12,Mecklenburg-Western Pomerania State,20
1730,2020-06-02,GM13,Free State of Saxony,211
1731,2020-06-02,GM14,Sachsen-Anhalt State,55
1732,2020-06-02,GM15,Free State of Thuringia,163
1733,2020-06-02,GM16,Berlin State,198
1734,2020-06-03,GM,Germany,8551
1735,2020-06-03,GM01,Baden-Württemberg State,1760
1736,2020-06-03,GM02,Free State of Bavaria,2466
1737,2020-06-03,GM03,Free Hanseatic City of Bremen,43
1738,2020-06-03,GM04,Free Hanseatic City of Hamburg,253
1739,2020-06-03,GM05,Hesse State,480
1740,2020-06-03,GM06,Lower Saxony State,596
1741,2020-06-03,GM07,North Rhine-Westphalia State,1607
1742,2020-06-03,GM08,Rhineland-Palatinate State,230
1743,2020-06-03,GM09,Saarland State,163
1744,2020-06-03,GM10,Schleswig-Holstein State,146
1745,2020-06-03,GM11,Brandenburg State,156
1746,2020-06-03,GM12,Mecklenburg-Western Pomerania State,20
1747,2020-06-03,GM13,Free State of Saxony,212
1748,2020-06-03,GM14,Sachsen-Anhalt State,55
1749,2020-06-03,GM15,Free State of Thuringia,166
1750,2020-06-03,GM16,Berlin State,198
1751,2020-06-04,GM,Germany,8581
1752,2020-06-04,GM01,Baden-Württemberg State,1761
1753,2020-06-04,GM02,Free State of Bavaria,2479
1754,2020-06-04,GM03,Free Hanseatic City of Bremen,44
1755,2020-06-04,GM04,Free Hanseatic City of Hamburg,253
1756,2020-06-04,GM05,Hesse State,482
1757,2020-06-04,GM06,Lower Saxony State,601
1758,2020-06-04,GM07,North Rhine-Westphalia State,1611
1759,2020-06-04,GM08,Rhineland-Palatinate State,230
1760,2020-06-04,GM09,Saarland State,164
1761,2020-06-04,GM10,Schleswig-Holstein State,146
1762,2020-06-04,GM11,Brandenburg State,156
1763,2020-06-04,GM12,Mecklenburg-Western Pomerania State,20
1764,2020-06-04,GM13,Free State of Saxony,212
1765,2020-06-04,GM14,Sachsen-Anhalt State,55
1766,2020-06-04,GM15,Free State of Thuringia,167
1767,2020-06-04,GM16,Berlin State,200
1768,2020-06-05,GM,Germany,8613
1769,2020-06-05,GM01,Baden-Württemberg State,1778
1770,2020-06-05,GM02,Free State of Bavaria,2481
1771,2020-06-05,GM03,Free Hanseatic City of Bremen,44
1772,2020-06-05,GM04,Free Hanseatic City of Hamburg,253
1773,2020-06-05,GM05,Hesse State,482
1774,2020-06-05,GM06,Lower Saxony State,604
1775,2020-06-05,GM07,North Rhine-Westphalia State,1617
1776,2020-06-05,GM08,Rhineland-Palatinate State,230
1777,2020-06-05,GM09,Saarland State,166
1778,2020-06-05,GM10,Schleswig-Holstein State,146
1779,2020-06-05,GM11,Brandenburg State,156
1780,2020-06-05,GM12,Mecklenburg-Western Pomerania State,20
1781,2020-06-05,GM13,Free State of Saxony,212
1782,2020-06-05,GM14,Sachsen-Anhalt State,55
1783,2020-06-05,GM15,Free State of Thuringia,169
1784,2020-06-05,GM16,Berlin State,200
1785,2020-06-06,GM,Germany,8646
1786,2020-06-06,GM01,Baden-Württemberg State,1790
1787,2020-06-06,GM02,Free State of Bavaria,2489
1788,2020-06-06,GM03,Free Hanseatic City of Bremen,44
1789,2020-06-06,GM04,Free Hanseatic City of Hamburg,254
1790,2020-06-06,GM05,Hesse State,483
1791,2020-06-06,GM06,Lower Saxony State,605
1792,2020-06-06,GM07,North Rhine-Westphalia State,1622
1793,2020-06-06,GM08,Rhineland-Palatinate State,230
1794,2020-06-06,GM09,Saarland State,166
1795,2020-06-06,GM10,Schleswig-Holstein State,147
1796,2020-06-06,GM11,Brandenburg State,158
1797,2020-06-06,GM12,Mecklenburg-Western Pomerania State,20
1798,2020-06-06,GM13,Free State of Saxony,212
1799,2020-06-06,GM14,Sachsen-Anhalt State,55
1800,2020-06-06,GM15,Free State of Thuringia,170
1801,2020-06-06,GM16,Berlin State,201
1802,2020-06-07,GM,Germany,8668
1803,2020-06-07,GM01,Baden-Württemberg State,1791
1804,2020-06-07,GM02,Free State of Bavaria,2501
1805,2020-06-07,GM03,Free Hanseatic City of Bremen,44
1806,2020-06-07,GM04,Free Hanseatic City of Hamburg,254
1807,2020-06-07,GM05,Hesse State,484
1808,2020-06-07,GM06,Lower Saxony State,605
1809,2020-06-07,GM07,North Rhine-Westphalia State,1623
1810,2020-06-07,GM08,Rhineland-Palatinate State,230
1811,2020-06-07,GM09,Saarland State,166
1812,2020-06-07,GM10,Schleswig-Holstein State,147
1813,2020-06-07,GM11,Brandenburg State,158
1814,2020-06-07,GM12,Mecklenburg-Western Pomerania State,20
1815,2020-06-07,GM13,Free State of Saxony,214
1816,2020-06-07,GM14,Sachsen-Anhalt State,56
1817,2020-06-07,GM15,Free State of Thuringia,170
1818,2020-06-07,GM16,Berlin State,205
1819,2020-06-08,GM,Germany,8674
1820,2020-06-08,GM01,Baden-Württemberg State,1791
1821,2020-06-08,GM02,Free State of Bavaria,2505
1822,2020-06-08,GM03,Free Hanseatic City of Bremen,44
1823,2020-06-08,GM04,Free Hanseatic City of Hamburg,254
1824,2020-06-08,GM05,Hesse State,484
1825,2020-06-08,GM06,Lower Saxony State,605
1826,2020-06-08,GM07,North Rhine-Westphalia State,1623
1827,2020-06-08,GM08,Rhineland-Palatinate State,230
1828,2020-06-08,GM09,Saarland State,166
1829,2020-06-08,GM10,Schleswig-Holstein State,147
1830,2020-06-08,GM11,Brandenburg State,160
1831,2020-06-08,GM12,Mecklenburg-Western Pomerania State,20
1832,2020-06-08,GM13,Free State of Saxony,214
1833,2020-06-08,GM14,Sachsen-Anhalt State,56
1834,2020-06-08,GM15,Free State of Thuringia,170
1835,2020-06-08,GM16,Berlin State,205
1836,2020-06-09,GM,Germany,8711
1837,2020-06-09,GM01,Baden-Württemberg State,1795
1838,2020-06-09,GM02,Free State of Bavaria,2521
1839,2020-06-09,GM03,Free Hanseatic City of Bremen,43
1840,2020-06-09,GM04,Free Hanseatic City of Hamburg,254
1841,2020-06-09,GM05,Hesse State,484
1842,2020-06-09,GM06,Lower Saxony State,606
1843,2020-06-09,GM07,North Rhine-Westphalia State,1635
1844,2020-06-09,GM08,Rhineland-Palatinate State,230
1845,2020-06-09,GM09,Saarland State,167
1846,2020-06-09,GM10,Schleswig-Holstein State,148
1847,2020-06-09,GM11,Brandenburg State,160
1848,2020-06-09,GM12,Mecklenburg-Western Pomerania State,20
1849,2020-06-09,GM13,Free State of Saxony,217
1850,2020-06-09,GM14,Sachsen-Anhalt State,56
1851,2020-06-09,GM15,Free State of Thuringia,170
1852,2020-06-09,GM16,Berlin State,205
1853,2020-06-10,GM,Germany,8729
1854,2020-06-10,GM01,Baden-Württemberg State,1798
1855,2020-06-10,GM02,Free State of Bavaria,2531
1856,2020-06-10,GM03,Free Hanseatic City of Bremen,43
1857,2020-06-10,GM04,Free Hanseatic City of Hamburg,254
1858,2020-06-10,GM05,Hesse State,485
1859,2020-06-10,GM06,Lower Saxony State,607
1860,2020-06-10,GM07,North Rhine-Westphalia State,1636
1861,2020-06-10,GM08,Rhineland-Palatinate State,231
1862,2020-06-10,GM09,Saarland State,167
1863,2020-06-10,GM10,Schleswig-Holstein State,148
1864,2020-06-10,GM11,Brandenburg State,160
1865,2020-06-10,GM12,Mecklenburg-Western Pomerania State,20
1866,2020-06-10,GM13,Free State of Saxony,217
1867,2020-06-10,GM14,Sachsen-Anhalt State,56
1868,2020-06-10,GM15,Free State of Thuringia,170
1869,2020-06-10,GM16,Berlin State,206
1870,2020-06-11,GM,Germany,8755
1871,2020-06-11,GM01,Baden-Württemberg State,1801
1872,2020-06-11,GM02,Free State of Bavaria,2536
1873,2020-06-11,GM03,Free Hanseatic City of Bremen,43
1874,2020-06-11,GM04,Free Hanseatic City of Hamburg,254
1875,2020-06-11,GM05,Hesse State,489
1876,2020-06-11,GM06,Lower Saxony State,610
1877,2020-06-11,GM07,North Rhine-Westphalia State,1641
1878,2020-06-11,GM08,Rhineland-Palatinate State,231
1879,2020-06-11,GM09,Saarland State,167
1880,2020-06-11,GM10,Schleswig-Holstein State,148
1881,2020-06-11,GM11,Brandenburg State,161
1882,2020-06-11,GM12,Mecklenburg-Western Pomerania State,20
1883,2020-06-11,GM13,Free State of Saxony,219
1884,2020-06-11,GM14,Sachsen-Anhalt State,56
1885,2020-06-11,GM15,Free State of Thuringia,171
1886,2020-06-11,GM16,Berlin State,208
1887,2020-06-12,GM,Germany,8763
1888,2020-06-12,GM01,Baden-Württemberg State,1802
1889,2020-06-12,GM02,Free State of Bavaria,2538
1890,2020-06-12,GM03,Free Hanseatic City of Bremen,45
1891,2020-06-12,GM04,Free Hanseatic City of Hamburg,254
1892,2020-06-12,GM05,Hesse State,489
1893,2020-06-12,GM06,Lower Saxony State,610
1894,2020-06-12,GM07,North Rhine-Westphalia State,1643
1895,2020-06-12,GM08,Rhineland-Palatinate State,231
1896,2020-06-12,GM09,Saarland State,168
1897,2020-06-12,GM10,Schleswig-Holstein State,148
1898,2020-06-12,GM11,Brandenburg State,161
1899,2020-06-12,GM12,Mecklenburg-Western Pomerania State,20
1900,2020-06-12,GM13,Free State of Saxony,219
1901,2020-06-12,GM14,Sachsen-Anhalt State,56
1902,2020-06-12,GM15,Free State of Thuringia,171
1903,2020-06-12,GM16,Berlin State,208
1904,2020-06-13,GM,Germany,8781
1905,2020-06-13,GM01,Baden-Württemberg State,1805
1906,2020-06-13,GM02,Free State of Bavaria,2540
1907,2020-06-13,GM03,Free Hanseatic City of Bremen,45
1908,2020-06-13,GM04,Free Hanseatic City of Hamburg,255
1909,2020-06-13,GM05,Hesse State,491
1910,2020-06-13,GM06,Lower Saxony State,613
1911,2020-06-13,GM07,North Rhine-Westphalia State,1643
1912,2020-06-13,GM08,Rhineland-Palatinate State,231
1913,2020-06-13,GM09,Saarland State,168
1914,2020-06-13,GM10,Schleswig-Holstein State,150
1915,2020-06-13,GM11,Brandenburg State,163
1916,2020-06-13,GM12,Mecklenburg-Western Pomerania State,20
1917,2020-06-13,GM13,Free State of Saxony,219
1918,2020-06-13,GM14,Sachsen-Anhalt State,56
1919,2020-06-13,GM15,Free State of Thuringia,174
1920,2020-06-13,GM16,Berlin State,208
1921,2020-06-14,GM,Germany,8787
1922,2020-06-14,GM01,Baden-Württemberg State,1805
1923,2020-06-14,GM02,Free State of Bavaria,2541
1924,2020-06-14,GM03,Free Hanseatic City of Bremen,46
1925,2020-06-14,GM04,Free Hanseatic City of Hamburg,255
1926,2020-06-14,GM05,Hesse State,491
1927,2020-06-14,GM06,Lower Saxony State,614
1928,2020-06-14,GM07,North Rhine-Westphalia State,1645
1929,2020-06-14,GM08,Rhineland-Palatinate State,231
1930,2020-06-14,GM09,Saarland State,168
1931,2020-06-14,GM10,Schleswig-Holstein State,151
1932,2020-06-14,GM11,Brandenburg State,163
1933,2020-06-14,GM12,Mecklenburg-Western Pomerania State,20
1934,2020-06-14,GM13,Free State of Saxony,218
1935,2020-06-14,GM14,Sachsen-Anhalt State,57
1936,2020-06-14,GM15,Free State of Thuringia,174
1937,2020-06-14,GM16,Berlin State,208
1938,2020-06-15,GM,Germany,8791
1939,2020-06-15,GM01,Baden-Württemberg State,1805
1940,2020-06-15,GM02,Free State of Bavaria,2541
1941,2020-06-15,GM03,Free Hanseatic City of Bremen,48
1942,2020-06-15,GM04,Free Hanseatic City of Hamburg,255
1943,2020-06-15,GM05,Hesse State,491
1944,2020-06-15,GM06,Lower Saxony State,614
1945,2020-06-15,GM07,North Rhine-Westphalia State,1646
1946,2020-06-15,GM08,Rhineland-Palatinate State,231
1947,2020-06-15,GM09,Saarland State,168
1948,2020-06-15,GM10,Schleswig-Holstein State,151
1949,2020-06-15,GM11,Brandenburg State,163
1950,2020-06-15,GM12,Mecklenburg-Western Pomerania State,20
1951,2020-06-15,GM13,Free State of Saxony,219
1952,2020-06-15,GM14,Sachsen-Anhalt State,57
1953,2020-06-15,GM15,Free State of Thuringia,174
1954,2020-06-15,GM16,Berlin State,208
1955,2020-06-16,GM,Germany,8800
1956,2020-06-16,GM01,Baden-Württemberg State,1808
1957,2020-06-16,GM02,Free State of Bavaria,2540
1958,2020-06-16,GM03,Free Hanseatic City of Bremen,48
1959,2020-06-16,GM04,Free Hanseatic City of Hamburg,255
1960,2020-06-16,GM05,Hesse State,495
1961,2020-06-16,GM06,Lower Saxony State,614
1962,2020-06-16,GM07,North Rhine-Westphalia State,1648
1963,2020-06-16,GM08,Rhineland-Palatinate State,231
1964,2020-06-16,GM09,Saarland State,168
1965,2020-06-16,GM10,Schleswig-Holstein State,151
1966,2020-06-16,GM11,Brandenburg State,163
1967,2020-06-16,GM12,Mecklenburg-Western Pomerania State,20
1968,2020-06-16,GM13,Free State of Saxony,220
1969,2020-06-16,GM14,Sachsen-Anhalt State,57
1970,2020-06-16,GM15,Free State of Thuringia,174
1971,2020-06-16,GM16,Berlin State,208
1972,2020-06-17,GM,Germany,8830
1973,2020-06-17,GM01,Baden-Württemberg State,1811
1974,2020-06-17,GM02,Free State of Bavaria,2546
1975,2020-06-17,GM03,Free Hanseatic City of Bremen,49
1976,2020-06-17,GM04,Free Hanseatic City of Hamburg,257
1977,2020-06-17,GM05,Hesse State,496
1978,2020-06-17,GM06,Lower Saxony State,615
1979,2020-06-17,GM07,North Rhine-Westphalia State,1655
1980,2020-06-17,GM08,Rhineland-Palatinate State,233
1981,2020-06-17,GM09,Saarland State,168
1982,2020-06-17,GM10,Schleswig-Holstein State,152
1983,2020-06-17,GM11,Brandenburg State,163
1984,2020-06-17,GM12,Mecklenburg-Western Pomerania State,20
1985,2020-06-17,GM13,Free State of Saxony,221
1986,2020-06-17,GM14,Sachsen-Anhalt State,57
1987,2020-06-17,GM15,Free State of Thuringia,178
1988,2020-06-17,GM16,Berlin State,209
1989,2020-06-18,GM,Germany,8856
1990,2020-06-18,GM01,Baden-Württemberg State,1816
1991,2020-06-18,GM02,Free State of Bavaria,2556
1992,2020-06-18,GM03,Free Hanseatic City of Bremen,49
1993,2020-06-18,GM04,Free Hanseatic City of Hamburg,259
1994,2020-06-18,GM05,Hesse State,498
1995,2020-06-18,GM06,Lower Saxony State,618
1996,2020-06-18,GM07,North Rhine-Westphalia State,1658
1997,2020-06-18,GM08,Rhineland-Palatinate State,234
1998,2020-06-18,GM09,Saarland State,168
1999,2020-06-18,GM10,Schleswig-Holstein State,152
2000,2020-06-18,GM11,Brandenburg State,163
2001,2020-06-18,GM12,Mecklenburg-Western Pomerania State,20
2002,2020-06-18,GM13,Free State of Saxony,221
2003,2020-06-18,GM14,Sachsen-Anhalt State,57
2004,2020-06-18,GM15,Free State of Thuringia,177
2005,2020-06-18,GM16,Berlin State,210
2006,2020-06-19,GM,Germany,8872
2007,2020-06-19,GM01,Baden-Württemberg State,1821
2008,2020-06-19,GM02,Free State of Bavaria,2562
2009,2020-06-19,GM03,Free Hanseatic City of Bremen,49
2010,2020-06-19,GM04,Free Hanseatic City of Hamburg,259
2011,2020-06-19,GM05,Hesse State,499
2012,2020-06-19,GM06,Lower Saxony State,618
2013,2020-06-19,GM07,North Rhine-Westphalia State,1660
2014,2020-06-19,GM08,Rhineland-Palatinate State,234
2015,2020-06-19,GM09,Saarland State,168
2016,2020-06-19,GM10,Schleswig-Holstein State,152
2017,2020-06-19,GM11,Brandenburg State,163
2018,2020-06-19,GM12,Mecklenburg-Western Pomerania State,20
2019,2020-06-19,GM13,Free State of Saxony,221
2020,2020-06-19,GM14,Sachsen-Anhalt State,57
2021,2020-06-19,GM15,Free State of Thuringia,178
2022,2020-06-19,GM16,Berlin State,211
2023,2020-06-20,GM,Germany,8883
2024,2020-06-20,GM01,Baden-Württemberg State,1824
2025,2020-06-20,GM02,Free State of Bavaria,2566
2026,2020-06-20,GM03,Free Hanseatic City of Bremen,49
2027,2020-06-20,GM04,Free Hanseatic City of Hamburg,259
2028,2020-06-20,GM05,Hesse State,500
2029,2020-06-20,GM06,Lower Saxony State,618
2030,2020-06-20,GM07,North Rhine-Westphalia State,1663
2031,2020-06-20,GM08,Rhineland-Palatinate State,234
2032,2020-06-20,GM09,Saarland State,168
2033,2020-06-20,GM10,Schleswig-Holstein State,152
2034,2020-06-20,GM11,Brandenburg State,163
2035,2020-06-20,GM12,Mecklenburg-Western Pomerania State,20
2036,2020-06-20,GM13,Free State of Saxony,221
2037,2020-06-20,GM14,Sachsen-Anhalt State,57
2038,2020-06-20,GM15,Free State of Thuringia,178
2039,2020-06-20,GM16,Berlin State,211
2040,2020-06-21,GM,Germany,8882
2041,2020-06-21,GM01,Baden-Württemberg State,1824
2042,2020-06-21,GM02,Free State of Bavaria,2565
2043,2020-06-21,GM03,Free Hanseatic City of Bremen,49
2044,2020-06-21,GM04,Free Hanseatic City of Hamburg,259
2045,2020-06-21,GM05,Hesse State,500
2046,2020-06-21,GM06,Lower Saxony State,618
2047,2020-06-21,GM07,North Rhine-Westphalia State,1663
2048,2020-06-21,GM08,Rhineland-Palatinate State,234
2049,2020-06-21,GM09,Saarland State,168
2050,2020-06-21,GM10,Schleswig-Holstein State,152
2051,2020-06-21,GM11,Brandenburg State,163
2052,2020-06-21,GM12,Mecklenburg-Western Pomerania State,20
2053,2020-06-21,GM13,Free State of Saxony,221
2054,2020-06-21,GM14,Sachsen-Anhalt State,57
2055,2020-06-21,GM15,Free State of Thuringia,178
2056,2020-06-21,GM16,Berlin State,211
2057,2020-06-22,GM,Germany,8885
2058,2020-06-22,GM01,Baden-Württemberg State,1824
2059,2020-06-22,GM02,Free State of Bavaria,2567
2060,2020-06-22,GM03,Free Hanseatic City of Bremen,49
2061,2020-06-22,GM04,Free Hanseatic City of Hamburg,259
2062,2020-06-22,GM05,Hesse State,501
2063,2020-06-22,GM06,Lower Saxony State,618
2064,2020-06-22,GM07,North Rhine-Westphalia State,1663
2065,2020-06-22,GM08,Rhineland-Palatinate State,234
2066,2020-06-22,GM09,Saarland State,168
2067,2020-06-22,GM10,Schleswig-Holstein State,152
2068,2020-06-22,GM11,Brandenburg State,163
2069,2020-06-22,GM12,Mecklenburg-Western Pomerania State,20
2070,2020-06-22,GM13,Free State of Saxony,221
2071,2020-06-22,GM14,Sachsen-Anhalt State,57
2072,2020-06-22,GM15,Free State of Thuringia,178
2073,2020-06-22,GM16,Berlin State,211
2074,2020-06-23,GM,Germany,8895
2075,2020-06-23,GM01,Baden-Württemberg State,1826
2076,2020-06-23,GM02,Free State of Bavaria,2571
2077,2020-06-23,GM03,Free Hanseatic City of Bremen,49
2078,2020-06-23,GM04,Free Hanseatic City of Hamburg,259
2079,2020-06-23,GM05,Hesse State,501
2080,2020-06-23,GM06,Lower Saxony State,619
2081,2020-06-23,GM07,North Rhine-Westphalia State,1665
2082,2020-06-23,GM08,Rhineland-Palatinate State,234
2083,2020-06-23,GM09,Saarland State,168
2084,2020-06-23,GM10,Schleswig-Holstein State,152
2085,2020-06-23,GM11,Brandenburg State,164
2086,2020-06-23,GM12,Mecklenburg-Western Pomerania State,20
2087,2020-06-23,GM13,Free State of Saxony,221
2088,2020-06-23,GM14,Sachsen-Anhalt State,57
2089,2020-06-23,GM15,Free State of Thuringia,178
2090,2020-06-23,GM16,Berlin State,211
2091,2020-06-24,GM,Germany,8914
2092,2020-06-24,GM01,Baden-Württemberg State,1826
2093,2020-06-24,GM02,Free State of Bavaria,2578
2094,2020-06-24,GM03,Free Hanseatic City of Bremen,49
2095,2020-06-24,GM04,Free Hanseatic City of Hamburg,259
2096,2020-06-24,GM05,Hesse State,503
2097,2020-06-24,GM06,Lower Saxony State,622
2098,2020-06-24,GM07,North Rhine-Westphalia State,1668
2099,2020-06-24,GM08,Rhineland-Palatinate State,235
2100,2020-06-24,GM09,Saarland State,169
2101,2020-06-24,GM10,Schleswig-Holstein State,152
2102,2020-06-24,GM11,Brandenburg State,164
2103,2020-06-24,GM12,Mecklenburg-Western Pomerania State,20
2104,2020-06-24,GM13,Free State of Saxony,222
2105,2020-06-24,GM14,Sachsen-Anhalt State,58
2106,2020-06-24,GM15,Free State of Thuringia,178
2107,2020-06-24,GM16,Berlin State,211
2108,2020-06-25,GM,Germany,8927
2109,2020-06-25,GM01,Baden-Württemberg State,1827
2110,2020-06-25,GM02,Free State of Bavaria,2583
2111,2020-06-25,GM03,Free Hanseatic City of Bremen,49
2112,2020-06-25,GM04,Free Hanseatic City of Hamburg,259
2113,2020-06-25,GM05,Hesse State,505
2114,2020-06-25,GM06,Lower Saxony State,623
2115,2020-06-25,GM07,North Rhine-Westphalia State,1669
2116,2020-06-25,GM08,Rhineland-Palatinate State,235
2117,2020-06-25,GM09,Saarland State,169
2118,2020-06-25,GM10,Schleswig-Holstein State,152
2119,2020-06-25,GM11,Brandenburg State,165
2120,2020-06-25,GM12,Mecklenburg-Western Pomerania State,20
2121,2020-06-25,GM13,Free State of Saxony,223
2122,2020-06-25,GM14,Sachsen-Anhalt State,58
2123,2020-06-25,GM15,Free State of Thuringia,178
2124,2020-06-25,GM16,Berlin State,212
2125,2020-06-26,GM,Germany,8948
2126,2020-06-26,GM01,Baden-Württemberg State,1830
2127,2020-06-26,GM02,Free State of Bavaria,2594
2128,2020-06-26,GM03,Free Hanseatic City of Bremen,49
2129,2020-06-26,GM04,Free Hanseatic City of Hamburg,259
2130,2020-06-26,GM05,Hesse State,505
2131,2020-06-26,GM06,Lower Saxony State,625
2132,2020-06-26,GM07,North Rhine-Westphalia State,1673
2133,2020-06-26,GM08,Rhineland-Palatinate State,235
2134,2020-06-26,GM09,Saarland State,171
2135,2020-06-26,GM10,Schleswig-Holstein State,152
2136,2020-06-26,GM11,Brandenburg State,165
2137,2020-06-26,GM12,Mecklenburg-Western Pomerania State,20
2138,2020-06-26,GM13,Free State of Saxony,222
2139,2020-06-26,GM14,Sachsen-Anhalt State,58
2140,2020-06-26,GM15,Free State of Thuringia,178
2141,2020-06-26,GM16,Berlin State,212
2142,2020-06-27,GM,Germany,8954
2143,2020-06-27,GM01,Baden-Württemberg State,1829
2144,2020-06-27,GM02,Free State of Bavaria,2591
2145,2020-06-27,GM03,Free Hanseatic City of Bremen,50
2146,2020-06-27,GM04,Free Hanseatic City of Hamburg,259
2147,2020-06-27,GM05,Hesse State,506
2148,2020-06-27,GM06,Lower Saxony State,627
2149,2020-06-27,GM07,North Rhine-Westphalia State,1674
2150,2020-06-27,GM08,Rhineland-Palatinate State,235
2151,2020-06-27,GM09,Saarland State,172
2152,2020-06-27,GM10,Schleswig-Holstein State,152
2153,2020-06-27,GM11,Brandenburg State,165
2154,2020-06-27,GM12,Mecklenburg-Western Pomerania State,20
2155,2020-06-27,GM13,Free State of Saxony,222
2156,2020-06-27,GM14,Sachsen-Anhalt State,58
2157,2020-06-27,GM15,Free State of Thuringia,181
2158,2020-06-27,GM16,Berlin State,213
2159,2020-06-28,GM,Germany,8957
2160,2020-06-28,GM01,Baden-Württemberg State,1829
2161,2020-06-28,GM02,Free State of Bavaria,2592
2162,2020-06-28,GM03,Free Hanseatic City of Bremen,50
2163,2020-06-28,GM04,Free Hanseatic City of Hamburg,259
2164,2020-06-28,GM05,Hesse State,506
2165,2020-06-28,GM06,Lower Saxony State,628
2166,2020-06-28,GM07,North Rhine-Westphalia State,1674
2167,2020-06-28,GM08,Rhineland-Palatinate State,235
2168,2020-06-28,GM09,Saarland State,173
2169,2020-06-28,GM10,Schleswig-Holstein State,152
2170,2020-06-28,GM11,Brandenburg State,165
2171,2020-06-28,GM12,Mecklenburg-Western Pomerania State,20
2172,2020-06-28,GM13,Free State of Saxony,222
2173,2020-06-28,GM14,Sachsen-Anhalt State,58
2174,2020-06-28,GM15,Free State of Thuringia,181
2175,2020-06-28,GM16,Berlin State,213
2176,2020-06-29,GM,Germany,8961
2177,2020-06-29,GM01,Baden-Württemberg State,1829
2178,2020-06-29,GM02,Free State of Bavaria,2592
2179,2020-06-29,GM03,Free Hanseatic City of Bremen,50
2180,2020-06-29,GM04,Free Hanseatic City of Hamburg,259
2181,2020-06-29,GM05,Hesse State,506
2182,2020-06-29,GM06,Lower Saxony State,628
2183,2020-06-29,GM07,North Rhine-Westphalia State,1678
2184,2020-06-29,GM08,Rhineland-Palatinate State,235
2185,2020-06-29,GM09,Saarland State,173
2186,2020-06-29,GM10,Schleswig-Holstein State,152
2187,2020-06-29,GM11,Brandenburg State,165
2188,2020-06-29,GM12,Mecklenburg-Western Pomerania State,20
2189,2020-06-29,GM13,Free State of Saxony,222
2190,2020-06-29,GM14,Sachsen-Anhalt State,58
2191,2020-06-29,GM15,Free State of Thuringia,181
2192,2020-06-29,GM16,Berlin State,213
2193,2020-06-30,GM,Germany,8973
2194,2020-06-30,GM01,Baden-Württemberg State,1830
