,date,location,location_name,value
3785,2020-10-01,GM11,Brandenburg State,4300
3786,2020-10-01,GM12,Mecklenburg-Western Pomerania State,1195
3787,2020-10-01,GM13,Free State of Saxony,7288
3788,2020-10-01,GM14,Sachsen-Anhalt State,2654
3789,2020-10-01,GM15,Free State of Thuringia,4106
3790,2020-10-01,GM16,Berlin State,14788
3791,2020-10-02,GM,Germany,294395
3792,2020-10-02,GM01,Baden-Württemberg State,50105
3793,2020-10-02,GM02,Free State of Bavaria,68853
3794,2020-10-02,GM03,Free Hanseatic City of Bremen,2511
3795,2020-10-02,GM04,Free Hanseatic City of Hamburg,7984
3796,2020-10-02,GM05,Hesse State,19324
3797,2020-10-02,GM06,Lower Saxony State,20491
3798,2020-10-02,GM07,North Rhine-Westphalia State,71357
3799,2020-10-02,GM08,Rhineland-Palatinate State,10863
3800,2020-10-02,GM09,Saarland State,3338
3801,2020-10-02,GM10,Schleswig-Holstein State,4848
3802,2020-10-02,GM11,Brandenburg State,4326
3803,2020-10-02,GM12,Mecklenburg-Western Pomerania State,1203
3804,2020-10-02,GM13,Free State of Saxony,7349
3805,2020-10-02,GM14,Sachsen-Anhalt State,2677
3806,2020-10-02,GM15,Free State of Thuringia,4134
3807,2020-10-02,GM16,Berlin State,15032
3808,2020-10-03,GM,Germany,296958
3809,2020-10-03,GM01,Baden-Württemberg State,50240
3810,2020-10-03,GM02,Free State of Bavaria,69186
3811,2020-10-03,GM03,Free Hanseatic City of Bremen,2557
3812,2020-10-03,GM04,Free Hanseatic City of Hamburg,8064
3813,2020-10-03,GM05,Hesse State,19616
3814,2020-10-03,GM06,Lower Saxony State,20777
3815,2020-10-03,GM07,North Rhine-Westphalia State,72063
3816,2020-10-03,GM08,Rhineland-Palatinate State,10975
3817,2020-10-03,GM09,Saarland State,3380
3818,2020-10-03,GM10,Schleswig-Holstein State,4898
3819,2020-10-03,GM11,Brandenburg State,4369
3820,2020-10-03,GM12,Mecklenburg-Western Pomerania State,1220
3821,2020-10-03,GM13,Free State of Saxony,7391
3822,2020-10-03,GM14,Sachsen-Anhalt State,2693
3823,2020-10-03,GM15,Free State of Thuringia,4158
3824,2020-10-03,GM16,Berlin State,15371
3825,2020-10-04,GM,Germany,299237
3826,2020-10-04,GM01,Baden-Württemberg State,50763
3827,2020-10-04,GM02,Free State of Bavaria,69486
3828,2020-10-04,GM03,Free Hanseatic City of Bremen,2598
3829,2020-10-04,GM04,Free Hanseatic City of Hamburg,8176
3830,2020-10-04,GM05,Hesse State,19788
3831,2020-10-04,GM06,Lower Saxony State,20954
3832,2020-10-04,GM07,North Rhine-Westphalia State,72581
3833,2020-10-04,GM08,Rhineland-Palatinate State,11015
3834,2020-10-04,GM09,Saarland State,3380
3835,2020-10-04,GM10,Schleswig-Holstein State,4914
3836,2020-10-04,GM11,Brandenburg State,4393
3837,2020-10-04,GM12,Mecklenburg-Western Pomerania State,1220
3838,2020-10-04,GM13,Free State of Saxony,7459
3839,2020-10-04,GM14,Sachsen-Anhalt State,2736
3840,2020-10-04,GM15,Free State of Thuringia,4200
3841,2020-10-04,GM16,Berlin State,15574
3842,2020-10-05,GM,Germany,300619
3843,2020-10-05,GM01,Baden-Württemberg State,50934
3844,2020-10-05,GM02,Free State of Bavaria,69631
3845,2020-10-05,GM03,Free Hanseatic City of Bremen,2619
3846,2020-10-05,GM04,Free Hanseatic City of Hamburg,8241
3847,2020-10-05,GM05,Hesse State,19978
3848,2020-10-05,GM06,Lower Saxony State,21075
3849,2020-10-05,GM07,North Rhine-Westphalia State,72995
3850,2020-10-05,GM08,Rhineland-Palatinate State,11086
3851,2020-10-05,GM09,Saarland State,3380
3852,2020-10-05,GM10,Schleswig-Holstein State,4938
3853,2020-10-05,GM11,Brandenburg State,4421
3854,2020-10-05,GM12,Mecklenburg-Western Pomerania State,1220
3855,2020-10-05,GM13,Free State of Saxony,7502
3856,2020-10-05,GM14,Sachsen-Anhalt State,2746
3857,2020-10-05,GM15,Free State of Thuringia,4205
3858,2020-10-05,GM16,Berlin State,15648
3859,2020-10-06,GM,Germany,303258
3860,2020-10-06,GM01,Baden-Württemberg State,51191
3861,2020-10-06,GM02,Free State of Bavaria,70006
3862,2020-10-06,GM03,Free Hanseatic City of Bremen,2632
3863,2020-10-06,GM04,Free Hanseatic City of Hamburg,8339
3864,2020-10-06,GM05,Hesse State,20113
3865,2020-10-06,GM06,Lower Saxony State,21284
3866,2020-10-06,GM07,North Rhine-Westphalia State,73842
3867,2020-10-06,GM08,Rhineland-Palatinate State,11215
3868,2020-10-06,GM09,Saarland State,3449
3869,2020-10-06,GM10,Schleswig-Holstein State,4978
3870,2020-10-06,GM11,Brandenburg State,4447
3871,2020-10-06,GM12,Mecklenburg-Western Pomerania State,1293
3872,2020-10-06,GM13,Free State of Saxony,7533
3873,2020-10-06,GM14,Sachsen-Anhalt State,2764
3874,2020-10-06,GM15,Free State of Thuringia,4223
3875,2020-10-06,GM16,Berlin State,15949
3876,2020-10-07,GM,Germany,306086
3877,2020-10-07,GM01,Baden-Württemberg State,51579
3878,2020-10-07,GM02,Free State of Bavaria,70381
3879,2020-10-07,GM03,Free Hanseatic City of Bremen,2702
3880,2020-10-07,GM04,Free Hanseatic City of Hamburg,8451
3881,2020-10-07,GM05,Hesse State,20355
3882,2020-10-07,GM06,Lower Saxony State,21456
3883,2020-10-07,GM07,North Rhine-Westphalia State,74615
3884,2020-10-07,GM08,Rhineland-Palatinate State,11308
3885,2020-10-07,GM09,Saarland State,3489
3886,2020-10-07,GM10,Schleswig-Holstein State,5032
3887,2020-10-07,GM11,Brandenburg State,4483
3888,2020-10-07,GM12,Mecklenburg-Western Pomerania State,1304
3889,2020-10-07,GM13,Free State of Saxony,7679
3890,2020-10-07,GM14,Sachsen-Anhalt State,2774
3891,2020-10-07,GM15,Free State of Thuringia,4241
3892,2020-10-07,GM16,Berlin State,16237
3893,2020-10-08,GM,Germany,310144
3894,2020-10-08,GM01,Baden-Württemberg State,52231
3895,2020-10-08,GM02,Free State of Bavaria,71034
3896,2020-10-08,GM03,Free Hanseatic City of Bremen,2805
3897,2020-10-08,GM04,Free Hanseatic City of Hamburg,8544
3898,2020-10-08,GM05,Hesse State,20662
3899,2020-10-08,GM06,Lower Saxony State,21743
3900,2020-10-08,GM07,North Rhine-Westphalia State,75671
3901,2020-10-08,GM08,Rhineland-Palatinate State,11499
3902,2020-10-08,GM09,Saarland State,3499
3903,2020-10-08,GM10,Schleswig-Holstein State,5076
3904,2020-10-08,GM11,Brandenburg State,4561
3905,2020-10-08,GM12,Mecklenburg-Western Pomerania State,1332
3906,2020-10-08,GM13,Free State of Saxony,7797
3907,2020-10-08,GM14,Sachsen-Anhalt State,2815
3908,2020-10-08,GM15,Free State of Thuringia,4260
3909,2020-10-08,GM16,Berlin State,16615
3910,2020-10-09,GM,Germany,314660
3911,2020-10-09,GM01,Baden-Württemberg State,52814
3912,2020-10-09,GM02,Free State of Bavaria,71759
3913,2020-10-09,GM03,Free Hanseatic City of Bremen,2880
3914,2020-10-09,GM04,Free Hanseatic City of Hamburg,8669
3915,2020-10-09,GM05,Hesse State,21092
3916,2020-10-09,GM06,Lower Saxony State,22142
3917,2020-10-09,GM07,North Rhine-Westphalia State,76796
3918,2020-10-09,GM08,Rhineland-Palatinate State,11602
3919,2020-10-09,GM09,Saarland State,3551
3920,2020-10-09,GM10,Schleswig-Holstein State,5155
3921,2020-10-09,GM11,Brandenburg State,4603
3922,2020-10-09,GM12,Mecklenburg-Western Pomerania State,1344
3923,2020-10-09,GM13,Free State of Saxony,7987
3924,2020-10-09,GM14,Sachsen-Anhalt State,2832
3925,2020-10-09,GM15,Free State of Thuringia,4322
3926,2020-10-09,GM16,Berlin State,17112
3927,2020-10-10,GM,Germany,319381
3928,2020-10-10,GM01,Baden-Württemberg State,53344
3929,2020-10-10,GM02,Free State of Bavaria,72402
3930,2020-10-10,GM03,Free Hanseatic City of Bremen,2880
3931,2020-10-10,GM04,Free Hanseatic City of Hamburg,8814
3932,2020-10-10,GM05,Hesse State,21586
3933,2020-10-10,GM06,Lower Saxony State,22490
3934,2020-10-10,GM07,North Rhine-Westphalia State,78218
3935,2020-10-10,GM08,Rhineland-Palatinate State,11808
3936,2020-10-10,GM09,Saarland State,3586
3937,2020-10-10,GM10,Schleswig-Holstein State,5209
3938,2020-10-10,GM11,Brandenburg State,4692
3939,2020-10-10,GM12,Mecklenburg-Western Pomerania State,1373
3940,2020-10-10,GM13,Free State of Saxony,8203
3941,2020-10-10,GM14,Sachsen-Anhalt State,2858
3942,2020-10-10,GM15,Free State of Thuringia,4363
3943,2020-10-10,GM16,Berlin State,17555
3944,2020-10-11,GM,Germany,322864
3945,2020-10-11,GM01,Baden-Württemberg State,53868
3946,2020-10-11,GM02,Free State of Bavaria,72843
3947,2020-10-11,GM03,Free Hanseatic City of Bremen,3058
3948,2020-10-11,GM04,Free Hanseatic City of Hamburg,8912
3949,2020-10-11,GM05,Hesse State,21911
3950,2020-10-11,GM06,Lower Saxony State,22662
3951,2020-10-11,GM07,North Rhine-Westphalia State,79179
3952,2020-10-11,GM08,Rhineland-Palatinate State,11904
3953,2020-10-11,GM09,Saarland State,3673
3954,2020-10-11,GM10,Schleswig-Holstein State,5235
3955,2020-10-11,GM11,Brandenburg State,4740
3956,2020-10-11,GM12,Mecklenburg-Western Pomerania State,1373
3957,2020-10-11,GM13,Free State of Saxony,8340
3958,2020-10-11,GM14,Sachsen-Anhalt State,2903
3959,2020-10-11,GM15,Free State of Thuringia,4435
3960,2020-10-11,GM16,Berlin State,17828
3961,2020-10-12,GM,Germany,325331
3962,2020-10-12,GM01,Baden-Württemberg State,54345
3963,2020-10-12,GM02,Free State of Bavaria,73186
3964,2020-10-12,GM03,Free Hanseatic City of Bremen,3080
3965,2020-10-12,GM04,Free Hanseatic City of Hamburg,8963
3966,2020-10-12,GM05,Hesse State,22039
3967,2020-10-12,GM06,Lower Saxony State,22662
3968,2020-10-12,GM07,North Rhine-Westphalia State,79981
3969,2020-10-12,GM08,Rhineland-Palatinate State,12106
3970,2020-10-12,GM09,Saarland State,3703
3971,2020-10-12,GM10,Schleswig-Holstein State,5260
3972,2020-10-12,GM11,Brandenburg State,4771
3973,2020-10-12,GM12,Mecklenburg-Western Pomerania State,1373
3974,2020-10-12,GM13,Free State of Saxony,8413
3975,2020-10-12,GM14,Sachsen-Anhalt State,2932
3976,2020-10-12,GM15,Free State of Thuringia,4442
3977,2020-10-12,GM16,Berlin State,18075
3978,2020-10-13,GM,Germany,329453
3979,2020-10-13,GM01,Baden-Württemberg State,54939
3980,2020-10-13,GM02,Free State of Bavaria,73788
3981,2020-10-13,GM03,Free Hanseatic City of Bremen,3113
3982,2020-10-13,GM04,Free Hanseatic City of Hamburg,9040
3983,2020-10-13,GM05,Hesse State,22310
3984,2020-10-13,GM06,Lower Saxony State,23265
3985,2020-10-13,GM07,North Rhine-Westphalia State,81192
3986,2020-10-13,GM08,Rhineland-Palatinate State,12235
3987,2020-10-13,GM09,Saarland State,3720
3988,2020-10-13,GM10,Schleswig-Holstein State,5325
3989,2020-10-13,GM11,Brandenburg State,4794
3990,2020-10-13,GM12,Mecklenburg-Western Pomerania State,1416
3991,2020-10-13,GM13,Free State of Saxony,8559
3992,2020-10-13,GM14,Sachsen-Anhalt State,2942
3993,2020-10-13,GM15,Free State of Thuringia,4488
3994,2020-10-13,GM16,Berlin State,18327
3995,2020-10-14,GM,Germany,334585
3996,2020-10-14,GM01,Baden-Württemberg State,55639
3997,2020-10-14,GM02,Free State of Bavaria,74459
3998,2020-10-14,GM03,Free Hanseatic City of Bremen,3166
3999,2020-10-14,GM04,Free Hanseatic City of Hamburg,9153
4000,2020-10-14,GM05,Hesse State,22819
4001,2020-10-14,GM06,Lower Saxony State,23560
4002,2020-10-14,GM07,North Rhine-Westphalia State,82356
4003,2020-10-14,GM08,Rhineland-Palatinate State,12410
4004,2020-10-14,GM09,Saarland State,3867
4005,2020-10-14,GM10,Schleswig-Holstein State,5391
4006,2020-10-14,GM11,Brandenburg State,4997
4007,2020-10-14,GM12,Mecklenburg-Western Pomerania State,1472
4008,2020-10-14,GM13,Free State of Saxony,8742
4009,2020-10-14,GM14,Sachsen-Anhalt State,2966
4010,2020-10-14,GM15,Free State of Thuringia,4555
4011,2020-10-14,GM16,Berlin State,19033
4012,2020-10-15,GM,Germany,341223
4013,2020-10-15,GM01,Baden-Württemberg State,56488
4014,2020-10-15,GM02,Free State of Bavaria,75535
4015,2020-10-15,GM03,Free Hanseatic City of Bremen,3274
4016,2020-10-15,GM04,Free Hanseatic City of Hamburg,9288
4017,2020-10-15,GM05,Hesse State,23481
4018,2020-10-15,GM06,Lower Saxony State,24009
4019,2020-10-15,GM07,North Rhine-Westphalia State,84161
4020,2020-10-15,GM08,Rhineland-Palatinate State,12647
4021,2020-10-15,GM09,Saarland State,3960
4022,2020-10-15,GM10,Schleswig-Holstein State,5456
4023,2020-10-15,GM11,Brandenburg State,5098
4024,2020-10-15,GM12,Mecklenburg-Western Pomerania State,1532
4025,2020-10-15,GM13,Free State of Saxony,9122
4026,2020-10-15,GM14,Sachsen-Anhalt State,2999
4027,2020-10-15,GM15,Free State of Thuringia,4636
4028,2020-10-15,GM16,Berlin State,19537
4029,2020-10-16,GM,Germany,348557
4030,2020-10-16,GM01,Baden-Württemberg State,57455
4031,2020-10-16,GM02,Free State of Bavaria,76680
4032,2020-10-16,GM03,Free Hanseatic City of Bremen,3377
4033,2020-10-16,GM04,Free Hanseatic City of Hamburg,9456
4034,2020-10-16,GM05,Hesse State,24151
4035,2020-10-16,GM06,Lower Saxony State,24724
4036,2020-10-16,GM07,North Rhine-Westphalia State,86315
4037,2020-10-16,GM08,Rhineland-Palatinate State,12884
4038,2020-10-16,GM09,Saarland State,4013
4039,2020-10-16,GM10,Schleswig-Holstein State,5510
4040,2020-10-16,GM11,Brandenburg State,5211
4041,2020-10-16,GM12,Mecklenburg-Western Pomerania State,1590
4042,2020-10-16,GM13,Free State of Saxony,9335
4043,2020-10-16,GM14,Sachsen-Anhalt State,3057
4044,2020-10-16,GM15,Free State of Thuringia,4711
4045,2020-10-16,GM16,Berlin State,20088
4046,2020-10-17,GM,Germany,356387
4047,2020-10-17,GM01,Baden-Württemberg State,58653
4048,2020-10-17,GM02,Free State of Bavaria,77904
4049,2020-10-17,GM03,Free Hanseatic City of Bremen,3477
4050,2020-10-17,GM04,Free Hanseatic City of Hamburg,9457
4051,2020-10-17,GM05,Hesse State,25033
4052,2020-10-17,GM06,Lower Saxony State,25287
4053,2020-10-17,GM07,North Rhine-Westphalia State,88204
4054,2020-10-17,GM08,Rhineland-Palatinate State,13227
4055,2020-10-17,GM09,Saarland State,4221
4056,2020-10-17,GM10,Schleswig-Holstein State,5600
4057,2020-10-17,GM11,Brandenburg State,5305
4058,2020-10-17,GM12,Mecklenburg-Western Pomerania State,1590
4059,2020-10-17,GM13,Free State of Saxony,9738
4060,2020-10-17,GM14,Sachsen-Anhalt State,3134
4061,2020-10-17,GM15,Free State of Thuringia,4793
4062,2020-10-17,GM16,Berlin State,20764
4063,2020-10-18,GM,Germany,361974
4064,2020-10-18,GM01,Baden-Württemberg State,59353
4065,2020-10-18,GM02,Free State of Bavaria,78940
4066,2020-10-18,GM03,Free Hanseatic City of Bremen,3564
4067,2020-10-18,GM04,Free Hanseatic City of Hamburg,9750
4068,2020-10-18,GM05,Hesse State,25440
4069,2020-10-18,GM06,Lower Saxony State,25581
4070,2020-10-18,GM07,North Rhine-Westphalia State,89681
4071,2020-10-18,GM08,Rhineland-Palatinate State,13404
4072,2020-10-18,GM09,Saarland State,4356
4073,2020-10-18,GM10,Schleswig-Holstein State,5626
4074,2020-10-18,GM11,Brandenburg State,5414
4075,2020-10-18,GM12,Mecklenburg-Western Pomerania State,1680
4076,2020-10-18,GM13,Free State of Saxony,9935
4077,2020-10-18,GM14,Sachsen-Anhalt State,3242
4078,2020-10-18,GM15,Free State of Thuringia,4881
4079,2020-10-18,GM16,Berlin State,21127
4080,2020-10-19,GM,Germany,366299
4081,2020-10-19,GM01,Baden-Württemberg State,60053
4082,2020-10-19,GM02,Free State of Bavaria,79735
4083,2020-10-19,GM03,Free Hanseatic City of Bremen,3590
4084,2020-10-19,GM04,Free Hanseatic City of Hamburg,9910
4085,2020-10-19,GM05,Hesse State,25776
4086,2020-10-19,GM06,Lower Saxony State,25852
4087,2020-10-19,GM07,North Rhine-Westphalia State,90544
4088,2020-10-19,GM08,Rhineland-Palatinate State,13652
4089,2020-10-19,GM09,Saarland State,4415
4090,2020-10-19,GM10,Schleswig-Holstein State,5714
4091,2020-10-19,GM11,Brandenburg State,5451
4092,2020-10-19,GM12,Mecklenburg-Western Pomerania State,1705
4093,2020-10-19,GM13,Free State of Saxony,10275
4094,2020-10-19,GM14,Sachsen-Anhalt State,3285
4095,2020-10-19,GM15,Free State of Thuringia,4913
4096,2020-10-19,GM16,Berlin State,21429
4097,2020-10-20,GM,Germany,373167
4098,2020-10-20,GM01,Baden-Württemberg State,60721
4099,2020-10-20,GM02,Free State of Bavaria,80880
4100,2020-10-20,GM03,Free Hanseatic City of Bremen,3630
4101,2020-10-20,GM04,Free Hanseatic City of Hamburg,10003
4102,2020-10-20,GM05,Hesse State,26558
4103,2020-10-20,GM06,Lower Saxony State,26356
4104,2020-10-20,GM07,North Rhine-Westphalia State,92694
4105,2020-10-20,GM08,Rhineland-Palatinate State,13957
4106,2020-10-20,GM09,Saarland State,4437
4107,2020-10-20,GM10,Schleswig-Holstein State,5879
4108,2020-10-20,GM11,Brandenburg State,5574
4109,2020-10-20,GM12,Mecklenburg-Western Pomerania State,1719
4110,2020-10-20,GM13,Free State of Saxony,10520
4111,2020-10-20,GM14,Sachsen-Anhalt State,3334
4112,2020-10-20,GM15,Free State of Thuringia,5000
4113,2020-10-20,GM16,Berlin State,21905
4114,2020-10-21,GM,Germany,380762
4115,2020-10-21,GM01,Baden-Württemberg State,61694
4116,2020-10-21,GM02,Free State of Bavaria,82102
4117,2020-10-21,GM03,Free Hanseatic City of Bremen,3725
4118,2020-10-21,GM04,Free Hanseatic City of Hamburg,10207
4119,2020-10-21,GM05,Hesse State,27307
4120,2020-10-21,GM06,Lower Saxony State,26611
4121,2020-10-21,GM07,North Rhine-Westphalia State,94883
4122,2020-10-21,GM08,Rhineland-Palatinate State,14199
4123,2020-10-21,GM09,Saarland State,4467
4124,2020-10-21,GM10,Schleswig-Holstein State,5989
4125,2020-10-21,GM11,Brandenburg State,5670
4126,2020-10-21,GM12,Mecklenburg-Western Pomerania State,1790
4127,2020-10-21,GM13,Free State of Saxony,10906
4128,2020-10-21,GM14,Sachsen-Anhalt State,3387
4129,2020-10-21,GM15,Free State of Thuringia,5098
4130,2020-10-21,GM16,Berlin State,22727
4131,2020-10-22,GM,Germany,392049
4132,2020-10-22,GM01,Baden-Württemberg State,63132
4133,2020-10-22,GM02,Free State of Bavaria,84090
4134,2020-10-22,GM03,Free Hanseatic City of Bremen,3868
4135,2020-10-22,GM04,Free Hanseatic City of Hamburg,10407
4136,2020-10-22,GM05,Hesse State,28440
4137,2020-10-22,GM06,Lower Saxony State,27426
4138,2020-10-22,GM07,North Rhine-Westphalia State,97507
4139,2020-10-22,GM08,Rhineland-Palatinate State,14640
4140,2020-10-22,GM09,Saarland State,4625
4141,2020-10-22,GM10,Schleswig-Holstein State,6147
4142,2020-10-22,GM11,Brandenburg State,5948
4143,2020-10-22,GM12,Mecklenburg-Western Pomerania State,1877
4144,2020-10-22,GM13,Free State of Saxony,11507
4145,2020-10-22,GM14,Sachsen-Anhalt State,3487
4146,2020-10-22,GM15,Free State of Thuringia,5250
4147,2020-10-22,GM16,Berlin State,23698
4148,2020-10-23,GM,Germany,403291
4149,2020-10-23,GM01,Baden-Württemberg State,65085
4150,2020-10-23,GM02,Free State of Bavaria,86054
4151,2020-10-23,GM03,Free Hanseatic City of Bremen,3876
4152,2020-10-23,GM04,Free Hanseatic City of Hamburg,10683
4153,2020-10-23,GM05,Hesse State,29398
4154,2020-10-23,GM06,Lower Saxony State,28078
4155,2020-10-23,GM07,North Rhine-Westphalia State,100247
4156,2020-10-23,GM08,Rhineland-Palatinate State,15186
4157,2020-10-23,GM09,Saarland State,4856
4158,2020-10-23,GM10,Schleswig-Holstein State,6284
4159,2020-10-23,GM11,Brandenburg State,6020
4160,2020-10-23,GM12,Mecklenburg-Western Pomerania State,1936
4161,2020-10-23,GM13,Free State of Saxony,12071
4162,2020-10-23,GM14,Sachsen-Anhalt State,3642
4163,2020-10-23,GM15,Free State of Thuringia,5394
4164,2020-10-23,GM16,Berlin State,24481
4165,2020-10-24,GM,Germany,418005
4166,2020-10-24,GM01,Baden-Württemberg State,66838
4167,2020-10-24,GM02,Free State of Bavaria,88319
4168,2020-10-24,GM03,Free Hanseatic City of Bremen,4152
4169,2020-10-24,GM04,Free Hanseatic City of Hamburg,11043
4170,2020-10-24,GM05,Hesse State,31128
4171,2020-10-24,GM06,Lower Saxony State,29101
4172,2020-10-24,GM07,North Rhine-Westphalia State,104617
4173,2020-10-24,GM08,Rhineland-Palatinate State,15781
4174,2020-10-24,GM09,Saarland State,5008
4175,2020-10-24,GM10,Schleswig-Holstein State,6520
4176,2020-10-24,GM11,Brandenburg State,6309
4177,2020-10-24,GM12,Mecklenburg-Western Pomerania State,2056
4178,2020-10-24,GM13,Free State of Saxony,12453
4179,2020-10-24,GM14,Sachsen-Anhalt State,3760
4180,2020-10-24,GM15,Free State of Thuringia,5546
4181,2020-10-24,GM16,Berlin State,25374
4182,2020-10-25,GM,Germany,429181
4183,2020-10-25,GM01,Baden-Württemberg State,68482
4184,2020-10-25,GM02,Free State of Bavaria,89986
4185,2020-10-25,GM03,Free Hanseatic City of Bremen,4342
4186,2020-10-25,GM04,Free Hanseatic City of Hamburg,11346
4187,2020-10-25,GM05,Hesse State,32227
4188,2020-10-25,GM06,Lower Saxony State,29640
4189,2020-10-25,GM07,North Rhine-Westphalia State,107759
4190,2020-10-25,GM08,Rhineland-Palatinate State,16118
4191,2020-10-25,GM09,Saarland State,5289
4192,2020-10-25,GM10,Schleswig-Holstein State,6662
4193,2020-10-25,GM11,Brandenburg State,6463
4194,2020-10-25,GM12,Mecklenburg-Western Pomerania State,2133
4195,2020-10-25,GM13,Free State of Saxony,13237
4196,2020-10-25,GM14,Sachsen-Anhalt State,3905
4197,2020-10-25,GM15,Free State of Thuringia,5802
4198,2020-10-25,GM16,Berlin State,25790
4199,2020-10-26,GM,Germany,437866
4200,2020-10-26,GM01,Baden-Württemberg State,69601
4201,2020-10-26,GM02,Free State of Bavaria,91569
4202,2020-10-26,GM03,Free Hanseatic City of Bremen,4407
4203,2020-10-26,GM04,Free Hanseatic City of Hamburg,11514
4204,2020-10-26,GM05,Hesse State,32852
4205,2020-10-26,GM06,Lower Saxony State,30476
4206,2020-10-26,GM07,North Rhine-Westphalia State,110516
4207,2020-10-26,GM08,Rhineland-Palatinate State,16549
4208,2020-10-26,GM09,Saarland State,5321
4209,2020-10-26,GM10,Schleswig-Holstein State,6777
4210,2020-10-26,GM11,Brandenburg State,6515
4211,2020-10-26,GM12,Mecklenburg-Western Pomerania State,2165
4212,2020-10-26,GM13,Free State of Saxony,13653
4213,2020-10-26,GM14,Sachsen-Anhalt State,3994
4214,2020-10-26,GM15,Free State of Thuringia,5863
4215,2020-10-26,GM16,Berlin State,26094
4216,2020-10-27,GM,Germany,449275
4217,2020-10-27,GM01,Baden-Württemberg State,70792
4218,2020-10-27,GM02,Free State of Bavaria,93290
4219,2020-10-27,GM03,Free Hanseatic City of Bremen,4495
4220,2020-10-27,GM04,Free Hanseatic City of Hamburg,11853
4221,2020-10-27,GM05,Hesse State,34200
4222,2020-10-27,GM06,Lower Saxony State,31038
4223,2020-10-27,GM07,North Rhine-Westphalia State,114194
4224,2020-10-27,GM08,Rhineland-Palatinate State,17090
4225,2020-10-27,GM09,Saarland State,5455
4226,2020-10-27,GM10,Schleswig-Holstein State,6942
4227,2020-10-27,GM11,Brandenburg State,6599
4228,2020-10-27,GM12,Mecklenburg-Western Pomerania State,2200
4229,2020-10-27,GM13,Free State of Saxony,14001
4230,2020-10-27,GM14,Sachsen-Anhalt State,4166
4231,2020-10-27,GM15,Free State of Thuringia,5936
4232,2020-10-27,GM16,Berlin State,27024
4233,2020-10-28,GM,Germany,464239
4234,2020-10-28,GM01,Baden-Württemberg State,72884
4235,2020-10-28,GM02,Free State of Bavaria,96420
4236,2020-10-28,GM03,Free Hanseatic City of Bremen,4689
4237,2020-10-28,GM04,Free Hanseatic City of Hamburg,12153
4238,2020-10-28,GM05,Hesse State,35688
4239,2020-10-28,GM06,Lower Saxony State,32244
4240,2020-10-28,GM07,North Rhine-Westphalia State,117278
4241,2020-10-28,GM08,Rhineland-Palatinate State,17789
4242,2020-10-28,GM09,Saarland State,5576
4243,2020-10-28,GM10,Schleswig-Holstein State,7218
4244,2020-10-28,GM11,Brandenburg State,6957
4245,2020-10-28,GM12,Mecklenburg-Western Pomerania State,2328
4246,2020-10-28,GM13,Free State of Saxony,14409
4247,2020-10-28,GM14,Sachsen-Anhalt State,4342
4248,2020-10-28,GM15,Free State of Thuringia,6200
4249,2020-10-28,GM16,Berlin State,28064
4250,2020-10-29,GM,Germany,481013
4251,2020-10-29,GM01,Baden-Württemberg State,75164
4252,2020-10-29,GM02,Free State of Bavaria,98998
4253,2020-10-29,GM03,Free Hanseatic City of Bremen,4891
4254,2020-10-29,GM04,Free Hanseatic City of Hamburg,12557
4255,2020-10-29,GM05,Hesse State,37385
4256,2020-10-29,GM06,Lower Saxony State,32980
4257,2020-10-29,GM07,North Rhine-Westphalia State,122051
4258,2020-10-29,GM08,Rhineland-Palatinate State,18420
4259,2020-10-29,GM09,Saarland State,5806
4260,2020-10-29,GM10,Schleswig-Holstein State,7499
4261,2020-10-29,GM11,Brandenburg State,7208
4262,2020-10-29,GM12,Mecklenburg-Western Pomerania State,2484
4263,2020-10-29,GM13,Free State of Saxony,15380
4264,2020-10-29,GM14,Sachsen-Anhalt State,4582
4265,2020-10-29,GM15,Free State of Thuringia,6383
4266,2020-10-29,GM16,Berlin State,29225
4267,2020-10-30,GM,Germany,499694
4268,2020-10-30,GM01,Baden-Württemberg State,77477
4269,2020-10-30,GM02,Free State of Bavaria,102074
4270,2020-10-30,GM03,Free Hanseatic City of Bremen,5100
4271,2020-10-30,GM04,Free Hanseatic City of Hamburg,12947
4272,2020-10-30,GM05,Hesse State,39093
4273,2020-10-30,GM06,Lower Saxony State,34228
4274,2020-10-30,GM07,North Rhine-Westphalia State,127447
4275,2020-10-30,GM08,Rhineland-Palatinate State,19108
4276,2020-10-30,GM09,Saarland State,6142
4277,2020-10-30,GM10,Schleswig-Holstein State,7716
4278,2020-10-30,GM11,Brandenburg State,7468
4279,2020-10-30,GM12,Mecklenburg-Western Pomerania State,2616
4280,2020-10-30,GM13,Free State of Saxony,16493
4281,2020-10-30,GM14,Sachsen-Anhalt State,4804
4282,2020-10-30,GM15,Free State of Thuringia,6625
4283,2020-10-30,GM16,Berlin State,30356
4284,2020-10-31,GM,Germany,518753
4285,2020-10-31,GM01,Baden-Württemberg State,80233
4286,2020-10-31,GM02,Free State of Bavaria,104764
4287,2020-10-31,GM03,Free Hanseatic City of Bremen,5331
4288,2020-10-31,GM04,Free Hanseatic City of Hamburg,13357
4289,2020-10-31,GM05,Hesse State,40998
4290,2020-10-31,GM06,Lower Saxony State,35942
4291,2020-10-31,GM07,North Rhine-Westphalia State,132479
4292,2020-10-31,GM08,Rhineland-Palatinate State,20103
4293,2020-10-31,GM09,Saarland State,6249
4294,2020-10-31,GM10,Schleswig-Holstein State,8028
