"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.01,85032.8430346013,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.025,88206.0856960527,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.05,91029.8063516824,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.1,94397.7465291648,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.15,96740.1984684745,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.2,98643.2922334475,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.25,100305.786265314,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.3,101822.622729925,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.35,103248.665959353,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.4,104620.30440822,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.45,105964.721557604,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.5,107304.69,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.55,108661.602906556,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.6,110057.952527726,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.65,111520.051024476,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.7,113081.908394136,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.75,114791.946952494,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.8,116726.603860165,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.85,119022.874443951,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.9,121976.391591495,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.95,126489.300125632,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.975,130538.572312039,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","quantile",0.99,135409.990835079,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.01,58330.2446757456,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.025,61625.6585590851,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.05,64608.4283764152,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.1,68226.9864078312,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.15,70782.224877043,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.2,72881.1280859125,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.25,74731.3329015708,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.3,76432.8700296519,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.35,78044.1620487893,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.4,79604.518082786,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.45,81143.8669598122,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.5,82687.87,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.55,84261.2522832216,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.6,85890.6505536075,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.65,87607.8833527942,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.7,89454.7573901699,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.75,91491.5281136809,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.8,93814.1879071506,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.85,96596.0572306686,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.9,100213.774711763,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.95,105826.499993193,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.975,110948.65361287,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","quantile",0.99,117216.786645504,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.01,41965.1834575926,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.025,45155.725710062,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.05,48093.1213026476,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.1,51717.67353166,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.15,54316.2369963838,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.2,56474.29829942,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.25,58393.9292933822,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.3,60173.3631300977,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.35,61870.6422875578,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.4,63525.4404953754,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.45,65168.5906683104,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.5,66827.18,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.55,68527.9816696116,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.6,70300.527661473,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.65,72180.792402255,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.7,74216.758951913,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.75,76478.3606925131,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.8,79077.9544187494,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.85,82219.8339522253,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.9,86350.9837506231,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.95,92858.8510329549,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.975,98899.3514449768,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","quantile",0.99,106418.502644349,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.01,30446.3575922824,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.025,33366.8315792218,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.05,36101.699055197,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.1,39534.1733041602,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.15,42032.5781916904,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.2,44130.3620676325,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.25,46013.3190277613,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.3,47772.6456060096,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.35,49462.916124651,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.4,51122.0832006878,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.45,52780.2991801156,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.5,54464.73,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.55,56202.917756299,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.6,58025.9376819172,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.65,59972.339813069,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.7,62094.2544911043,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.75,64468.438196844,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.8,67219.1814204174,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.85,70573.9914512152,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.9,75033.9912548706,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.95,82168.0666452142,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.975,88902.8617215227,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","quantile",0.99,97430.5975675997,"2021-04-12"
"1 wk ahead inc case","2021-04-17","PL","point",NA,107304.69,"2021-04-12"
"2 wk ahead inc case","2021-04-24","PL","point",NA,82687.87,"2021-04-12"
"3 wk ahead inc case","2021-05-01","PL","point",NA,66827.18,"2021-04-12"
"4 wk ahead inc case","2021-05-08","PL","point",NA,54464.73,"2021-04-12"
