"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.01,151437.967495394,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.025,157771.578891193,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.05,163451.648132123,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.1,170280.229856877,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.15,175063.820393136,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.2,178970.695776951,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.25,182398.604314064,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.3,185538.293229023,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.35,188500.544143934,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.4,191359.33900658,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.45,194170.456400143,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.5,196981.16,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.55,199836.414337235,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.6,202784.080125425,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.65,205880.748941621,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.7,209200.192529044,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.75,212848.119819971,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.8,216992.209939839,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.85,221934.180342099,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.9,228327.595044717,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.95,238176.166102899,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.975,247093.996769412,"2021-04-05"
"1 wk ahead inc case","2021-04-10","PL","quantile",0.99,257922.89763876,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.01,130976.808950228,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.025,138696.546716608,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.05,145781.954255118,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.1,154503.574313806,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.15,160745.874490139,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.2,165925.256965154,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.25,170529.805353138,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.3,174796.549568896,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.35,178865.437475722,"2021-04-05"
"2 wk ahead inc case","2021-04-17","PL","quantile",0.4,182832.076580568,"2021-04-05"
