"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.01,92565.5767329038,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.025,97795.1431161866,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.05,102528.567601846,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.1,108270.938699061,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.15,112325.904076071,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.2,115656.700768518,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.25,118592.832389214,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.3,121293.039913952,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.35,123850.035446299,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.4,126326.199518617,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.45,128769.026861227,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.5,131219.24,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.55,133716.075720086,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.6,136301.804469627,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.65,139026.919807734,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.7,141957.765741486,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.75,145189.962995973,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.8,148875.84404331,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.85,153290.455018431,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.9,159031.492227442,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.95,167938.452169185,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.975,176066.912911216,"2021-04-12"
"1 wk ahead inc case","2021-04-17","GM","quantile",0.99,186013.954149081,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.01,74762.945407589,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.025,80447.0462880966,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.05,85680.1545038847,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.1,92137.4645427753,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.15,96766.9274080486,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.2,100611.61498217,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.25,104031.527761756,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.3,107201.672720737,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.35,110225.455259871,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.4,113173.555991914,"2021-04-12"
"2 wk ahead inc case","2021-04-24","GM","quantile",0.45,116100.905202713,"2021-04-12"
