"location","type","quantile","target_end_date","target","value","forecast_date"
"PL","quantile",0.01,"2021-07-10","1 wk ahead inc case",404,"2021-07-05"
"PL","quantile",0.025,"2021-07-10","1 wk ahead inc case",416,"2021-07-05"
"PL","quantile",0.05,"2021-07-10","1 wk ahead inc case",426,"2021-07-05"
"PL","quantile",0.1,"2021-07-10","1 wk ahead inc case",445,"2021-07-05"
"PL","quantile",0.15,"2021-07-10","1 wk ahead inc case",458,"2021-07-05"
"PL","quantile",0.2,"2021-07-10","1 wk ahead inc case",469,"2021-07-05"
"PL","quantile",0.25,"2021-07-10","1 wk ahead inc case",479,"2021-07-05"
"PL","quantile",0.3,"2021-07-10","1 wk ahead inc case",486,"2021-07-05"
"PL","quantile",0.35,"2021-07-10","1 wk ahead inc case",494,"2021-07-05"
"PL","quantile",0.4,"2021-07-10","1 wk ahead inc case",502,"2021-07-05"
"PL","quantile",0.45,"2021-07-10","1 wk ahead inc case",508,"2021-07-05"
"PL","quantile",0.5,"2021-07-10","1 wk ahead inc case",515,"2021-07-05"
"PL","quantile",0.55,"2021-07-10","1 wk ahead inc case",525,"2021-07-05"
"PL","quantile",0.6,"2021-07-10","1 wk ahead inc case",532,"2021-07-05"
"PL","quantile",0.65,"2021-07-10","1 wk ahead inc case",538,"2021-07-05"
"PL","quantile",0.7,"2021-07-10","1 wk ahead inc case",546,"2021-07-05"
"PL","quantile",0.75,"2021-07-10","1 wk ahead inc case",556,"2021-07-05"
"PL","quantile",0.8,"2021-07-10","1 wk ahead inc case",565,"2021-07-05"
"PL","quantile",0.85,"2021-07-10","1 wk ahead inc case",579,"2021-07-05"
"PL","quantile",0.9,"2021-07-10","1 wk ahead inc case",595,"2021-07-05"
"PL","quantile",0.95,"2021-07-10","1 wk ahead inc case",619,"2021-07-05"
"PL","quantile",0.975,"2021-07-10","1 wk ahead inc case",639,"2021-07-05"
"PL","quantile",0.99,"2021-07-10","1 wk ahead inc case",664,"2021-07-05"
"PL","quantile",0.01,"2021-07-17","2 wk ahead inc case",276,"2021-07-05"
"PL","quantile",0.025,"2021-07-17","2 wk ahead inc case",300,"2021-07-05"
"PL","quantile",0.05,"2021-07-17","2 wk ahead inc case",316,"2021-07-05"
"PL","quantile",0.1,"2021-07-17","2 wk ahead inc case",342,"2021-07-05"
"PL","quantile",0.15,"2021-07-17","2 wk ahead inc case",365,"2021-07-05"
"PL","quantile",0.2,"2021-07-17","2 wk ahead inc case",382,"2021-07-05"
