"location","type","quantile","target_end_date","forecast_date","target","value"
"GM","quantile",0.01,"2021-05-08","2021-05-03","1 wk ahead inc death",1263.22590382746
"GM","quantile",0.025,"2021-05-08","2021-05-03","1 wk ahead inc death",1316.57269136299
"GM","quantile",0.05,"2021-05-08","2021-05-03","1 wk ahead inc death",1370.54468815409
"GM","quantile",0.1,"2021-05-08","2021-05-03","1 wk ahead inc death",1441.60658352927
"GM","quantile",0.15,"2021-05-08","2021-05-03","1 wk ahead inc death",1484.98538407281
"GM","quantile",0.2,"2021-05-08","2021-05-03","1 wk ahead inc death",1520.75289941639
"GM","quantile",0.25,"2021-05-08","2021-05-03","1 wk ahead inc death",1547.06705349546
"GM","quantile",0.3,"2021-05-08","2021-05-03","1 wk ahead inc death",1571.33627544831
"GM","quantile",0.35,"2021-05-08","2021-05-03","1 wk ahead inc death",1594.3485433737
"GM","quantile",0.4,"2021-05-08","2021-05-03","1 wk ahead inc death",1615.66227849736
"GM","quantile",0.45,"2021-05-08","2021-05-03","1 wk ahead inc death",1636.35513399263
"GM","quantile",0.5,"2021-05-08","2021-05-03","1 wk ahead inc death",1654.9
"GM","quantile",0.55,"2021-05-08","2021-05-03","1 wk ahead inc death",1674.1089110085
"GM","quantile",0.6,"2021-05-08","2021-05-03","1 wk ahead inc death",1697.40564655991
"GM","quantile",0.65,"2021-05-08","2021-05-03","1 wk ahead inc death",1716.48425775759
"GM","quantile",0.7,"2021-05-08","2021-05-03","1 wk ahead inc death",1737.27869781135
"GM","quantile",0.75,"2021-05-08","2021-05-03","1 wk ahead inc death",1762.94271174961
"GM","quantile",0.8,"2021-05-08","2021-05-03","1 wk ahead inc death",1794.16166216202
"GM","quantile",0.85,"2021-05-08","2021-05-03","1 wk ahead inc death",1826.51060183604
"GM","quantile",0.9,"2021-05-08","2021-05-03","1 wk ahead inc death",1869.63464622253
"GM","quantile",0.95,"2021-05-08","2021-05-03","1 wk ahead inc death",1931.24243466737
"GM","quantile",0.975,"2021-05-08","2021-05-03","1 wk ahead inc death",1986.85780441413
"GM","quantile",0.99,"2021-05-08","2021-05-03","1 wk ahead inc death",2067.37581118826
"GM","quantile",0.01,"2021-05-15","2021-05-03","2 wk ahead inc death",1022.06208112215
"GM","quantile",0.025,"2021-05-15","2021-05-03","2 wk ahead inc death",1110.96220982194
"GM","quantile",0.05,"2021-05-15","2021-05-03","2 wk ahead inc death",1179.62912884258
"GM","quantile",0.1,"2021-05-15","2021-05-03","2 wk ahead inc death",1279.9678494733
"GM","quantile",0.15,"2021-05-15","2021-05-03","2 wk ahead inc death",1341.77808876039
"GM","quantile",0.2,"2021-05-15","2021-05-03","2 wk ahead inc death",1393.24743135635
"GM","quantile",0.25,"2021-05-15","2021-05-03","2 wk ahead inc death",1430.57021490391
"GM","quantile",0.3,"2021-05-15","2021-05-03","2 wk ahead inc death",1465.24356457148
"GM","quantile",0.35,"2021-05-15","2021-05-03","2 wk ahead inc death",1493.91843595087
"GM","quantile",0.4,"2021-05-15","2021-05-03","2 wk ahead inc death",1525.23329841527
"GM","quantile",0.45,"2021-05-15","2021-05-03","2 wk ahead inc death",1549.7725127528
"GM","quantile",0.5,"2021-05-15","2021-05-03","2 wk ahead inc death",1577.04
"GM","quantile",0.55,"2021-05-15","2021-05-03","2 wk ahead inc death",1605.64647900545
"GM","quantile",0.6,"2021-05-15","2021-05-03","2 wk ahead inc death",1633.42476028914
"GM","quantile",0.65,"2021-05-15","2021-05-03","2 wk ahead inc death",1661.68325677476
"GM","quantile",0.7,"2021-05-15","2021-05-03","2 wk ahead inc death",1692.17695067983
"GM","quantile",0.75,"2021-05-15","2021-05-03","2 wk ahead inc death",1727.95312636982
"GM","quantile",0.8,"2021-05-15","2021-05-03","2 wk ahead inc death",1769.06384096224
"GM","quantile",0.85,"2021-05-15","2021-05-03","2 wk ahead inc death",1813.80399745335
"GM","quantile",0.9,"2021-05-15","2021-05-03","2 wk ahead inc death",1875.14048869398
"GM","quantile",0.95,"2021-05-15","2021-05-03","2 wk ahead inc death",1961.5396165463
"GM","quantile",0.975,"2021-05-15","2021-05-03","2 wk ahead inc death",2046.2821554287
