"location","type","quantile","target_end_date","target","value","forecast_date"
"GM","quantile",0.01,"2021-06-12","1 wk ahead inc death",368.756287689048,"2021-06-07"
"GM","quantile",0.025,"2021-06-12","1 wk ahead inc death",394.37501940915,"2021-06-07"
"GM","quantile",0.05,"2021-06-12","1 wk ahead inc death",418.538023258927,"2021-06-07"
"GM","quantile",0.1,"2021-06-12","1 wk ahead inc death",450.067182585562,"2021-06-07"
"GM","quantile",0.15,"2021-06-12","1 wk ahead inc death",472.646851864538,"2021-06-07"
"GM","quantile",0.2,"2021-06-12","1 wk ahead inc death",490.926600772875,"2021-06-07"
"GM","quantile",0.25,"2021-06-12","1 wk ahead inc death",507.649584123181,"2021-06-07"
"GM","quantile",0.3,"2021-06-12","1 wk ahead inc death",523.600317221788,"2021-06-07"
"GM","quantile",0.35,"2021-06-12","1 wk ahead inc death",538.334466291104,"2021-06-07"
"GM","quantile",0.4,"2021-06-12","1 wk ahead inc death",552.60386518723,"2021-06-07"
"GM","quantile",0.45,"2021-06-12","1 wk ahead inc death",566.078208718628,"2021-06-07"
"GM","quantile",0.5,"2021-06-12","1 wk ahead inc death",581.625,"2021-06-07"
"GM","quantile",0.55,"2021-06-12","1 wk ahead inc death",597.163726529782,"2021-06-07"
"GM","quantile",0.6,"2021-06-12","1 wk ahead inc death",613.635354167068,"2021-06-07"
"GM","quantile",0.65,"2021-06-12","1 wk ahead inc death",629.584937002981,"2021-06-07"
"GM","quantile",0.7,"2021-06-12","1 wk ahead inc death",647.707515624426,"2021-06-07"
"GM","quantile",0.75,"2021-06-12","1 wk ahead inc death",668.04107692907,"2021-06-07"
"GM","quantile",0.8,"2021-06-12","1 wk ahead inc death",691.982566833593,"2021-06-07"
"GM","quantile",0.85,"2021-06-12","1 wk ahead inc death",722.055937799934,"2021-06-07"
"GM","quantile",0.9,"2021-06-12","1 wk ahead inc death",760.654822504776,"2021-06-07"
"GM","quantile",0.95,"2021-06-12","1 wk ahead inc death",823.132958042405,"2021-06-07"
"GM","quantile",0.975,"2021-06-12","1 wk ahead inc death",880.428282673902,"2021-06-07"
"GM","quantile",0.99,"2021-06-12","1 wk ahead inc death",956.567811371318,"2021-06-07"
"GM","quantile",0.01,"2021-06-19","2 wk ahead inc death",228.709337642908,"2021-06-07"
"GM","quantile",0.025,"2021-06-19","2 wk ahead inc death",252.938061176575,"2021-06-07"
"GM","quantile",0.05,"2021-06-19","2 wk ahead inc death",276.045775493396,"2021-06-07"
"GM","quantile",0.1,"2021-06-19","2 wk ahead inc death",303.516651091113,"2021-06-07"
"GM","quantile",0.15,"2021-06-19","2 wk ahead inc death",323.672185475688,"2021-06-07"
"GM","quantile",0.2,"2021-06-19","2 wk ahead inc death",340.707991789786,"2021-06-07"
"GM","quantile",0.25,"2021-06-19","2 wk ahead inc death",355.385258716402,"2021-06-07"
"GM","quantile",0.3,"2021-06-19","2 wk ahead inc death",370.073497520094,"2021-06-07"
"GM","quantile",0.35,"2021-06-19","2 wk ahead inc death",384.433179943961,"2021-06-07"
"GM","quantile",0.4,"2021-06-19","2 wk ahead inc death",398.531400774667,"2021-06-07"
"GM","quantile",0.45,"2021-06-19","2 wk ahead inc death",412.393703229265,"2021-06-07"
"GM","quantile",0.5,"2021-06-19","2 wk ahead inc death",427.366666666667,"2021-06-07"
"GM","quantile",0.55,"2021-06-19","2 wk ahead inc death",442.139585540505,"2021-06-07"
"GM","quantile",0.6,"2021-06-19","2 wk ahead inc death",458.099652405547,"2021-06-07"
"GM","quantile",0.65,"2021-06-19","2 wk ahead inc death",475.02748043109,"2021-06-07"
"GM","quantile",0.7,"2021-06-19","2 wk ahead inc death",493.359964624913,"2021-06-07"
"GM","quantile",0.75,"2021-06-19","2 wk ahead inc death",514.025346769589,"2021-06-07"
"GM","quantile",0.8,"2021-06-19","2 wk ahead inc death",538.788226666638,"2021-06-07"
"GM","quantile",0.85,"2021-06-19","2 wk ahead inc death",568.186963894596,"2021-06-07"
"GM","quantile",0.9,"2021-06-19","2 wk ahead inc death",608.668704120164,"2021-06-07"
"GM","quantile",0.95,"2021-06-19","2 wk ahead inc death",674.77631195543,"2021-06-07"
"GM","quantile",0.975,"2021-06-19","2 wk ahead inc death",740.012968028535,"2021-06-07"
"GM","quantile",0.99,"2021-06-19","2 wk ahead inc death",823.544512916544,"2021-06-07"
"GM","quantile",0.01,"2021-06-26","3 wk ahead inc death",148.373962268324,"2021-06-07"
"GM","quantile",0.025,"2021-06-26","3 wk ahead inc death",166.945710802331,"2021-06-07"
"GM","quantile",0.05,"2021-06-26","3 wk ahead inc death",186.382111140566,"2021-06-07"
"GM","quantile",0.1,"2021-06-26","3 wk ahead inc death",210.859878771069,"2021-06-07"
"GM","quantile",0.15,"2021-06-26","3 wk ahead inc death",228.814173173703,"2021-06-07"
"GM","quantile",0.2,"2021-06-26","3 wk ahead inc death",243.87246742115,"2021-06-07"
"GM","quantile",0.25,"2021-06-26","3 wk ahead inc death",258.468656219681,"2021-06-07"
