"location","type","quantile","target_end_date","forecast_date","target","value"
"PL","point",NA,"2021-05-08","2021-05-03","1 wk ahead inc case",37324
"PL","quantile",0.01,"2021-05-08","2021-05-03","1 wk ahead inc case",19810.42
"PL","quantile",0.025,"2021-05-08","2021-05-03","1 wk ahead inc case",21832.3875
"PL","quantile",0.05,"2021-05-08","2021-05-03","1 wk ahead inc case",23836
"PL","quantile",0.1,"2021-05-08","2021-05-03","1 wk ahead inc case",25577.8
"PL","quantile",0.15,"2021-05-08","2021-05-03","1 wk ahead inc case",27384.825
"PL","quantile",0.2,"2021-05-08","2021-05-03","1 wk ahead inc case",29401.9
"PL","quantile",0.25,"2021-05-08","2021-05-03","1 wk ahead inc case",30936.875
"PL","quantile",0.3,"2021-05-08","2021-05-03","1 wk ahead inc case",32534.7
"PL","quantile",0.35,"2021-05-08","2021-05-03","1 wk ahead inc case",33627.425
"PL","quantile",0.4,"2021-05-08","2021-05-03","1 wk ahead inc case",34842.1
"PL","quantile",0.45,"2021-05-08","2021-05-03","1 wk ahead inc case",36089
"PL","quantile",0.5,"2021-05-08","2021-05-03","1 wk ahead inc case",37324
"PL","quantile",0.55,"2021-05-08","2021-05-03","1 wk ahead inc case",38532.975
"PL","quantile",0.6,"2021-05-08","2021-05-03","1 wk ahead inc case",40321.9
"PL","quantile",0.65,"2021-05-08","2021-05-03","1 wk ahead inc case",41657.2
"PL","quantile",0.7,"2021-05-08","2021-05-03","1 wk ahead inc case",43310.25
"PL","quantile",0.75,"2021-05-08","2021-05-03","1 wk ahead inc case",45183.75
"PL","quantile",0.8,"2021-05-08","2021-05-03","1 wk ahead inc case",47237
"PL","quantile",0.85,"2021-05-08","2021-05-03","1 wk ahead inc case",49857.65
"PL","quantile",0.9,"2021-05-08","2021-05-03","1 wk ahead inc case",53474.8
"PL","quantile",0.95,"2021-05-08","2021-05-03","1 wk ahead inc case",59061.175
"PL","quantile",0.975,"2021-05-08","2021-05-03","1 wk ahead inc case",65218.3875
"PL","quantile",0.99,"2021-05-08","2021-05-03","1 wk ahead inc case",72623.745
"PL","point",NA,"2021-05-15","2021-05-03","2 wk ahead inc case",30716
"PL","quantile",0.01,"2021-05-15","2021-05-03","2 wk ahead inc case",12693.83
"PL","quantile",0.025,"2021-05-15","2021-05-03","2 wk ahead inc case",14278.525
"PL","quantile",0.05,"2021-05-15","2021-05-03","2 wk ahead inc case",15844.15
"PL","quantile",0.1,"2021-05-15","2021-05-03","2 wk ahead inc case",18218.7
"PL","quantile",0.15,"2021-05-15","2021-05-03","2 wk ahead inc case",20018.125
"PL","quantile",0.2,"2021-05-15","2021-05-03","2 wk ahead inc case",21750.9
"PL","quantile",0.25,"2021-05-15","2021-05-03","2 wk ahead inc case",23144
"PL","quantile",0.3,"2021-05-15","2021-05-03","2 wk ahead inc case",24925.5
"PL","quantile",0.35,"2021-05-15","2021-05-03","2 wk ahead inc case",26282.65
