"location","type","quantile","target_end_date","forecast_date","target","value"
"PL","quantile",0.4,"2021-05-15","2021-05-03","2 wk ahead inc case",27756.3
"PL","quantile",0.45,"2021-05-15","2021-05-03","2 wk ahead inc case",29149.45
"PL","quantile",0.5,"2021-05-15","2021-05-03","2 wk ahead inc case",30716
"PL","quantile",0.55,"2021-05-15","2021-05-03","2 wk ahead inc case",32123.45
"PL","quantile",0.6,"2021-05-15","2021-05-03","2 wk ahead inc case",34101.5
"PL","quantile",0.65,"2021-05-15","2021-05-03","2 wk ahead inc case",36064.925
"PL","quantile",0.7,"2021-05-15","2021-05-03","2 wk ahead inc case",37945.45
"PL","quantile",0.75,"2021-05-15","2021-05-03","2 wk ahead inc case",40140.25
"PL","quantile",0.8,"2021-05-15","2021-05-03","2 wk ahead inc case",42867.6
"PL","quantile",0.85,"2021-05-15","2021-05-03","2 wk ahead inc case",46741.65
"PL","quantile",0.9,"2021-05-15","2021-05-03","2 wk ahead inc case",51756.2500000001
"PL","quantile",0.95,"2021-05-15","2021-05-03","2 wk ahead inc case",60255
"PL","quantile",0.975,"2021-05-15","2021-05-03","2 wk ahead inc case",66950.3
"PL","quantile",0.99,"2021-05-15","2021-05-03","2 wk ahead inc case",83318.815
"PL","point",NA,"2021-05-22","2021-05-03","3 wk ahead inc case",28685.25
"PL","quantile",0.01,"2021-05-22","2021-05-03","3 wk ahead inc case",9793.86
"PL","quantile",0.025,"2021-05-22","2021-05-03","3 wk ahead inc case",11163.8875
"PL","quantile",0.05,"2021-05-22","2021-05-03","3 wk ahead inc case",12895.65
"PL","quantile",0.1,"2021-05-22","2021-05-03","3 wk ahead inc case",15022.9
"PL","quantile",0.15,"2021-05-22","2021-05-03","3 wk ahead inc case",17030.25
"PL","quantile",0.2,"2021-05-22","2021-05-03","3 wk ahead inc case",18525.9
"PL","quantile",0.25,"2021-05-22","2021-05-03","3 wk ahead inc case",20351.25
"PL","quantile",0.3,"2021-05-22","2021-05-03","3 wk ahead inc case",21921.35
"PL","quantile",0.35,"2021-05-22","2021-05-03","3 wk ahead inc case",23526.8
"PL","quantile",0.4,"2021-05-22","2021-05-03","3 wk ahead inc case",25117.9
"PL","quantile",0.45,"2021-05-22","2021-05-03","3 wk ahead inc case",26835.65
"PL","quantile",0.5,"2021-05-22","2021-05-03","3 wk ahead inc case",28685.25
"PL","quantile",0.55,"2021-05-22","2021-05-03","3 wk ahead inc case",30490.025
"PL","quantile",0.6,"2021-05-22","2021-05-03","3 wk ahead inc case",32362.9
"PL","quantile",0.65,"2021-05-22","2021-05-03","3 wk ahead inc case",34968.25
"PL","quantile",0.7,"2021-05-22","2021-05-03","3 wk ahead inc case",37496.15
"PL","quantile",0.75,"2021-05-22","2021-05-03","3 wk ahead inc case",40631
"PL","quantile",0.8,"2021-05-22","2021-05-03","3 wk ahead inc case",44143.3
"PL","quantile",0.85,"2021-05-22","2021-05-03","3 wk ahead inc case",48837.15
"PL","quantile",0.9,"2021-05-22","2021-05-03","3 wk ahead inc case",55494.1000000001
"PL","quantile",0.95,"2021-05-22","2021-05-03","3 wk ahead inc case",67350.9
"PL","quantile",0.975,"2021-05-22","2021-05-03","3 wk ahead inc case",78841.8875
"PL","quantile",0.99,"2021-05-22","2021-05-03","3 wk ahead inc case",100159.815
"PL","point",NA,"2021-05-29","2021-05-03","4 wk ahead inc case",26906.75
"PL","quantile",0.01,"2021-05-29","2021-05-03","4 wk ahead inc case",7838.265
"PL","quantile",0.025,"2021-05-29","2021-05-03","4 wk ahead inc case",9042.5125
"PL","quantile",0.05,"2021-05-29","2021-05-03","4 wk ahead inc case",10575.5
"PL","quantile",0.1,"2021-05-29","2021-05-03","4 wk ahead inc case",12761.4
"PL","quantile",0.15,"2021-05-29","2021-05-03","4 wk ahead inc case",14454.275
"PL","quantile",0.2,"2021-05-29","2021-05-03","4 wk ahead inc case",16145.2
"PL","quantile",0.25,"2021-05-29","2021-05-03","4 wk ahead inc case",17898
"PL","quantile",0.3,"2021-05-29","2021-05-03","4 wk ahead inc case",19647.25
"PL","quantile",0.35,"2021-05-29","2021-05-03","4 wk ahead inc case",21333.725
"PL","quantile",0.4,"2021-05-29","2021-05-03","4 wk ahead inc case",23318.1
"PL","quantile",0.45,"2021-05-29","2021-05-03","4 wk ahead inc case",25067.1
"PL","quantile",0.5,"2021-05-29","2021-05-03","4 wk ahead inc case",26906.75
"PL","quantile",0.55,"2021-05-29","2021-05-03","4 wk ahead inc case",29414.95
"PL","quantile",0.6,"2021-05-29","2021-05-03","4 wk ahead inc case",32245.6
"PL","quantile",0.65,"2021-05-29","2021-05-03","4 wk ahead inc case",35010.825
"PL","quantile",0.7,"2021-05-29","2021-05-03","4 wk ahead inc case",38488.55
"PL","quantile",0.75,"2021-05-29","2021-05-03","4 wk ahead inc case",42581.25
"PL","quantile",0.8,"2021-05-29","2021-05-03","4 wk ahead inc case",47657.3
"PL","quantile",0.85,"2021-05-29","2021-05-03","4 wk ahead inc case",54734.3000000001
"PL","quantile",0.9,"2021-05-29","2021-05-03","4 wk ahead inc case",63963.55
"PL","quantile",0.95,"2021-05-29","2021-05-03","4 wk ahead inc case",81449.35
"PL","quantile",0.975,"2021-05-29","2021-05-03","4 wk ahead inc case",98222.925
"PL","quantile",0.99,"2021-05-29","2021-05-03","4 wk ahead inc case",128774.525
