"location","type","quantile","target_end_date","target","value","forecast_date"
"PL","quantile",0.01,"2021-06-12","1 wk ahead inc death",165.374716068395,"2021-06-07"
"PL","quantile",0.025,"2021-06-12","1 wk ahead inc death",181.925625686831,"2021-06-07"
"PL","quantile",0.05,"2021-06-12","1 wk ahead inc death",198.126898580544,"2021-06-07"
"PL","quantile",0.1,"2021-06-12","1 wk ahead inc death",218.896358361061,"2021-06-07"
"PL","quantile",0.15,"2021-06-12","1 wk ahead inc death",233.937393619405,"2021-06-07"
"PL","quantile",0.2,"2021-06-12","1 wk ahead inc death",247.003988185017,"2021-06-07"
"PL","quantile",0.25,"2021-06-12","1 wk ahead inc death",258.867245835006,"2021-06-07"
"PL","quantile",0.3,"2021-06-12","1 wk ahead inc death",270.917195981428,"2021-06-07"
"PL","quantile",0.35,"2021-06-12","1 wk ahead inc death",282.191746588264,"2021-06-07"
"PL","quantile",0.4,"2021-06-12","1 wk ahead inc death",293.613120204606,"2021-06-07"
"PL","quantile",0.45,"2021-06-12","1 wk ahead inc death",305.004291146548,"2021-06-07"
"PL","quantile",0.5,"2021-06-12","1 wk ahead inc death",317.526666666667,"2021-06-07"
"PL","quantile",0.55,"2021-06-12","1 wk ahead inc death",330.031958628121,"2021-06-07"
"PL","quantile",0.6,"2021-06-12","1 wk ahead inc death",343.750968983614,"2021-06-07"
"PL","quantile",0.65,"2021-06-12","1 wk ahead inc death",358.32626153929,"2021-06-07"
"PL","quantile",0.7,"2021-06-12","1 wk ahead inc death",375.867731020762,"2021-06-07"
"PL","quantile",0.75,"2021-06-12","1 wk ahead inc death",395.475049365446,"2021-06-07"
"PL","quantile",0.8,"2021-06-12","1 wk ahead inc death",419.047802198212,"2021-06-07"
"PL","quantile",0.85,"2021-06-12","1 wk ahead inc death",451.019781851403,"2021-06-07"
"PL","quantile",0.9,"2021-06-12","1 wk ahead inc death",492.320841164618,"2021-06-07"
"PL","quantile",0.95,"2021-06-12","1 wk ahead inc death",566.558430857775,"2021-06-07"
"PL","quantile",0.975,"2021-06-12","1 wk ahead inc death",643.939710336617,"2021-06-07"
"PL","quantile",0.99,"2021-06-12","1 wk ahead inc death",751.038824078617,"2021-06-07"
"PL","quantile",0.01,"2021-06-19","2 wk ahead inc death",86.7360196268468,"2021-06-07"
"PL","quantile",0.025,"2021-06-19","2 wk ahead inc death",97.5921902119191,"2021-06-07"
"PL","quantile",0.05,"2021-06-19","2 wk ahead inc death",108.480536630727,"2021-06-07"
"PL","quantile",0.1,"2021-06-19","2 wk ahead inc death",122.473506836752,"2021-06-07"
"PL","quantile",0.15,"2021-06-19","2 wk ahead inc death",133.089878306363,"2021-06-07"
"PL","quantile",0.2,"2021-06-19","2 wk ahead inc death",142.864236680967,"2021-06-07"
"PL","quantile",0.25,"2021-06-19","2 wk ahead inc death",151.48399215318,"2021-06-07"
"PL","quantile",0.3,"2021-06-19","2 wk ahead inc death",159.929141997481,"2021-06-07"
"PL","quantile",0.35,"2021-06-19","2 wk ahead inc death",168.372405466224,"2021-06-07"
"PL","quantile",0.4,"2021-06-19","2 wk ahead inc death",176.949623063214,"2021-06-07"
"PL","quantile",0.45,"2021-06-19","2 wk ahead inc death",185.785462317242,"2021-06-07"
"PL","quantile",0.5,"2021-06-19","2 wk ahead inc death",194.676666666667,"2021-06-07"
"PL","quantile",0.55,"2021-06-19","2 wk ahead inc death",204.106993114659,"2021-06-07"
"PL","quantile",0.6,"2021-06-19","2 wk ahead inc death",214.932015290016,"2021-06-07"
"PL","quantile",0.65,"2021-06-19","2 wk ahead inc death",226.739533666007,"2021-06-07"
"PL","quantile",0.7,"2021-06-19","2 wk ahead inc death",239.562576173823,"2021-06-07"
"PL","quantile",0.75,"2021-06-19","2 wk ahead inc death",254.634620314344,"2021-06-07"
"PL","quantile",0.8,"2021-06-19","2 wk ahead inc death",272.913452525219,"2021-06-07"
"PL","quantile",0.85,"2021-06-19","2 wk ahead inc death",296.276407781833,"2021-06-07"
"PL","quantile",0.9,"2021-06-19","2 wk ahead inc death",330.124042066834,"2021-06-07"
"PL","quantile",0.95,"2021-06-19","2 wk ahead inc death",388.68533567804,"2021-06-07"
"PL","quantile",0.975,"2021-06-19","2 wk ahead inc death",451.600333240567,"2021-06-07"
"PL","quantile",0.99,"2021-06-19","2 wk ahead inc death",536.371578007422,"2021-06-07"
"PL","quantile",0.01,"2021-06-26","3 wk ahead inc death",52.7228256052779,"2021-06-07"
"PL","quantile",0.025,"2021-06-26","3 wk ahead inc death",61.5097738604943,"2021-06-07"
"PL","quantile",0.05,"2021-06-26","3 wk ahead inc death",70.1632791409018,"2021-06-07"
"PL","quantile",0.1,"2021-06-26","3 wk ahead inc death",83.0065332683852,"2021-06-07"
"PL","quantile",0.15,"2021-06-26","3 wk ahead inc death",92.4514239051165,"2021-06-07"
"PL","quantile",0.2,"2021-06-26","3 wk ahead inc death",101.08780822347,"2021-06-07"
"PL","quantile",0.25,"2021-06-26","3 wk ahead inc death",109.041959185648,"2021-06-07"
"PL","quantile",0.3,"2021-06-26","3 wk ahead inc death",117.226339130375,"2021-06-07"
"PL","quantile",0.35,"2021-06-26","3 wk ahead inc death",125.023941313859,"2021-06-07"
"PL","quantile",0.4,"2021-06-26","3 wk ahead inc death",132.920449432903,"2021-06-07"
"PL","quantile",0.45,"2021-06-26","3 wk ahead inc death",141.361676953434,"2021-06-07"
"PL","quantile",0.5,"2021-06-26","3 wk ahead inc death",150.27,"2021-06-07"
"PL","quantile",0.55,"2021-06-26","3 wk ahead inc death",159.810148475236,"2021-06-07"
"PL","quantile",0.6,"2021-06-26","3 wk ahead inc death",169.859329582464,"2021-06-07"
"PL","quantile",0.65,"2021-06-26","3 wk ahead inc death",181.37141840527,"2021-06-07"
"PL","quantile",0.7,"2021-06-26","3 wk ahead inc death",194.430475827281,"2021-06-07"
"PL","quantile",0.75,"2021-06-26","3 wk ahead inc death",210.020481169089,"2021-06-07"
"PL","quantile",0.8,"2021-06-26","3 wk ahead inc death",228.648322518512,"2021-06-07"
"PL","quantile",0.85,"2021-06-26","3 wk ahead inc death",253.240293735124,"2021-06-07"
"PL","quantile",0.9,"2021-06-26","3 wk ahead inc death",288.942619219007,"2021-06-07"
"PL","quantile",0.95,"2021-06-26","3 wk ahead inc death",352.734489975506,"2021-06-07"
"PL","quantile",0.975,"2021-06-26","3 wk ahead inc death",421.328974998591,"2021-06-07"
