"location","type","quantile","target_end_date","target","value","forecast_date"
"GM","quantile",0.01,"2021-07-31","1 wk ahead inc case",8348,"2021-07-26"
"GM","quantile",0.025,"2021-07-31","1 wk ahead inc case",9186,"2021-07-26"
"GM","quantile",0.05,"2021-07-31","1 wk ahead inc case",10014,"2021-07-26"
"GM","quantile",0.1,"2021-07-31","1 wk ahead inc case",10780,"2021-07-26"
"GM","quantile",0.15,"2021-07-31","1 wk ahead inc case",11467,"2021-07-26"
"GM","quantile",0.2,"2021-07-31","1 wk ahead inc case",11892,"2021-07-26"
"GM","quantile",0.25,"2021-07-31","1 wk ahead inc case",12249,"2021-07-26"
"GM","quantile",0.3,"2021-07-31","1 wk ahead inc case",12581,"2021-07-26"
"GM","quantile",0.35,"2021-07-31","1 wk ahead inc case",12898,"2021-07-26"
"GM","quantile",0.4,"2021-07-31","1 wk ahead inc case",13208,"2021-07-26"
"GM","quantile",0.45,"2021-07-31","1 wk ahead inc case",13599,"2021-07-26"
"GM","quantile",0.5,"2021-07-31","1 wk ahead inc case",14051,"2021-07-26"
"GM","quantile",0.55,"2021-07-31","1 wk ahead inc case",14518,"2021-07-26"
"GM","quantile",0.6,"2021-07-31","1 wk ahead inc case",15008,"2021-07-26"
"GM","quantile",0.65,"2021-07-31","1 wk ahead inc case",15532,"2021-07-26"
"GM","quantile",0.7,"2021-07-31","1 wk ahead inc case",16104,"2021-07-26"
"GM","quantile",0.75,"2021-07-31","1 wk ahead inc case",16745,"2021-07-26"
"GM","quantile",0.8,"2021-07-31","1 wk ahead inc case",17488,"2021-07-26"
"GM","quantile",0.85,"2021-07-31","1 wk ahead inc case",18397,"2021-07-26"
"GM","quantile",0.9,"2021-07-31","1 wk ahead inc case",19607,"2021-07-26"
"GM","quantile",0.95,"2021-07-31","1 wk ahead inc case",21550,"2021-07-26"
"GM","quantile",0.975,"2021-07-31","1 wk ahead inc case",23390,"2021-07-26"
"GM","quantile",0.99,"2021-07-31","1 wk ahead inc case",25727,"2021-07-26"
"GM","quantile",0.01,"2021-08-07","2 wk ahead inc case",9571,"2021-07-26"
"GM","quantile",0.025,"2021-08-07","2 wk ahead inc case",10519,"2021-07-26"
"GM","quantile",0.05,"2021-08-07","2 wk ahead inc case",11518,"2021-07-26"
"GM","quantile",0.1,"2021-08-07","2 wk ahead inc case",12999,"2021-07-26"
"GM","quantile",0.15,"2021-08-07","2 wk ahead inc case",14177,"2021-07-26"
"GM","quantile",0.2,"2021-08-07","2 wk ahead inc case",15306,"2021-07-26"
"GM","quantile",0.25,"2021-08-07","2 wk ahead inc case",16174,"2021-07-26"
"GM","quantile",0.3,"2021-08-07","2 wk ahead inc case",16849,"2021-07-26"
"GM","quantile",0.35,"2021-08-07","2 wk ahead inc case",17458,"2021-07-26"
"GM","quantile",0.4,"2021-08-07","2 wk ahead inc case",18083,"2021-07-26"
"GM","quantile",0.45,"2021-08-07","2 wk ahead inc case",18713,"2021-07-26"
"GM","quantile",0.5,"2021-08-07","2 wk ahead inc case",19358,"2021-07-26"
"GM","quantile",0.55,"2021-08-07","2 wk ahead inc case",20028,"2021-07-26"
"GM","quantile",0.6,"2021-08-07","2 wk ahead inc case",20863,"2021-07-26"
"GM","quantile",0.65,"2021-08-07","2 wk ahead inc case",21831,"2021-07-26"
"GM","quantile",0.7,"2021-08-07","2 wk ahead inc case",22900,"2021-07-26"
"GM","quantile",0.75,"2021-08-07","2 wk ahead inc case",24114,"2021-07-26"
"GM","quantile",0.8,"2021-08-07","2 wk ahead inc case",25541,"2021-07-26"
"GM","quantile",0.85,"2021-08-07","2 wk ahead inc case",27313,"2021-07-26"
"GM","quantile",0.9,"2021-08-07","2 wk ahead inc case",29719,"2021-07-26"
"GM","quantile",0.95,"2021-08-07","2 wk ahead inc case",33685,"2021-07-26"
"GM","quantile",0.975,"2021-08-07","2 wk ahead inc case",37554,"2021-07-26"
"GM","quantile",0.99,"2021-08-07","2 wk ahead inc case",42619,"2021-07-26"
"GM","quantile",0.01,"2021-08-14","3 wk ahead inc case",10686,"2021-07-26"
"GM","quantile",0.025,"2021-08-14","3 wk ahead inc case",11967,"2021-07-26"
"GM","quantile",0.05,"2021-08-14","3 wk ahead inc case",13515,"2021-07-26"
"GM","quantile",0.1,"2021-08-14","3 wk ahead inc case",15762,"2021-07-26"
"GM","quantile",0.15,"2021-08-14","3 wk ahead inc case",17490,"2021-07-26"
"GM","quantile",0.2,"2021-08-14","3 wk ahead inc case",19001,"2021-07-26"
