"location","type","quantile","target_end_date","target","value","forecast_date"
"PL","quantile",0.01,"2021-06-19","1 wk ahead inc death",207.858212073301,"2021-06-14"
"PL","quantile",0.025,"2021-06-19","1 wk ahead inc death",220.630156801748,"2021-06-14"
"PL","quantile",0.05,"2021-06-19","1 wk ahead inc death",232.19939091353,"2021-06-14"
"PL","quantile",0.1,"2021-06-19","1 wk ahead inc death",245.771597524823,"2021-06-14"
"PL","quantile",0.15,"2021-06-19","1 wk ahead inc death",256.845955465456,"2021-06-14"
"PL","quantile",0.2,"2021-06-19","1 wk ahead inc death",264.836584891214,"2021-06-14"
"PL","quantile",0.25,"2021-06-19","1 wk ahead inc death",271.893920311078,"2021-06-14"
"PL","quantile",0.3,"2021-06-19","1 wk ahead inc death",278.449758839582,"2021-06-14"
"PL","quantile",0.35,"2021-06-19","1 wk ahead inc death",284.746011050195,"2021-06-14"
"PL","quantile",0.4,"2021-06-19","1 wk ahead inc death",290.568136733569,"2021-06-14"
"PL","quantile",0.45,"2021-06-19","1 wk ahead inc death",296.674152804234,"2021-06-14"
"PL","quantile",0.5,"2021-06-19","1 wk ahead inc death",303.143333333333,"2021-06-14"
"PL","quantile",0.55,"2021-06-19","1 wk ahead inc death",309.386385050454,"2021-06-14"
"PL","quantile",0.6,"2021-06-19","1 wk ahead inc death",315.821017647484,"2021-06-14"
"PL","quantile",0.65,"2021-06-19","1 wk ahead inc death",322.549064170437,"2021-06-14"
"PL","quantile",0.7,"2021-06-19","1 wk ahead inc death",329.705406446465,"2021-06-14"
"PL","quantile",0.75,"2021-06-19","1 wk ahead inc death",337.818973474805,"2021-06-14"
"PL","quantile",0.8,"2021-06-19","1 wk ahead inc death",347.202854151644,"2021-06-14"
"PL","quantile",0.85,"2021-06-19","1 wk ahead inc death",357.807988788067,"2021-06-14"
"PL","quantile",0.9,"2021-06-19","1 wk ahead inc death",372.722882366985,"2021-06-14"
"PL","quantile",0.95,"2021-06-19","1 wk ahead inc death",395.279276243571,"2021-06-14"
"PL","quantile",0.975,"2021-06-19","1 wk ahead inc death",416.37944991115,"2021-06-14"
"PL","quantile",0.99,"2021-06-19","1 wk ahead inc death",444.14020267229,"2021-06-14"
"PL","quantile",0.01,"2021-06-26","2 wk ahead inc death",132.075115885802,"2021-06-14"
"PL","quantile",0.025,"2021-06-26","2 wk ahead inc death",144.773122317341,"2021-06-14"
"PL","quantile",0.05,"2021-06-26","2 wk ahead inc death",155.897578680013,"2021-06-14"
"PL","quantile",0.1,"2021-06-26","2 wk ahead inc death",170.610688944474,"2021-06-14"
"PL","quantile",0.15,"2021-06-26","2 wk ahead inc death",181.027202072539,"2021-06-14"
"PL","quantile",0.2,"2021-06-26","2 wk ahead inc death",189.701310584869,"2021-06-14"
"PL","quantile",0.25,"2021-06-26","2 wk ahead inc death",197.626522560244,"2021-06-14"
"PL","quantile",0.3,"2021-06-26","2 wk ahead inc death",205.462016499141,"2021-06-14"
"PL","quantile",0.35,"2021-06-26","2 wk ahead inc death",212.404397806934,"2021-06-14"
"PL","quantile",0.4,"2021-06-26","2 wk ahead inc death",219.258676521755,"2021-06-14"
"PL","quantile",0.45,"2021-06-26","2 wk ahead inc death",226.136446563605,"2021-06-14"
"PL","quantile",0.5,"2021-06-26","2 wk ahead inc death",233.473333333333,"2021-06-14"
"PL","quantile",0.55,"2021-06-26","2 wk ahead inc death",240.708170091123,"2021-06-14"
"PL","quantile",0.6,"2021-06-26","2 wk ahead inc death",248.628464137386,"2021-06-14"
"PL","quantile",0.65,"2021-06-26","2 wk ahead inc death",257.05262065383,"2021-06-14"
"PL","quantile",0.7,"2021-06-26","2 wk ahead inc death",265.854428553477,"2021-06-14"
"PL","quantile",0.75,"2021-06-26","2 wk ahead inc death",276.341078591186,"2021-06-14"
"PL","quantile",0.8,"2021-06-26","2 wk ahead inc death",288.012998589661,"2021-06-14"
"PL","quantile",0.85,"2021-06-26","2 wk ahead inc death",302.791319633257,"2021-06-14"
"PL","quantile",0.9,"2021-06-26","2 wk ahead inc death",322.050658438716,"2021-06-14"
"PL","quantile",0.95,"2021-06-26","2 wk ahead inc death",353.234473248933,"2021-06-14"
"PL","quantile",0.975,"2021-06-26","2 wk ahead inc death",383.904328696615,"2021-06-14"
"PL","quantile",0.99,"2021-06-26","2 wk ahead inc death",422.081083401503,"2021-06-14"
"PL","quantile",0.01,"2021-07-03","3 wk ahead inc death",85.6303355996522,"2021-06-14"
"PL","quantile",0.025,"2021-07-03","3 wk ahead inc death",95.5646731803893,"2021-06-14"
"PL","quantile",0.05,"2021-07-03","3 wk ahead inc death",105.564991020034,"2021-06-14"
"PL","quantile",0.1,"2021-07-03","3 wk ahead inc death",119.303568609351,"2021-06-14"
"PL","quantile",0.15,"2021-07-03","3 wk ahead inc death",129.156101561027,"2021-06-14"
"PL","quantile",0.2,"2021-07-03","3 wk ahead inc death",137.455601979963,"2021-06-14"
"PL","quantile",0.25,"2021-07-03","3 wk ahead inc death",145.461604505522,"2021-06-14"
"PL","quantile",0.3,"2021-07-03","3 wk ahead inc death",152.806250588379,"2021-06-14"
"PL","quantile",0.35,"2021-07-03","3 wk ahead inc death",160.34187659113,"2021-06-14"
"PL","quantile",0.4,"2021-07-03","3 wk ahead inc death",167.204432729083,"2021-06-14"
"PL","quantile",0.45,"2021-07-03","3 wk ahead inc death",174.842345313629,"2021-06-14"
"PL","quantile",0.5,"2021-07-03","3 wk ahead inc death",182.366666666667,"2021-06-14"
"PL","quantile",0.55,"2021-07-03","3 wk ahead inc death",190.230851781146,"2021-06-14"
"PL","quantile",0.6,"2021-07-03","3 wk ahead inc death",198.578040698885,"2021-06-14"
"PL","quantile",0.65,"2021-07-03","3 wk ahead inc death",207.710204969851,"2021-06-14"
"PL","quantile",0.7,"2021-07-03","3 wk ahead inc death",217.869456225259,"2021-06-14"
"PL","quantile",0.75,"2021-07-03","3 wk ahead inc death",229.463012620644,"2021-06-14"
"PL","quantile",0.8,"2021-07-03","3 wk ahead inc death",243.019612068723,"2021-06-14"
"PL","quantile",0.85,"2021-07-03","3 wk ahead inc death",260.076467153215,"2021-06-14"
"PL","quantile",0.9,"2021-07-03","3 wk ahead inc death",283.673582956269,"2021-06-14"
"PL","quantile",0.95,"2021-07-03","3 wk ahead inc death",323.189499384838,"2021-06-14"
"PL","quantile",0.975,"2021-07-03","3 wk ahead inc death",362.523880845326,"2021-06-14"
"PL","quantile",0.99,"2021-07-03","3 wk ahead inc death",415.297027388501,"2021-06-14"
"PL","quantile",0.01,"2021-07-10","4 wk ahead inc death",64.6838418549673,"2021-06-14"
"PL","quantile",0.025,"2021-07-10","4 wk ahead inc death",75.394768734378,"2021-06-14"
"PL","quantile",0.05,"2021-07-10","4 wk ahead inc death",86.1519442602218,"2021-06-14"
"PL","quantile",0.1,"2021-07-10","4 wk ahead inc death",100.327463239715,"2021-06-14"
"PL","quantile",0.15,"2021-07-10","4 wk ahead inc death",111.582253000893,"2021-06-14"
"PL","quantile",0.2,"2021-07-10","4 wk ahead inc death",121.300180675204,"2021-06-14"
"PL","quantile",0.25,"2021-07-10","4 wk ahead inc death",130.439035269854,"2021-06-14"
"PL","quantile",0.3,"2021-07-10","4 wk ahead inc death",139.322818570585,"2021-06-14"
"PL","quantile",0.35,"2021-07-10","4 wk ahead inc death",148.494653329529,"2021-06-14"
"PL","quantile",0.4,"2021-07-10","4 wk ahead inc death",157.4499040555,"2021-06-14"
"PL","quantile",0.45,"2021-07-10","4 wk ahead inc death",166.667572987836,"2021-06-14"
"PL","quantile",0.5,"2021-07-10","4 wk ahead inc death",176.296666666667,"2021-06-14"
"PL","quantile",0.55,"2021-07-10","4 wk ahead inc death",186.506612909209,"2021-06-14"
"PL","quantile",0.6,"2021-07-10","4 wk ahead inc death",197.507333827682,"2021-06-14"
"PL","quantile",0.65,"2021-07-10","4 wk ahead inc death",209.911941012805,"2021-06-14"
"PL","quantile",0.7,"2021-07-10","4 wk ahead inc death",223.786396322759,"2021-06-14"
"PL","quantile",0.75,"2021-07-10","4 wk ahead inc death",240.077037321321,"2021-06-14"
"PL","quantile",0.8,"2021-07-10","4 wk ahead inc death",259.478604781394,"2021-06-14"
"PL","quantile",0.85,"2021-07-10","4 wk ahead inc death",284.270002911617,"2021-06-14"
"PL","quantile",0.9,"2021-07-10","4 wk ahead inc death",318.930871924381,"2021-06-14"
"PL","quantile",0.95,"2021-07-10","4 wk ahead inc death",379.665276710612,"2021-06-14"
"PL","quantile",0.975,"2021-07-10","4 wk ahead inc death",443.907658702332,"2021-06-14"
"PL","quantile",0.99,"2021-07-10","4 wk ahead inc death",532.790445839016,"2021-06-14"
"PL","point",NA,"2021-06-19","1 wk ahead inc death",303.143333333333,"2021-06-14"
"PL","point",NA,"2021-06-26","2 wk ahead inc death",233.473333333333,"2021-06-14"
"PL","point",NA,"2021-07-03","3 wk ahead inc death",182.366666666667,"2021-06-14"
"PL","point",NA,"2021-07-10","4 wk ahead inc death",176.296666666667,"2021-06-14"
