"location","type","quantile","target_end_date","target","value","forecast_date"
"GM","quantile",0.01,"2021-07-24","1 wk ahead inc case",7062,"2021-07-19"
"GM","quantile",0.025,"2021-07-24","1 wk ahead inc case",7812,"2021-07-19"
"GM","quantile",0.05,"2021-07-24","1 wk ahead inc case",8524,"2021-07-19"
"GM","quantile",0.1,"2021-07-24","1 wk ahead inc case",9336,"2021-07-19"
"GM","quantile",0.15,"2021-07-24","1 wk ahead inc case",10286,"2021-07-19"
"GM","quantile",0.2,"2021-07-24","1 wk ahead inc case",10794,"2021-07-19"
"GM","quantile",0.25,"2021-07-24","1 wk ahead inc case",11321,"2021-07-19"
"GM","quantile",0.3,"2021-07-24","1 wk ahead inc case",11697,"2021-07-19"
"GM","quantile",0.35,"2021-07-24","1 wk ahead inc case",11991,"2021-07-19"
"GM","quantile",0.4,"2021-07-24","1 wk ahead inc case",12071,"2021-07-19"
"GM","quantile",0.45,"2021-07-24","1 wk ahead inc case",12148,"2021-07-19"
"GM","quantile",0.5,"2021-07-24","1 wk ahead inc case",12224,"2021-07-19"
"GM","quantile",0.55,"2021-07-24","1 wk ahead inc case",12494,"2021-07-19"
"GM","quantile",0.6,"2021-07-24","1 wk ahead inc case",13061,"2021-07-19"
"GM","quantile",0.65,"2021-07-24","1 wk ahead inc case",13675,"2021-07-19"
"GM","quantile",0.7,"2021-07-24","1 wk ahead inc case",14353,"2021-07-19"
"GM","quantile",0.75,"2021-07-24","1 wk ahead inc case",15123,"2021-07-19"
"GM","quantile",0.8,"2021-07-24","1 wk ahead inc case",16028,"2021-07-19"
"GM","quantile",0.85,"2021-07-24","1 wk ahead inc case",17153,"2021-07-19"
"GM","quantile",0.9,"2021-07-24","1 wk ahead inc case",18680,"2021-07-19"
"GM","quantile",0.95,"2021-07-24","1 wk ahead inc case",20608,"2021-07-19"
"GM","quantile",0.975,"2021-07-24","1 wk ahead inc case",21889,"2021-07-19"
"GM","quantile",0.99,"2021-07-24","1 wk ahead inc case",23529,"2021-07-19"
"GM","quantile",0.01,"2021-07-31","2 wk ahead inc case",10836,"2021-07-19"
"GM","quantile",0.025,"2021-07-31","2 wk ahead inc case",12354,"2021-07-19"
"GM","quantile",0.05,"2021-07-31","2 wk ahead inc case",13343,"2021-07-19"
"GM","quantile",0.1,"2021-07-31","2 wk ahead inc case",14735,"2021-07-19"
"GM","quantile",0.15,"2021-07-31","2 wk ahead inc case",15648,"2021-07-19"
"GM","quantile",0.2,"2021-07-31","2 wk ahead inc case",16537,"2021-07-19"
"GM","quantile",0.25,"2021-07-31","2 wk ahead inc case",17496,"2021-07-19"
"GM","quantile",0.3,"2021-07-31","2 wk ahead inc case",18309,"2021-07-19"
"GM","quantile",0.35,"2021-07-31","2 wk ahead inc case",19091,"2021-07-19"
"GM","quantile",0.4,"2021-07-31","2 wk ahead inc case",19694,"2021-07-19"
"GM","quantile",0.45,"2021-07-31","2 wk ahead inc case",19947,"2021-07-19"
"GM","quantile",0.5,"2021-07-31","2 wk ahead inc case",20200,"2021-07-19"
"GM","quantile",0.55,"2021-07-31","2 wk ahead inc case",20455,"2021-07-19"
"GM","quantile",0.6,"2021-07-31","2 wk ahead inc case",20868,"2021-07-19"
