"location","type","quantile","target_end_date","target","value","forecast_date"
"GM","quantile",0.01,"2021-08-28","1 wk ahead inc case",44170,"2021-08-23"
"GM","quantile",0.025,"2021-08-28","1 wk ahead inc case",46591,"2021-08-23"
"GM","quantile",0.05,"2021-08-28","1 wk ahead inc case",49397,"2021-08-23"
"GM","quantile",0.1,"2021-08-28","1 wk ahead inc case",52569,"2021-08-23"
"GM","quantile",0.15,"2021-08-28","1 wk ahead inc case",55089,"2021-08-23"
"GM","quantile",0.2,"2021-08-28","1 wk ahead inc case",57058,"2021-08-23"
"GM","quantile",0.25,"2021-08-28","1 wk ahead inc case",58898,"2021-08-23"
"GM","quantile",0.3,"2021-08-28","1 wk ahead inc case",60401,"2021-08-23"
"GM","quantile",0.35,"2021-08-28","1 wk ahead inc case",61792,"2021-08-23"
"GM","quantile",0.4,"2021-08-28","1 wk ahead inc case",63422,"2021-08-23"
"GM","quantile",0.45,"2021-08-28","1 wk ahead inc case",64745,"2021-08-23"
"GM","quantile",0.5,"2021-08-28","1 wk ahead inc case",66246,"2021-08-23"
"GM","quantile",0.55,"2021-08-28","1 wk ahead inc case",67759,"2021-08-23"
"GM","quantile",0.6,"2021-08-28","1 wk ahead inc case",69407,"2021-08-23"
"GM","quantile",0.65,"2021-08-28","1 wk ahead inc case",71064,"2021-08-23"
"GM","quantile",0.7,"2021-08-28","1 wk ahead inc case",72650,"2021-08-23"
"GM","quantile",0.75,"2021-08-28","1 wk ahead inc case",74573,"2021-08-23"
"GM","quantile",0.8,"2021-08-28","1 wk ahead inc case",76876,"2021-08-23"
"GM","quantile",0.85,"2021-08-28","1 wk ahead inc case",79361,"2021-08-23"
"GM","quantile",0.9,"2021-08-28","1 wk ahead inc case",82811,"2021-08-23"
"GM","quantile",0.95,"2021-08-28","1 wk ahead inc case",88412,"2021-08-23"
"GM","quantile",0.975,"2021-08-28","1 wk ahead inc case",93365,"2021-08-23"
"GM","quantile",0.99,"2021-08-28","1 wk ahead inc case",99685,"2021-08-23"
"GM","quantile",0.01,"2021-09-04","2 wk ahead inc case",50838,"2021-08-23"
"GM","quantile",0.025,"2021-09-04","2 wk ahead inc case",55590,"2021-08-23"
"GM","quantile",0.05,"2021-09-04","2 wk ahead inc case",60088,"2021-08-23"
"GM","quantile",0.1,"2021-09-04","2 wk ahead inc case",66285,"2021-08-23"
"GM","quantile",0.15,"2021-09-04","2 wk ahead inc case",70043,"2021-08-23"
"GM","quantile",0.2,"2021-09-04","2 wk ahead inc case",73600,"2021-08-23"
"GM","quantile",0.25,"2021-09-04","2 wk ahead inc case",76733,"2021-08-23"
"GM","quantile",0.3,"2021-09-04","2 wk ahead inc case",79869,"2021-08-23"
"GM","quantile",0.35,"2021-09-04","2 wk ahead inc case",82594,"2021-08-23"
"GM","quantile",0.4,"2021-09-04","2 wk ahead inc case",85542,"2021-08-23"
"GM","quantile",0.45,"2021-09-04","2 wk ahead inc case",88285,"2021-08-23"
"GM","quantile",0.5,"2021-09-04","2 wk ahead inc case",90994,"2021-08-23"
"GM","quantile",0.55,"2021-09-04","2 wk ahead inc case",93908,"2021-08-23"
"GM","quantile",0.6,"2021-09-04","2 wk ahead inc case",96922,"2021-08-23"
"GM","quantile",0.65,"2021-09-04","2 wk ahead inc case",100079,"2021-08-23"
"GM","quantile",0.7,"2021-09-04","2 wk ahead inc case",103529,"2021-08-23"
"GM","quantile",0.75,"2021-09-04","2 wk ahead inc case",107596,"2021-08-23"
"GM","quantile",0.8,"2021-09-04","2 wk ahead inc case",112032,"2021-08-23"
"GM","quantile",0.85,"2021-09-04","2 wk ahead inc case",117263,"2021-08-23"
"GM","quantile",0.9,"2021-09-04","2 wk ahead inc case",124368,"2021-08-23"
"GM","quantile",0.95,"2021-09-04","2 wk ahead inc case",136512,"2021-08-23"
"GM","quantile",0.975,"2021-09-04","2 wk ahead inc case",147337,"2021-08-23"
"GM","quantile",0.99,"2021-09-04","2 wk ahead inc case",162238,"2021-08-23"
"GM","quantile",0.01,"2021-09-11","3 wk ahead inc case",52531,"2021-08-23"
"GM","quantile",0.025,"2021-09-11","3 wk ahead inc case",59802,"2021-08-23"
"GM","quantile",0.05,"2021-09-11","3 wk ahead inc case",66688,"2021-08-23"
"GM","quantile",0.1,"2021-09-11","3 wk ahead inc case",75157,"2021-08-23"
"GM","quantile",0.15,"2021-09-11","3 wk ahead inc case",81476,"2021-08-23"
"GM","quantile",0.2,"2021-09-11","3 wk ahead inc case",87229,"2021-08-23"
"GM","quantile",0.25,"2021-09-11","3 wk ahead inc case",92342,"2021-08-23"
"GM","quantile",0.3,"2021-09-11","3 wk ahead inc case",97198,"2021-08-23"
"GM","quantile",0.35,"2021-09-11","3 wk ahead inc case",101690,"2021-08-23"
"GM","quantile",0.4,"2021-09-11","3 wk ahead inc case",106237,"2021-08-23"
"GM","quantile",0.45,"2021-09-11","3 wk ahead inc case",110836,"2021-08-23"
"GM","quantile",0.5,"2021-09-11","3 wk ahead inc case",114936,"2021-08-23"
"GM","quantile",0.55,"2021-09-11","3 wk ahead inc case",120057,"2021-08-23"
"GM","quantile",0.6,"2021-09-11","3 wk ahead inc case",125329,"2021-08-23"
"GM","quantile",0.65,"2021-09-11","3 wk ahead inc case",131056,"2021-08-23"
"GM","quantile",0.7,"2021-09-11","3 wk ahead inc case",137049,"2021-08-23"
"GM","quantile",0.75,"2021-09-11","3 wk ahead inc case",143862,"2021-08-23"
"GM","quantile",0.8,"2021-09-11","3 wk ahead inc case",151846,"2021-08-23"
"GM","quantile",0.85,"2021-09-11","3 wk ahead inc case",161789,"2021-08-23"
"GM","quantile",0.9,"2021-09-11","3 wk ahead inc case",174756,"2021-08-23"
"GM","quantile",0.95,"2021-09-11","3 wk ahead inc case",195542,"2021-08-23"
"GM","quantile",0.975,"2021-09-11","3 wk ahead inc case",218067,"2021-08-23"
"GM","quantile",0.99,"2021-09-11","3 wk ahead inc case",243853,"2021-08-23"
"GM","quantile",0.01,"2021-09-18","4 wk ahead inc case",53189,"2021-08-23"
"GM","quantile",0.025,"2021-09-18","4 wk ahead inc case",62945,"2021-08-23"
"GM","quantile",0.05,"2021-09-18","4 wk ahead inc case",71927,"2021-08-23"
"GM","quantile",0.1,"2021-09-18","4 wk ahead inc case",83625,"2021-08-23"
"GM","quantile",0.15,"2021-09-18","4 wk ahead inc case",92848,"2021-08-23"
"GM","quantile",0.2,"2021-09-18","4 wk ahead inc case",100666,"2021-08-23"
"GM","quantile",0.25,"2021-09-18","4 wk ahead inc case",107576,"2021-08-23"
"GM","quantile",0.3,"2021-09-18","4 wk ahead inc case",114834,"2021-08-23"
"GM","quantile",0.35,"2021-09-18","4 wk ahead inc case",121249,"2021-08-23"
"GM","quantile",0.4,"2021-09-18","4 wk ahead inc case",128318,"2021-08-23"
"GM","quantile",0.45,"2021-09-18","4 wk ahead inc case",134953,"2021-08-23"
"GM","quantile",0.5,"2021-09-18","4 wk ahead inc case",141827,"2021-08-23"
"GM","quantile",0.55,"2021-09-18","4 wk ahead inc case",149196,"2021-08-23"
"GM","quantile",0.6,"2021-09-18","4 wk ahead inc case",156974,"2021-08-23"
"GM","quantile",0.65,"2021-09-18","4 wk ahead inc case",165805,"2021-08-23"
"GM","quantile",0.7,"2021-09-18","4 wk ahead inc case",175411,"2021-08-23"
"GM","quantile",0.75,"2021-09-18","4 wk ahead inc case",186226,"2021-08-23"
"GM","quantile",0.8,"2021-09-18","4 wk ahead inc case",199851,"2021-08-23"
"GM","quantile",0.85,"2021-09-18","4 wk ahead inc case",215161,"2021-08-23"
"GM","quantile",0.9,"2021-09-18","4 wk ahead inc case",237759,"2021-08-23"
"GM","quantile",0.95,"2021-09-18","4 wk ahead inc case",273598,"2021-08-23"
"GM","quantile",0.975,"2021-09-18","4 wk ahead inc case",311588,"2021-08-23"
"GM","quantile",0.99,"2021-09-18","4 wk ahead inc case",359766,"2021-08-23"
"GM","point",NA,"2021-08-28","1 wk ahead inc case",66246,"2021-08-23"
"GM","point",NA,"2021-09-04","2 wk ahead inc case",90994,"2021-08-23"
"GM","point",NA,"2021-09-11","3 wk ahead inc case",114936,"2021-08-23"
"GM","point",NA,"2021-09-18","4 wk ahead inc case",141827,"2021-08-23"
