"location","type","quantile","target_end_date","target","value","forecast_date"
"GM","quantile",0.01,"2021-08-21","1 wk ahead inc case",21787,"2021-08-16"
"GM","quantile",0.025,"2021-08-21","1 wk ahead inc case",23444,"2021-08-16"
"GM","quantile",0.05,"2021-08-21","1 wk ahead inc case",24969,"2021-08-16"
"GM","quantile",0.1,"2021-08-21","1 wk ahead inc case",27719,"2021-08-16"
"GM","quantile",0.15,"2021-08-21","1 wk ahead inc case",29140,"2021-08-16"
"GM","quantile",0.2,"2021-08-21","1 wk ahead inc case",30550,"2021-08-16"
"GM","quantile",0.25,"2021-08-21","1 wk ahead inc case",31824,"2021-08-16"
"GM","quantile",0.3,"2021-08-21","1 wk ahead inc case",33054,"2021-08-16"
"GM","quantile",0.35,"2021-08-21","1 wk ahead inc case",34516,"2021-08-16"
"GM","quantile",0.4,"2021-08-21","1 wk ahead inc case",35487,"2021-08-16"
"GM","quantile",0.45,"2021-08-21","1 wk ahead inc case",36760,"2021-08-16"
"GM","quantile",0.5,"2021-08-21","1 wk ahead inc case",37564,"2021-08-16"
"GM","quantile",0.55,"2021-08-21","1 wk ahead inc case",38145,"2021-08-16"
"GM","quantile",0.6,"2021-08-21","1 wk ahead inc case",38743,"2021-08-16"
"GM","quantile",0.65,"2021-08-21","1 wk ahead inc case",39372,"2021-08-16"
"GM","quantile",0.7,"2021-08-21","1 wk ahead inc case",40046,"2021-08-16"
"GM","quantile",0.75,"2021-08-21","1 wk ahead inc case",40786,"2021-08-16"
"GM","quantile",0.8,"2021-08-21","1 wk ahead inc case",41626,"2021-08-16"
"GM","quantile",0.85,"2021-08-21","1 wk ahead inc case",42686,"2021-08-16"
"GM","quantile",0.9,"2021-08-21","1 wk ahead inc case",44831,"2021-08-16"
"GM","quantile",0.95,"2021-08-21","1 wk ahead inc case",48210,"2021-08-16"
"GM","quantile",0.975,"2021-08-21","1 wk ahead inc case",51346,"2021-08-16"
"GM","quantile",0.99,"2021-08-21","1 wk ahead inc case",55250,"2021-08-16"
"GM","quantile",0.01,"2021-08-28","2 wk ahead inc case",23360,"2021-08-16"
"GM","quantile",0.025,"2021-08-28","2 wk ahead inc case",26637,"2021-08-16"
"GM","quantile",0.05,"2021-08-28","2 wk ahead inc case",29684,"2021-08-16"
"GM","quantile",0.1,"2021-08-28","2 wk ahead inc case",33301,"2021-08-16"
"GM","quantile",0.15,"2021-08-28","2 wk ahead inc case",36748,"2021-08-16"
"GM","quantile",0.2,"2021-08-28","2 wk ahead inc case",39111,"2021-08-16"
"GM","quantile",0.25,"2021-08-28","2 wk ahead inc case",41676,"2021-08-16"
"GM","quantile",0.3,"2021-08-28","2 wk ahead inc case",43808,"2021-08-16"
"GM","quantile",0.35,"2021-08-28","2 wk ahead inc case",45697,"2021-08-16"
"GM","quantile",0.4,"2021-08-28","2 wk ahead inc case",47044,"2021-08-16"
"GM","quantile",0.45,"2021-08-28","2 wk ahead inc case",48107,"2021-08-16"
"GM","quantile",0.5,"2021-08-28","2 wk ahead inc case",49176,"2021-08-16"
"GM","quantile",0.55,"2021-08-28","2 wk ahead inc case",50270,"2021-08-16"
"GM","quantile",0.6,"2021-08-28","2 wk ahead inc case",51406,"2021-08-16"
"GM","quantile",0.65,"2021-08-28","2 wk ahead inc case",52607,"2021-08-16"
"GM","quantile",0.7,"2021-08-28","2 wk ahead inc case",53903,"2021-08-16"
"GM","quantile",0.75,"2021-08-28","2 wk ahead inc case",55337,"2021-08-16"
"GM","quantile",0.8,"2021-08-28","2 wk ahead inc case",56980,"2021-08-16"
"GM","quantile",0.85,"2021-08-28","2 wk ahead inc case",58956,"2021-08-16"
"GM","quantile",0.9,"2021-08-28","2 wk ahead inc case",61540,"2021-08-16"
"GM","quantile",0.95,"2021-08-28","2 wk ahead inc case",65580,"2021-08-16"
"GM","quantile",0.975,"2021-08-28","2 wk ahead inc case",69297,"2021-08-16"
"GM","quantile",0.99,"2021-08-28","2 wk ahead inc case",73886,"2021-08-16"
"GM","quantile",0.01,"2021-09-04","3 wk ahead inc case",20460,"2021-08-16"
"GM","quantile",0.025,"2021-09-04","3 wk ahead inc case",24976,"2021-08-16"
"GM","quantile",0.05,"2021-09-04","3 wk ahead inc case",28938,"2021-08-16"
"GM","quantile",0.1,"2021-09-04","3 wk ahead inc case",35618,"2021-08-16"
"GM","quantile",0.15,"2021-09-04","3 wk ahead inc case",39372,"2021-08-16"
"GM","quantile",0.2,"2021-09-04","3 wk ahead inc case",42341,"2021-08-16"
"GM","quantile",0.25,"2021-09-04","3 wk ahead inc case",46095,"2021-08-16"
"GM","quantile",0.3,"2021-09-04","3 wk ahead inc case",48827,"2021-08-16"
"GM","quantile",0.35,"2021-09-04","3 wk ahead inc case",51484,"2021-08-16"
"GM","quantile",0.4,"2021-09-04","3 wk ahead inc case",54362,"2021-08-16"
"GM","quantile",0.45,"2021-09-04","3 wk ahead inc case",57588,"2021-08-16"
"GM","quantile",0.5,"2021-09-04","3 wk ahead inc case",60186,"2021-08-16"
"GM","quantile",0.55,"2021-09-04","3 wk ahead inc case",61943,"2021-08-16"
"GM","quantile",0.6,"2021-09-04","3 wk ahead inc case",63781,"2021-08-16"
"GM","quantile",0.65,"2021-09-04","3 wk ahead inc case",65738,"2021-08-16"
"GM","quantile",0.7,"2021-09-04","3 wk ahead inc case",67865,"2021-08-16"
"GM","quantile",0.75,"2021-09-04","3 wk ahead inc case",70238,"2021-08-16"
"GM","quantile",0.8,"2021-09-04","3 wk ahead inc case",72979,"2021-08-16"
"GM","quantile",0.85,"2021-09-04","3 wk ahead inc case",76308,"2021-08-16"
"GM","quantile",0.9,"2021-09-04","3 wk ahead inc case",80714,"2021-08-16"
"GM","quantile",0.95,"2021-09-04","3 wk ahead inc case",87716,"2021-08-16"
"GM","quantile",0.975,"2021-09-04","3 wk ahead inc case",94280,"2021-08-16"
"GM","quantile",0.99,"2021-09-04","3 wk ahead inc case",102532,"2021-08-16"
"GM","quantile",0.01,"2021-09-11","4 wk ahead inc case",13249,"2021-08-16"
"GM","quantile",0.025,"2021-09-11","4 wk ahead inc case",18050,"2021-08-16"
"GM","quantile",0.05,"2021-09-11","4 wk ahead inc case",22768,"2021-08-16"
"GM","quantile",0.1,"2021-09-11","4 wk ahead inc case",28568,"2021-08-16"
"GM","quantile",0.15,"2021-09-11","4 wk ahead inc case",33325,"2021-08-16"
"GM","quantile",0.2,"2021-09-11","4 wk ahead inc case",38087,"2021-08-16"
"GM","quantile",0.25,"2021-09-11","4 wk ahead inc case",41520,"2021-08-16"
"GM","quantile",0.3,"2021-09-11","4 wk ahead inc case",44961,"2021-08-16"
"GM","quantile",0.35,"2021-09-11","4 wk ahead inc case",49573,"2021-08-16"
"GM","quantile",0.4,"2021-09-11","4 wk ahead inc case",53096,"2021-08-16"
"GM","quantile",0.45,"2021-09-11","4 wk ahead inc case",56760,"2021-08-16"
"GM","quantile",0.5,"2021-09-11","4 wk ahead inc case",61633,"2021-08-16"
"GM","quantile",0.55,"2021-09-11","4 wk ahead inc case",67278,"2021-08-16"
"GM","quantile",0.6,"2021-09-11","4 wk ahead inc case",72808,"2021-08-16"
"GM","quantile",0.65,"2021-09-11","4 wk ahead inc case",77995,"2021-08-16"
"GM","quantile",0.7,"2021-09-11","4 wk ahead inc case",81115,"2021-08-16"
"GM","quantile",0.75,"2021-09-11","4 wk ahead inc case",84622,"2021-08-16"
"GM","quantile",0.8,"2021-09-11","4 wk ahead inc case",88706,"2021-08-16"
"GM","quantile",0.85,"2021-09-11","4 wk ahead inc case",93716,"2021-08-16"
"GM","quantile",0.9,"2021-09-11","4 wk ahead inc case",100423,"2021-08-16"
"GM","quantile",0.95,"2021-09-11","4 wk ahead inc case",111257,"2021-08-16"
"GM","quantile",0.975,"2021-09-11","4 wk ahead inc case",121595,"2021-08-16"
"GM","quantile",0.99,"2021-09-11","4 wk ahead inc case",134831,"2021-08-16"
"GM","point",NA,"2021-08-21","1 wk ahead inc case",37564,"2021-08-16"
"GM","point",NA,"2021-08-28","2 wk ahead inc case",49176,"2021-08-16"
"GM","point",NA,"2021-09-04","3 wk ahead inc case",60186,"2021-08-16"
"GM","point",NA,"2021-09-11","4 wk ahead inc case",61633,"2021-08-16"
