"location","type","quantile","target_end_date","target","value","forecast_date"
"PL","quantile",0.01,"2021-05-29","1 wk ahead inc case",6142.25759279646,"2021-05-24"
"PL","quantile",0.025,"2021-05-29","1 wk ahead inc case",6535.45373594235,"2021-05-24"
"PL","quantile",0.05,"2021-05-29","1 wk ahead inc case",6918.24437355628,"2021-05-24"
"PL","quantile",0.1,"2021-05-29","1 wk ahead inc case",7426.90381785177,"2021-05-24"
"PL","quantile",0.15,"2021-05-29","1 wk ahead inc case",7803.92819624207,"2021-05-24"
"PL","quantile",0.2,"2021-05-29","1 wk ahead inc case",8117.57016716422,"2021-05-24"
"PL","quantile",0.25,"2021-05-29","1 wk ahead inc case",8407.06382579054,"2021-05-24"
"PL","quantile",0.3,"2021-05-29","1 wk ahead inc case",8680.31958413128,"2021-05-24"
"PL","quantile",0.35,"2021-05-29","1 wk ahead inc case",8949.22791938103,"2021-05-24"
"PL","quantile",0.4,"2021-05-29","1 wk ahead inc case",9202.0405322888,"2021-05-24"
"PL","quantile",0.45,"2021-05-29","1 wk ahead inc case",9460.52474554963,"2021-05-24"
"PL","quantile",0.5,"2021-05-29","1 wk ahead inc case",9737.32333333333,"2021-05-24"
"PL","quantile",0.55,"2021-05-29","1 wk ahead inc case",10017.0130784286,"2021-05-24"
"PL","quantile",0.6,"2021-05-29","1 wk ahead inc case",10310.7412404543,"2021-05-24"
"PL","quantile",0.65,"2021-05-29","1 wk ahead inc case",10621.3035768285,"2021-05-24"
"PL","quantile",0.7,"2021-05-29","1 wk ahead inc case",10970.1733168919,"2021-05-24"
"PL","quantile",0.75,"2021-05-29","1 wk ahead inc case",11369.4554767804,"2021-05-24"
"PL","quantile",0.8,"2021-05-29","1 wk ahead inc case",11834.4019404386,"2021-05-24"
"PL","quantile",0.85,"2021-05-29","1 wk ahead inc case",12404.4065530788,"2021-05-24"
"PL","quantile",0.9,"2021-05-29","1 wk ahead inc case",13188.8605622812,"2021-05-24"
"PL","quantile",0.95,"2021-05-29","1 wk ahead inc case",14465.399299393,"2021-05-24"
"PL","quantile",0.975,"2021-05-29","1 wk ahead inc case",15728.4485504718,"2021-05-24"
"PL","quantile",0.99,"2021-05-29","1 wk ahead inc case",17369.1142031149,"2021-05-24"
"PL","quantile",0.01,"2021-06-05","2 wk ahead inc case",4038.30460301957,"2021-05-24"
"PL","quantile",0.025,"2021-06-05","2 wk ahead inc case",4533.53508002946,"2021-05-24"
"PL","quantile",0.05,"2021-06-05","2 wk ahead inc case",4987.17741671954,"2021-05-24"
"PL","quantile",0.1,"2021-06-05","2 wk ahead inc case",5588.94674691259,"2021-05-24"
"PL","quantile",0.15,"2021-06-05","2 wk ahead inc case",6039.15738195942,"2021-05-24"
"PL","quantile",0.2,"2021-06-05","2 wk ahead inc case",6421.67755871049,"2021-05-24"
"PL","quantile",0.25,"2021-06-05","2 wk ahead inc case",6775.78276855621,"2021-05-24"
"PL","quantile",0.3,"2021-06-05","2 wk ahead inc case",7110.08533512831,"2021-05-24"
"PL","quantile",0.35,"2021-06-05","2 wk ahead inc case",7440.45121282409,"2021-05-24"
"PL","quantile",0.4,"2021-06-05","2 wk ahead inc case",7774.40939095066,"2021-05-24"
"PL","quantile",0.45,"2021-06-05","2 wk ahead inc case",8108.96347856466,"2021-05-24"
"PL","quantile",0.5,"2021-06-05","2 wk ahead inc case",8456.28666666667,"2021-05-24"
"PL","quantile",0.55,"2021-06-05","2 wk ahead inc case",8824.93349008607,"2021-05-24"
"PL","quantile",0.6,"2021-06-05","2 wk ahead inc case",9214.49596438639,"2021-05-24"
"PL","quantile",0.65,"2021-06-05","2 wk ahead inc case",9640.57551587063,"2021-05-24"
"PL","quantile",0.7,"2021-06-05","2 wk ahead inc case",10109.1003177727,"2021-05-24"
"PL","quantile",0.75,"2021-06-05","2 wk ahead inc case",10636.341538367,"2021-05-24"
"PL","quantile",0.8,"2021-06-05","2 wk ahead inc case",11261.4056846443,"2021-05-24"
"PL","quantile",0.85,"2021-06-05","2 wk ahead inc case",12052.2490152688,"2021-05-24"
"PL","quantile",0.9,"2021-06-05","2 wk ahead inc case",13132.3107210529,"2021-05-24"
"PL","quantile",0.95,"2021-06-05","2 wk ahead inc case",14898.6969306058,"2021-05-24"
"PL","quantile",0.975,"2021-06-05","2 wk ahead inc case",16705.2433599681,"2021-05-24"
"PL","quantile",0.99,"2021-06-05","2 wk ahead inc case",19066.9895342205,"2021-05-24"
"PL","quantile",0.01,"2021-06-12","3 wk ahead inc case",3137.117206383,"2021-05-24"
"PL","quantile",0.025,"2021-06-12","3 wk ahead inc case",3706.45513173418,"2021-05-24"
"PL","quantile",0.05,"2021-06-12","3 wk ahead inc case",4267.63225833689,"2021-05-24"
"PL","quantile",0.1,"2021-06-12","3 wk ahead inc case",5049.42065313852,"2021-05-24"
"PL","quantile",0.15,"2021-06-12","3 wk ahead inc case",5659.56101632757,"2021-05-24"
"PL","quantile",0.2,"2021-06-12","3 wk ahead inc case",6191.68758963773,"2021-05-24"
"PL","quantile",0.25,"2021-06-12","3 wk ahead inc case",6694.69043010761,"2021-05-24"
"PL","quantile",0.3,"2021-06-12","3 wk ahead inc case",7181.65814162816,"2021-05-24"
"PL","quantile",0.35,"2021-06-12","3 wk ahead inc case",7668.08441645137,"2021-05-24"
"PL","quantile",0.4,"2021-06-12","3 wk ahead inc case",8155.61378815422,"2021-05-24"
"PL","quantile",0.45,"2021-06-12","3 wk ahead inc case",8667.6007405737,"2021-05-24"
