"location","type","quantile","target_end_date","target","value","forecast_date"
"PL","quantile",0.01,"2021-05-29","1 wk ahead inc death",584.15672023636,"2021-05-24"
"PL","quantile",0.025,"2021-05-29","1 wk ahead inc death",630.268527706276,"2021-05-24"
"PL","quantile",0.05,"2021-05-29","1 wk ahead inc death",669.194285188707,"2021-05-24"
"PL","quantile",0.1,"2021-05-29","1 wk ahead inc death",720.414609554031,"2021-05-24"
"PL","quantile",0.15,"2021-05-29","1 wk ahead inc death",758.187154820921,"2021-05-24"
"PL","quantile",0.2,"2021-05-29","1 wk ahead inc death",786.78074563463,"2021-05-24"
"PL","quantile",0.25,"2021-05-29","1 wk ahead inc death",813.61043255507,"2021-05-24"
"PL","quantile",0.3,"2021-05-29","1 wk ahead inc death",836.54175862579,"2021-05-24"
"PL","quantile",0.35,"2021-05-29","1 wk ahead inc death",860.20263848019,"2021-05-24"
"PL","quantile",0.4,"2021-05-29","1 wk ahead inc death",881.72586635412,"2021-05-24"
"PL","quantile",0.45,"2021-05-29","1 wk ahead inc death",905.149806568191,"2021-05-24"
"PL","quantile",0.5,"2021-05-29","1 wk ahead inc death",927.546666666667,"2021-05-24"
"PL","quantile",0.55,"2021-05-29","1 wk ahead inc death",951.802796892039,"2021-05-24"
"PL","quantile",0.6,"2021-05-29","1 wk ahead inc death",975.362538819967,"2021-05-24"
"PL","quantile",0.65,"2021-05-29","1 wk ahead inc death",1002.87754430186,"2021-05-24"
"PL","quantile",0.7,"2021-05-29","1 wk ahead inc death",1032.67286130609,"2021-05-24"
"PL","quantile",0.75,"2021-05-29","1 wk ahead inc death",1062.91863768362,"2021-05-24"
"PL","quantile",0.8,"2021-05-29","1 wk ahead inc death",1096.89561524179,"2021-05-24"
"PL","quantile",0.85,"2021-05-29","1 wk ahead inc death",1148.21945443816,"2021-05-24"
"PL","quantile",0.9,"2021-05-29","1 wk ahead inc death",1216.73505193664,"2021-05-24"
"PL","quantile",0.95,"2021-05-29","1 wk ahead inc death",1316.1333430327,"2021-05-24"
"PL","quantile",0.975,"2021-05-29","1 wk ahead inc death",1425.15206067733,"2021-05-24"
"PL","quantile",0.99,"2021-05-29","1 wk ahead inc death",1517.43030397163,"2021-05-24"
"PL","quantile",0.01,"2021-06-05","2 wk ahead inc death",358.451700406555,"2021-05-24"
"PL","quantile",0.025,"2021-06-05","2 wk ahead inc death",401.980059891213,"2021-05-24"
"PL","quantile",0.05,"2021-06-05","2 wk ahead inc death",431.968281534524,"2021-05-24"
"PL","quantile",0.1,"2021-06-05","2 wk ahead inc death",471.265533785187,"2021-05-24"
"PL","quantile",0.15,"2021-06-05","2 wk ahead inc death",500.043709688796,"2021-05-24"
"PL","quantile",0.2,"2021-06-05","2 wk ahead inc death",526.002224412982,"2021-05-24"
"PL","quantile",0.25,"2021-06-05","2 wk ahead inc death",546.954630137255,"2021-05-24"
"PL","quantile",0.3,"2021-06-05","2 wk ahead inc death",567.378226223198,"2021-05-24"
"PL","quantile",0.35,"2021-06-05","2 wk ahead inc death",588.106615452917,"2021-05-24"
"PL","quantile",0.4,"2021-06-05","2 wk ahead inc death",607.833123532032,"2021-05-24"
"PL","quantile",0.45,"2021-06-05","2 wk ahead inc death",627.102709183311,"2021-05-24"
"PL","quantile",0.5,"2021-06-05","2 wk ahead inc death",646.27,"2021-05-24"
"PL","quantile",0.55,"2021-06-05","2 wk ahead inc death",667.945270193024,"2021-05-24"
"PL","quantile",0.6,"2021-06-05","2 wk ahead inc death",689.439136127978,"2021-05-24"
"PL","quantile",0.65,"2021-06-05","2 wk ahead inc death",713.214766722975,"2021-05-24"
"PL","quantile",0.7,"2021-06-05","2 wk ahead inc death",737.126809374487,"2021-05-24"
"PL","quantile",0.75,"2021-06-05","2 wk ahead inc death",765.022527597192,"2021-05-24"
