"location","type","quantile","target_end_date","target","value","forecast_date"
"PL","quantile",0.01,"2021-08-07","1 wk ahead inc case",758,"2021-08-02"
"PL","quantile",0.025,"2021-08-07","1 wk ahead inc case",806,"2021-08-02"
"PL","quantile",0.05,"2021-08-07","1 wk ahead inc case",848,"2021-08-02"
"PL","quantile",0.1,"2021-08-07","1 wk ahead inc case",898,"2021-08-02"
"PL","quantile",0.15,"2021-08-07","1 wk ahead inc case",937,"2021-08-02"
"PL","quantile",0.2,"2021-08-07","1 wk ahead inc case",966,"2021-08-02"
"PL","quantile",0.25,"2021-08-07","1 wk ahead inc case",988,"2021-08-02"
"PL","quantile",0.3,"2021-08-07","1 wk ahead inc case",1010,"2021-08-02"
"PL","quantile",0.35,"2021-08-07","1 wk ahead inc case",1030,"2021-08-02"
"PL","quantile",0.4,"2021-08-07","1 wk ahead inc case",1051,"2021-08-02"
"PL","quantile",0.45,"2021-08-07","1 wk ahead inc case",1074,"2021-08-02"
"PL","quantile",0.5,"2021-08-07","1 wk ahead inc case",1094,"2021-08-02"
"PL","quantile",0.55,"2021-08-07","1 wk ahead inc case",1114,"2021-08-02"
"PL","quantile",0.6,"2021-08-07","1 wk ahead inc case",1139,"2021-08-02"
"PL","quantile",0.65,"2021-08-07","1 wk ahead inc case",1163,"2021-08-02"
"PL","quantile",0.7,"2021-08-07","1 wk ahead inc case",1189,"2021-08-02"
"PL","quantile",0.75,"2021-08-07","1 wk ahead inc case",1218,"2021-08-02"
"PL","quantile",0.8,"2021-08-07","1 wk ahead inc case",1250,"2021-08-02"
"PL","quantile",0.85,"2021-08-07","1 wk ahead inc case",1291,"2021-08-02"
"PL","quantile",0.9,"2021-08-07","1 wk ahead inc case",1337,"2021-08-02"
"PL","quantile",0.95,"2021-08-07","1 wk ahead inc case",1430,"2021-08-02"
"PL","quantile",0.975,"2021-08-07","1 wk ahead inc case",1516,"2021-08-02"
"PL","quantile",0.99,"2021-08-07","1 wk ahead inc case",1588,"2021-08-02"
"PL","quantile",0.01,"2021-08-14","2 wk ahead inc case",728,"2021-08-02"
"PL","quantile",0.025,"2021-08-14","2 wk ahead inc case",793,"2021-08-02"
"PL","quantile",0.05,"2021-08-14","2 wk ahead inc case",869,"2021-08-02"
"PL","quantile",0.1,"2021-08-14","2 wk ahead inc case",967,"2021-08-02"
"PL","quantile",0.15,"2021-08-14","2 wk ahead inc case",1038,"2021-08-02"
"PL","quantile",0.2,"2021-08-14","2 wk ahead inc case",1096,"2021-08-02"
"PL","quantile",0.25,"2021-08-14","2 wk ahead inc case",1147,"2021-08-02"
"PL","quantile",0.3,"2021-08-14","2 wk ahead inc case",1198,"2021-08-02"
"PL","quantile",0.35,"2021-08-14","2 wk ahead inc case",1246,"2021-08-02"
"PL","quantile",0.4,"2021-08-14","2 wk ahead inc case",1293,"2021-08-02"
"PL","quantile",0.45,"2021-08-14","2 wk ahead inc case",1342,"2021-08-02"
"PL","quantile",0.5,"2021-08-14","2 wk ahead inc case",1388,"2021-08-02"
"PL","quantile",0.55,"2021-08-14","2 wk ahead inc case",1438,"2021-08-02"
"PL","quantile",0.6,"2021-08-14","2 wk ahead inc case",1484,"2021-08-02"
"PL","quantile",0.65,"2021-08-14","2 wk ahead inc case",1537,"2021-08-02"
"PL","quantile",0.7,"2021-08-14","2 wk ahead inc case",1606,"2021-08-02"
"PL","quantile",0.75,"2021-08-14","2 wk ahead inc case",1668,"2021-08-02"
"PL","quantile",0.8,"2021-08-14","2 wk ahead inc case",1742,"2021-08-02"
"PL","quantile",0.85,"2021-08-14","2 wk ahead inc case",1824,"2021-08-02"
"PL","quantile",0.9,"2021-08-14","2 wk ahead inc case",1940,"2021-08-02"
"PL","quantile",0.95,"2021-08-14","2 wk ahead inc case",2162,"2021-08-02"
"PL","quantile",0.975,"2021-08-14","2 wk ahead inc case",2398,"2021-08-02"
"PL","quantile",0.99,"2021-08-14","2 wk ahead inc case",2618,"2021-08-02"
"PL","quantile",0.01,"2021-08-21","3 wk ahead inc case",632,"2021-08-02"
"PL","quantile",0.025,"2021-08-21","3 wk ahead inc case",720,"2021-08-02"
"PL","quantile",0.05,"2021-08-21","3 wk ahead inc case",815,"2021-08-02"
"PL","quantile",0.1,"2021-08-21","3 wk ahead inc case",956,"2021-08-02"
"PL","quantile",0.15,"2021-08-21","3 wk ahead inc case",1054,"2021-08-02"
"PL","quantile",0.2,"2021-08-21","3 wk ahead inc case",1155,"2021-08-02"
"PL","quantile",0.25,"2021-08-21","3 wk ahead inc case",1241,"2021-08-02"
"PL","quantile",0.3,"2021-08-21","3 wk ahead inc case",1311,"2021-08-02"
"PL","quantile",0.35,"2021-08-21","3 wk ahead inc case",1398,"2021-08-02"
"PL","quantile",0.4,"2021-08-21","3 wk ahead inc case",1472,"2021-08-02"
"PL","quantile",0.45,"2021-08-21","3 wk ahead inc case",1552,"2021-08-02"
"PL","quantile",0.5,"2021-08-21","3 wk ahead inc case",1632,"2021-08-02"
"PL","quantile",0.55,"2021-08-21","3 wk ahead inc case",1722,"2021-08-02"
"PL","quantile",0.6,"2021-08-21","3 wk ahead inc case",1829,"2021-08-02"
"PL","quantile",0.65,"2021-08-21","3 wk ahead inc case",1923,"2021-08-02"
"PL","quantile",0.7,"2021-08-21","3 wk ahead inc case",2043,"2021-08-02"
"PL","quantile",0.75,"2021-08-21","3 wk ahead inc case",2164,"2021-08-02"
"PL","quantile",0.8,"2021-08-21","3 wk ahead inc case",2326,"2021-08-02"
"PL","quantile",0.85,"2021-08-21","3 wk ahead inc case",2498,"2021-08-02"
"PL","quantile",0.9,"2021-08-21","3 wk ahead inc case",2763,"2021-08-02"
"PL","quantile",0.95,"2021-08-21","3 wk ahead inc case",3226,"2021-08-02"
"PL","quantile",0.975,"2021-08-21","3 wk ahead inc case",3684,"2021-08-02"
"PL","quantile",0.99,"2021-08-21","3 wk ahead inc case",4181,"2021-08-02"
"PL","quantile",0.01,"2021-08-28","4 wk ahead inc case",516,"2021-08-02"
"PL","quantile",0.025,"2021-08-28","4 wk ahead inc case",620,"2021-08-02"
"PL","quantile",0.05,"2021-08-28","4 wk ahead inc case",716,"2021-08-02"
"PL","quantile",0.1,"2021-08-28","4 wk ahead inc case",893,"2021-08-02"
"PL","quantile",0.15,"2021-08-28","4 wk ahead inc case",1018,"2021-08-02"
"PL","quantile",0.2,"2021-08-28","4 wk ahead inc case",1146,"2021-08-02"
"PL","quantile",0.25,"2021-08-28","4 wk ahead inc case",1267,"2021-08-02"
"PL","quantile",0.3,"2021-08-28","4 wk ahead inc case",1385,"2021-08-02"
"PL","quantile",0.35,"2021-08-28","4 wk ahead inc case",1496,"2021-08-02"
"PL","quantile",0.4,"2021-08-28","4 wk ahead inc case",1623,"2021-08-02"
"PL","quantile",0.45,"2021-08-28","4 wk ahead inc case",1740,"2021-08-02"
"PL","quantile",0.5,"2021-08-28","4 wk ahead inc case",1869,"2021-08-02"
"PL","quantile",0.55,"2021-08-28","4 wk ahead inc case",2004,"2021-08-02"
"PL","quantile",0.6,"2021-08-28","4 wk ahead inc case",2158,"2021-08-02"
"PL","quantile",0.65,"2021-08-28","4 wk ahead inc case",2338,"2021-08-02"
"PL","quantile",0.7,"2021-08-28","4 wk ahead inc case",2561,"2021-08-02"
"PL","quantile",0.75,"2021-08-28","4 wk ahead inc case",2755,"2021-08-02"
"PL","quantile",0.8,"2021-08-28","4 wk ahead inc case",3021,"2021-08-02"
"PL","quantile",0.85,"2021-08-28","4 wk ahead inc case",3352,"2021-08-02"
"PL","quantile",0.9,"2021-08-28","4 wk ahead inc case",3857,"2021-08-02"
"PL","quantile",0.95,"2021-08-28","4 wk ahead inc case",4693,"2021-08-02"
"PL","quantile",0.975,"2021-08-28","4 wk ahead inc case",5618,"2021-08-02"
"PL","quantile",0.99,"2021-08-28","4 wk ahead inc case",6931,"2021-08-02"
"PL","point",NA,"2021-08-07","1 wk ahead inc case",1094,"2021-08-02"
"PL","point",NA,"2021-08-14","2 wk ahead inc case",1388,"2021-08-02"
"PL","point",NA,"2021-08-21","3 wk ahead inc case",1632,"2021-08-02"
"PL","point",NA,"2021-08-28","4 wk ahead inc case",1869,"2021-08-02"
