forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-08-16,2021-08-21,1 wk ahead cum death,PL,point,NA,Poland,75322
2021-08-16,2021-08-21,1 wk ahead inc death,PL,point,NA,Poland,23
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.01,Poland,75299
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.025,Poland,75299
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.05,Poland,75304
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.1,Poland,75306
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.15,Poland,75309
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.2,Poland,75313
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.25,Poland,75313
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.3,Poland,75315
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.35,Poland,75316
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.4,Poland,75319
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.45,Poland,75320
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.5,Poland,75322
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.55,Poland,75324
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.6,Poland,75326
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.65,Poland,75326
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.7,Poland,75329
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.75,Poland,75332
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.8,Poland,75333
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.85,Poland,75336
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.9,Poland,75341
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.95,Poland,75348
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.975,Poland,75352
2021-08-16,2021-08-21,1 wk ahead cum death,PL,quantile,0.99,Poland,75361
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.01,Poland,0
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.025,Poland,0
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.05,Poland,5
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.1,Poland,7
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.15,Poland,10
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.2,Poland,14
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.25,Poland,14
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.3,Poland,16
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.35,Poland,17
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.4,Poland,20
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.45,Poland,21
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.5,Poland,23
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.55,Poland,25
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.6,Poland,27
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.65,Poland,27
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.7,Poland,30
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.75,Poland,33
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.8,Poland,34
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.85,Poland,37
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.9,Poland,42
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.95,Poland,49
2021-08-16,2021-08-21,1 wk ahead inc death,PL,quantile,0.975,Poland,53
