forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-04-04,2022-04-09,1 wk ahead cum case,PL,point,NA,Poland,5982371
2022-04-04,2022-04-09,1 wk ahead inc case,PL,point,NA,Poland,13300
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.01,Poland,5978176
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.025,Poland,5978661
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.05,Poland,5978875
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.1,Poland,5979639
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.15,Poland,5980233
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.2,Poland,5980758
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.25,Poland,5981139
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.3,Poland,5981581
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.35,Poland,5982077
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.4,Poland,5982384
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.45,Poland,5982755
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.5,Poland,5982872
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.55,Poland,5983096
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.6,Poland,5983174
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.65,Poland,5983352
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.7,Poland,5983615
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.75,Poland,5983715
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.8,Poland,5983767
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.85,Poland,5983977
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.9,Poland,5984125
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.95,Poland,5984514
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.975,Poland,5984900
2022-04-04,2022-04-09,1 wk ahead cum case,PL,quantile,0.99,Poland,5985062
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.01,Poland,9105
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.025,Poland,9590
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.05,Poland,9804
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.1,Poland,10568
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.15,Poland,11162
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.2,Poland,11687
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.25,Poland,12068
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.3,Poland,12510
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.35,Poland,13006
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.4,Poland,13313
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.45,Poland,13684
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.5,Poland,13801
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.55,Poland,14025
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.6,Poland,14103
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.65,Poland,14281
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.7,Poland,14544
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.75,Poland,14644
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.8,Poland,14696
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.85,Poland,14906
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.9,Poland,15054
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.95,Poland,15443
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.975,Poland,15829
2022-04-04,2022-04-09,1 wk ahead inc case,PL,quantile,0.99,Poland,15991
2022-04-04,2022-04-16,2 wk ahead cum case,PL,point,NA,Poland,5989956
2022-04-04,2022-04-16,2 wk ahead inc case,PL,point,NA,Poland,7585
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.01,Poland,5982836
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.025,Poland,5983541
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.05,Poland,5983861
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.1,Poland,5985189
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.15,Poland,5986140
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.2,Poland,5986955
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.25,Poland,5987783
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.3,Poland,5988506
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.35,Poland,5989340
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.4,Poland,5989871
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.45,Poland,5990357
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.5,Poland,5990689
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.55,Poland,5991133
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.6,Poland,5991312
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.65,Poland,5991594
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.7,Poland,5991962
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.75,Poland,5992178
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.8,Poland,5992497
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.85,Poland,5993053
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.9,Poland,5993446
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.95,Poland,5994020
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.975,Poland,5994932
2022-04-04,2022-04-16,2 wk ahead cum case,PL,quantile,0.99,Poland,5995260
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.01,Poland,4660
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.025,Poland,4880
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.05,Poland,4986
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.1,Poland,5550
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.15,Poland,5907
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.2,Poland,6197
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.25,Poland,6644
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.3,Poland,6925
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.35,Poland,7263
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.4,Poland,7487
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.45,Poland,7602
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.5,Poland,7817
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.55,Poland,8037
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.6,Poland,8138
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.65,Poland,8242
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.7,Poland,8347
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.75,Poland,8463
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.8,Poland,8730
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.85,Poland,9076
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.9,Poland,9321
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.95,Poland,9506
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.975,Poland,10032
2022-04-04,2022-04-16,2 wk ahead inc case,PL,quantile,0.99,Poland,10198
2022-04-04,2022-04-23,3 wk ahead cum case,PL,point,NA,Poland,5994341
2022-04-04,2022-04-23,3 wk ahead inc case,PL,point,NA,Poland,4384
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.01,Poland,5985168
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.025,Poland,5986048
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.05,Poland,5986436
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.1,Poland,5988052
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.15,Poland,5989275
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.2,Poland,5990242
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.25,Poland,5991399
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.3,Poland,5992238
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.35,Poland,5993357
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.4,Poland,5994064
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.45,Poland,5994677
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.5,Poland,5995126
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.55,Poland,5995696
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.6,Poland,5995947
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.65,Poland,5996380
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.7,Poland,5996893
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.75,Poland,5997252
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.8,Poland,5997816
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.85,Poland,5998740
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.9,Poland,5999313
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.95,Poland,6000044
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.975,Poland,6001480
2022-04-04,2022-04-23,3 wk ahead cum case,PL,quantile,0.99,Poland,6001976
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.01,Poland,2332
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.025,Poland,2507
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.05,Poland,2575
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.1,Poland,2863
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.15,Poland,3135
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.2,Poland,3287
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.25,Poland,3616
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.3,Poland,3732
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.35,Poland,4017
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.4,Poland,4193
2022-04-04,2022-04-23,3 wk ahead inc case,PL,quantile,0.45,Poland,4320
