forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-07-12,2021-07-17,1 wk ahead cum death,PL,point,NA,Poland,75208
2021-07-12,2021-07-17,1 wk ahead inc death,PL,point,NA,Poland,49
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.01,Poland,75173
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.025,Poland,75173
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.05,Poland,75180
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.1,Poland,75187
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.15,Poland,75187
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.2,Poland,75194
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.25,Poland,75194
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.3,Poland,75201
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.35,Poland,75201
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.4,Poland,75208
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.45,Poland,75208
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.5,Poland,75208
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.55,Poland,75215
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.6,Poland,75215
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.65,Poland,75222
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.7,Poland,75222
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.75,Poland,75222
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.8,Poland,75229
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.85,Poland,75236
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.9,Poland,75243
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.95,Poland,75250
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.975,Poland,75257
2021-07-12,2021-07-17,1 wk ahead cum death,PL,quantile,0.99,Poland,75271
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.01,Poland,14
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.025,Poland,14
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.05,Poland,21
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.1,Poland,28
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.15,Poland,28
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.2,Poland,35
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.25,Poland,35
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.3,Poland,42
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.35,Poland,42
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.4,Poland,49
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.45,Poland,49
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.5,Poland,49
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.55,Poland,56
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.6,Poland,56
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.65,Poland,63
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.7,Poland,63
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.75,Poland,63
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.8,Poland,70
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.85,Poland,77
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.9,Poland,84
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.95,Poland,91
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.975,Poland,98
2021-07-12,2021-07-17,1 wk ahead inc death,PL,quantile,0.99,Poland,112
2021-07-12,2021-07-24,2 wk ahead cum death,PL,point,NA,Poland,75243
2021-07-12,2021-07-24,2 wk ahead inc death,PL,point,NA,Poland,35
