forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-09-20,2021-09-25,1 wk ahead cum death,PL,point,NA,Poland,75578
2021-09-20,2021-09-25,1 wk ahead inc death,PL,point,NA,Poland,91
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.01,Poland,75535
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.025,Poland,75542
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.05,Poland,75546
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.1,Poland,75550
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.15,Poland,75550
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.2,Poland,75557
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.25,Poland,75564
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.3,Poland,75564
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.35,Poland,75571
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.4,Poland,75571
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.45,Poland,75578
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.5,Poland,75578
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.55,Poland,75585
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.6,Poland,75585
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.65,Poland,75592
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.7,Poland,75592
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.75,Poland,75599
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.8,Poland,75606
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.85,Poland,75613
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.9,Poland,75620
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.95,Poland,75627
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.975,Poland,75641
2021-09-20,2021-09-25,1 wk ahead cum death,PL,quantile,0.99,Poland,75648
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.01,Poland,48
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.025,Poland,55
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.05,Poland,59
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.1,Poland,63
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.15,Poland,63
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.2,Poland,70
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.25,Poland,77
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.3,Poland,77
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.35,Poland,84
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.4,Poland,84
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.45,Poland,91
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.5,Poland,91
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.55,Poland,98
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.6,Poland,98
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.65,Poland,105
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.7,Poland,105
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.75,Poland,112
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.8,Poland,119
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.85,Poland,126
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.9,Poland,133
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.95,Poland,140
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.975,Poland,154
2021-09-20,2021-09-25,1 wk ahead inc death,PL,quantile,0.99,Poland,161
2021-09-20,2021-10-02,2 wk ahead cum death,PL,point,NA,Poland,75711
2021-09-20,2021-10-02,2 wk ahead inc death,PL,point,NA,Poland,133
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.01,Poland,75598
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.025,Poland,75607
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.05,Poland,75623
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.1,Poland,75641
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.15,Poland,75648
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.2,Poland,75662
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.25,Poland,75676
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.3,Poland,75683
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.35,Poland,75697
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.4,Poland,75697
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.45,Poland,75711
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.5,Poland,75711
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.55,Poland,75725
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.6,Poland,75732
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.65,Poland,75739
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.7,Poland,75746
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.75,Poland,75760
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.8,Poland,75774
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.85,Poland,75788
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.9,Poland,75809
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.95,Poland,75837
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.975,Poland,75858
2021-09-20,2021-10-02,2 wk ahead cum death,PL,quantile,0.99,Poland,75879
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.01,Poland,63
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.025,Poland,65
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.05,Poland,77
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.1,Poland,91
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.15,Poland,98
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.2,Poland,105
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.25,Poland,112
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.3,Poland,119
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.35,Poland,126
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.4,Poland,126
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.45,Poland,133
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.5,Poland,133
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.55,Poland,140
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.6,Poland,147
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.65,Poland,147
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.7,Poland,154
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.75,Poland,161
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.8,Poland,168
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.85,Poland,175
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.9,Poland,189
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.95,Poland,210
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.975,Poland,217
2021-09-20,2021-10-02,2 wk ahead inc death,PL,quantile,0.99,Poland,231
2021-09-20,2021-10-09,3 wk ahead cum death,PL,point,NA,Poland,75914
2021-09-20,2021-10-09,3 wk ahead inc death,PL,point,NA,Poland,203
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.01,Poland,75688
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.025,Poland,75705
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.05,Poland,75735
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.1,Poland,75760
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.15,Poland,75781
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.2,Poland,75802
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.25,Poland,75830
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.3,Poland,75844
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.35,Poland,75865
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.4,Poland,75879
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.45,Poland,75900
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.5,Poland,75914
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.55,Poland,75935
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.6,Poland,75949
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.65,Poland,75965
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.7,Poland,75984
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.75,Poland,76005
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.8,Poland,76033
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.85,Poland,76061
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.9,Poland,76098
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.95,Poland,76146
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.975,Poland,76194
2021-09-20,2021-10-09,3 wk ahead cum death,PL,quantile,0.99,Poland,76243
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.01,Poland,90
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.025,Poland,98
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.05,Poland,112
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.1,Poland,119
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.15,Poland,133
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.2,Poland,140
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.25,Poland,154
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.3,Poland,161
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.35,Poland,168
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.4,Poland,182
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.45,Poland,189
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.5,Poland,203
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.55,Poland,210
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.6,Poland,217
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.65,Poland,226
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.7,Poland,238
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.75,Poland,245
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.8,Poland,259
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.85,Poland,273
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.9,Poland,289
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.95,Poland,309
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.975,Poland,336
2021-09-20,2021-10-09,3 wk ahead inc death,PL,quantile,0.99,Poland,364
2021-09-20,2021-10-16,4 wk ahead cum death,PL,point,NA,Poland,76222
2021-09-20,2021-10-16,4 wk ahead inc death,PL,point,NA,Poland,308
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.01,Poland,75800
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.025,Poland,75838
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.05,Poland,75882
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.1,Poland,75928
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.15,Poland,75970
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.2,Poland,76005
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.25,Poland,76054
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.3,Poland,76082
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.35,Poland,76124
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.4,Poland,76154
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.45,Poland,76194
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.5,Poland,76222
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.55,Poland,76264
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.6,Poland,76292
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.65,Poland,76329
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.7,Poland,76356
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.75,Poland,76397
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.8,Poland,76446
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.85,Poland,76495
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.9,Poland,76553
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.95,Poland,76636
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.975,Poland,76719
2021-09-20,2021-10-16,4 wk ahead cum death,PL,quantile,0.99,Poland,76782
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.01,Poland,112
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.025,Poland,133
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.05,Poland,147
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.1,Poland,168
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.15,Poland,189
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.2,Poland,203
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.25,Poland,224
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.3,Poland,238
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.35,Poland,259
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.4,Poland,275
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.45,Poland,294
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.5,Poland,308
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.55,Poland,329
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.6,Poland,343
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.65,Poland,364
2021-09-20,2021-10-16,4 wk ahead inc death,PL,quantile,0.7,Poland,372
