forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-08-22,2022-08-13,-1 wk ahead inc death,PL,observed,NA,Poland,113
2022-08-22,2022-08-20,0 wk ahead inc death,PL,observed,NA,Poland,108
2022-08-22,2022-08-13,-1 wk ahead cum death,PL,observed,NA,Poland,116773
2022-08-22,2022-08-20,0 wk ahead cum death,PL,observed,NA,Poland,116881
2022-08-22,2022-08-27,1 wk ahead inc death,PL,point,NA,Poland,110
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.01,Poland,71
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.025,Poland,75
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.05,Poland,78
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.1,Poland,85
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.15,Poland,89
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.2,Poland,94
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.25,Poland,98
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.3,Poland,102
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.35,Poland,105
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.4,Poland,108
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.45,Poland,111
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.5,Poland,113
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.55,Poland,115
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.6,Poland,117
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.65,Poland,119
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.7,Poland,120
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.75,Poland,122
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.8,Poland,124
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.85,Poland,126
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.9,Poland,129
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.95,Poland,133
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.975,Poland,136
2022-08-22,2022-08-27,1 wk ahead inc death,PL,quantile,0.99,Poland,140
2022-08-22,2022-09-03,2 wk ahead inc death,PL,point,NA,Poland,103
2022-08-22,2022-09-03,2 wk ahead inc death,PL,quantile,0.01,Poland,78
2022-08-22,2022-09-03,2 wk ahead inc death,PL,quantile,0.025,Poland,82
2022-08-22,2022-09-03,2 wk ahead inc death,PL,quantile,0.05,Poland,84
2022-08-22,2022-09-03,2 wk ahead inc death,PL,quantile,0.1,Poland,88
2022-08-22,2022-09-03,2 wk ahead inc death,PL,quantile,0.15,Poland,91
