forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-09-19,2022-09-10,-1 wk ahead inc death,PL,observed,NA,Poland,99
2022-09-19,2022-09-17,0 wk ahead inc death,PL,observed,NA,Poland,99
2022-09-19,2022-09-10,-1 wk ahead cum death,PL,observed,NA,Poland,117252
2022-09-19,2022-09-17,0 wk ahead cum death,PL,observed,NA,Poland,117351
2022-09-19,2022-09-24,1 wk ahead inc death,PL,point,NA,Poland,109
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.01,Poland,55
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.025,Poland,60
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.05,Poland,65
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.1,Poland,71
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.15,Poland,76
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.2,Poland,79
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.25,Poland,81
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.3,Poland,84
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.35,Poland,88
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.4,Poland,91
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.45,Poland,95
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.5,Poland,103
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.55,Poland,115
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.6,Poland,123
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.65,Poland,128
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.7,Poland,133
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.75,Poland,138
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.8,Poland,142
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.85,Poland,147
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.9,Poland,151
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.95,Poland,156
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.975,Poland,160
2022-09-19,2022-09-24,1 wk ahead inc death,PL,quantile,0.99,Poland,164
2022-09-19,2022-10-01,2 wk ahead inc death,PL,point,NA,Poland,127
2022-09-19,2022-10-01,2 wk ahead inc death,PL,quantile,0.01,Poland,56
2022-09-19,2022-10-01,2 wk ahead inc death,PL,quantile,0.025,Poland,60
2022-09-19,2022-10-01,2 wk ahead inc death,PL,quantile,0.05,Poland,64
2022-09-19,2022-10-01,2 wk ahead inc death,PL,quantile,0.1,Poland,74
2022-09-19,2022-10-01,2 wk ahead inc death,PL,quantile,0.15,Poland,80
2022-09-19,2022-10-01,2 wk ahead inc death,PL,quantile,0.2,Poland,88
