forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-06-14,2021-06-19,1 wk ahead cum death,PL,point,NA,Poland,74847.6
2021-06-14,2021-06-19,1 wk ahead inc death,PL,point,NA,Poland,285.59999999999997
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.01,Poland,74713.2
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.025,Poland,74730.0
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.05,Poland,74746.8
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.1,Poland,74772.0
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.15,Poland,74780.4
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.2,Poland,74797.2
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.25,Poland,74805.6
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.3,Poland,74814.0
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.35,Poland,74822.4
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.4,Poland,74830.8
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.45,Poland,74839.2
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.5,Poland,74847.6
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.55,Poland,74847.6
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.6,Poland,74856.0
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.65,Poland,74864.4
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.7,Poland,74872.8
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.75,Poland,74881.2
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.8,Poland,74889.6
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.85,Poland,74906.4
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.9,Poland,74923.2
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.95,Poland,74940.0
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.975,Poland,74965.2
2021-06-14,2021-06-19,1 wk ahead cum death,PL,quantile,0.99,Poland,74982.0
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.01,Poland,151.2
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.025,Poland,168.0
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.05,Poland,184.79999999999998
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.1,Poland,210.0
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.15,Poland,218.4
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.2,Poland,235.20000000000002
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.25,Poland,243.59999999999997
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.3,Poland,252.0
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.35,Poland,260.4
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.4,Poland,268.8
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.45,Poland,277.2
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.5,Poland,285.59999999999997
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.55,Poland,285.59999999999997
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.6,Poland,294.0
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.65,Poland,302.4
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.7,Poland,310.8
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.75,Poland,319.2
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.8,Poland,327.59999999999997
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.85,Poland,344.4
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.9,Poland,361.2
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.95,Poland,378.0
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.975,Poland,403.19999999999993
2021-06-14,2021-06-19,1 wk ahead inc death,PL,quantile,0.99,Poland,420.0
2021-06-14,2021-06-26,2 wk ahead cum death,PL,point,NA,Poland,75015.6
2021-06-14,2021-06-26,2 wk ahead inc death,PL,point,NA,Poland,168.0
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.01,Poland,74797.2
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.025,Poland,74822.4
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.05,Poland,74856.0
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.1,Poland,74889.6
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.15,Poland,74906.4
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.2,Poland,74931.59999999999
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.25,Poland,74948.40000000001
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.3,Poland,74956.8
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.35,Poland,74973.59999999999
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.4,Poland,74990.40000000001
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.45,Poland,74998.8
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.5,Poland,75015.6
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.55,Poland,75015.6
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.6,Poland,75032.4
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.65,Poland,75049.2
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.7,Poland,75057.6
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.75,Poland,75074.4
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.8,Poland,75091.20000000001
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.85,Poland,75116.4
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.9,Poland,75150.0
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.95,Poland,75183.6
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.975,Poland,75217.2
2021-06-14,2021-06-26,2 wk ahead cum death,PL,quantile,0.99,Poland,75250.8
2021-06-14,2021-06-26,2 wk ahead inc death,PL,quantile,0.01,Poland,84.0
2021-06-14,2021-06-26,2 wk ahead inc death,PL,quantile,0.025,Poland,92.39999999999999
