forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-12-20,2021-12-25,1 wk ahead cum death,PL,point,NA,Poland,94196
2021-12-20,2021-12-25,1 wk ahead inc death,PL,point,NA,Poland,2781
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.01,Poland,93185
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.025,Poland,93235
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.05,Poland,93284
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.1,Poland,93355
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.15,Poland,93434
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.2,Poland,93675
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.25,Poland,93777
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.3,Poland,93848
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.35,Poland,93895
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.4,Poland,93946
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.45,Poland,94008
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.5,Poland,94066
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.55,Poland,94195
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.6,Poland,94419
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.65,Poland,94532
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.7,Poland,94592
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.75,Poland,94655
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.8,Poland,94753
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.85,Poland,94945
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.9,Poland,95086
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.95,Poland,95198
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.975,Poland,95261
2021-12-20,2021-12-25,1 wk ahead cum death,PL,quantile,0.99,Poland,95321
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.01,Poland,1770
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.025,Poland,1820
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.05,Poland,1869
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.1,Poland,1940
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.15,Poland,2019
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.2,Poland,2260
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.25,Poland,2362
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.3,Poland,2433
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.35,Poland,2480
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.4,Poland,2531
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.45,Poland,2593
2021-12-20,2021-12-25,1 wk ahead inc death,PL,quantile,0.5,Poland,2651
