forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-11-08,2021-11-13,1 wk ahead cum case,PL,point,NA,Poland,3211333
2021-11-08,2021-11-13,1 wk ahead inc case,PL,point,NA,Poland,119620
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.01,Poland,3187055
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.025,Poland,3188592
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.05,Poland,3190345
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.1,Poland,3192745
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.15,Poland,3194342
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.2,Poland,3195609
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.25,Poland,3196967
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.3,Poland,3198339
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.35,Poland,3201068
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.4,Poland,3203529
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.45,Poland,3205879
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.5,Poland,3208672
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.55,Poland,3212134
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.6,Poland,3214869
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.65,Poland,3218886
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.7,Poland,3222103
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.75,Poland,3225643
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.8,Poland,3228334
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.85,Poland,3231172
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.9,Poland,3234085
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.95,Poland,3237279
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.975,Poland,3239353
2021-11-08,2021-11-13,1 wk ahead cum case,PL,quantile,0.99,Poland,3241762
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.01,Poland,95342
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.025,Poland,96879
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.05,Poland,98632
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.1,Poland,101032
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.15,Poland,102629
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.2,Poland,103896
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.25,Poland,105254
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.3,Poland,106626
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.35,Poland,109355
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.4,Poland,111816
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.45,Poland,114166
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.5,Poland,116959
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.55,Poland,120421
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.6,Poland,123156
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.65,Poland,127173
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.7,Poland,130390
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.75,Poland,133930
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.8,Poland,136621
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.85,Poland,139459
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.9,Poland,142372
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.95,Poland,145566
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.975,Poland,147640
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.99,Poland,150049
2021-11-08,2021-11-20,2 wk ahead cum case,PL,point,NA,Poland,3404272
2021-11-08,2021-11-20,2 wk ahead inc case,PL,point,NA,Poland,192939
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.01,Poland,3333649
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.025,Poland,3337323
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.05,Poland,3340572
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.1,Poland,3345417
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.15,Poland,3348998
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.2,Poland,3352057
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.25,Poland,3355425
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.3,Poland,3359893
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.35,Poland,3377589
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.4,Poland,3384960
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.45,Poland,3391980
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.5,Poland,3399809
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.55,Poland,3409313
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.6,Poland,3417515
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.65,Poland,3427593
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.7,Poland,3436573
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.75,Poland,3445675
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.8,Poland,3452606
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.85,Poland,3460307
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.9,Poland,3472004
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.95,Poland,3486461
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.975,Poland,3492975
2021-11-08,2021-11-20,2 wk ahead cum case,PL,quantile,0.99,Poland,3500496
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.01,Poland,146594
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.025,Poland,148731
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.05,Poland,150227
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.1,Poland,152672
