forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-05-09,2022-05-14,1 wk ahead cum case,PL,point,NA,Poland,6003366
2022-05-09,2022-05-14,1 wk ahead inc case,PL,point,NA,Poland,3149
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.01,Poland,6001875
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.025,Poland,6001978
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.05,Poland,6002067
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.1,Poland,6002148
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.15,Poland,6002253
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.2,Poland,6002321
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.25,Poland,6002499
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.3,Poland,6002658
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.35,Poland,6002768
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.4,Poland,6002903
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.45,Poland,6002996
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.5,Poland,6003221
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.55,Poland,6003430
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.6,Poland,6003578
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.65,Poland,6003749
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.7,Poland,6003880
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.75,Poland,6004156
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.8,Poland,6004433
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.85,Poland,6004633
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.9,Poland,6004883
2022-05-09,2022-05-14,1 wk ahead cum case,PL,quantile,0.95,Poland,6005040
