forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-06-06,2022-06-11,1 wk ahead cum case,PL,point,NA,Poland,6009793
2022-06-06,2022-06-11,1 wk ahead inc case,PL,point,NA,Poland,1243
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.01,Poland,6009546
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.025,Poland,6009573
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.05,Poland,6009611
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.1,Poland,6009627
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.15,Poland,6009641
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.2,Poland,6009653
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.25,Poland,6009683
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.3,Poland,6009703
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.35,Poland,6009719
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.4,Poland,6009737
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.45,Poland,6009763
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.5,Poland,6009793
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.55,Poland,6009819
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.6,Poland,6009839
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.65,Poland,6009851
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.7,Poland,6009864
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.75,Poland,6009899
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.8,Poland,6009923
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.85,Poland,6009943
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.9,Poland,6009969
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.95,Poland,6010014
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.975,Poland,6010043
2022-06-06,2022-06-11,1 wk ahead cum case,PL,quantile,0.99,Poland,6010069
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.01,Poland,996
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.025,Poland,1023
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.05,Poland,1061
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.1,Poland,1077
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.15,Poland,1091
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.2,Poland,1103
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.25,Poland,1133
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.3,Poland,1153
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.35,Poland,1169
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.4,Poland,1187
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.45,Poland,1213
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.5,Poland,1243
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.55,Poland,1269
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.6,Poland,1289
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.65,Poland,1301
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.7,Poland,1314
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.75,Poland,1349
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.8,Poland,1373
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.85,Poland,1393
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.9,Poland,1419
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.95,Poland,1464
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.975,Poland,1493
2022-06-06,2022-06-11,1 wk ahead inc case,PL,quantile,0.99,Poland,1519
2022-06-06,2022-06-18,2 wk ahead cum case,PL,point,NA,Poland,6010819
2022-06-06,2022-06-18,2 wk ahead inc case,PL,point,NA,Poland,1026
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.01,Poland,6010304
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.025,Poland,6010372
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.05,Poland,6010431
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.1,Poland,6010480
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.15,Poland,6010517
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.2,Poland,6010546
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.25,Poland,6010594
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.3,Poland,6010629
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.35,Poland,6010657
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.4,Poland,6010712
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.45,Poland,6010752
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.5,Poland,6010811
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.55,Poland,6010860
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.6,Poland,6010906
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.65,Poland,6010939
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.7,Poland,6010969
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.75,Poland,6011023
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.8,Poland,6011073
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.85,Poland,6011123
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.9,Poland,6011180
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.95,Poland,6011279
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.975,Poland,6011341
2022-06-06,2022-06-18,2 wk ahead cum case,PL,quantile,0.99,Poland,6011426
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.01,Poland,758
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.025,Poland,799
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.05,Poland,820
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.1,Poland,853
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.15,Poland,876
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.2,Poland,893
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.25,Poland,911
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.3,Poland,926
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.35,Poland,938
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.4,Poland,975
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.45,Poland,989
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.5,Poland,1018
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.55,Poland,1041
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.6,Poland,1067
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.65,Poland,1088
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.7,Poland,1105
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.75,Poland,1124
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.8,Poland,1150
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.85,Poland,1180
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.9,Poland,1211
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.95,Poland,1265
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.975,Poland,1298
2022-06-06,2022-06-18,2 wk ahead inc case,PL,quantile,0.99,Poland,1357
2022-06-06,2022-06-25,3 wk ahead cum case,PL,point,NA,Poland,6011656
2022-06-06,2022-06-25,3 wk ahead inc case,PL,point,NA,Poland,836
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.01,Poland,6010876
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.025,Poland,6010962
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.05,Poland,6011044
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.1,Poland,6011144
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.15,Poland,6011204
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.2,Poland,6011246
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.25,Poland,6011327
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.3,Poland,6011376
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.35,Poland,6011428
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.4,Poland,6011495
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.45,Poland,6011549
2022-06-06,2022-06-25,3 wk ahead cum case,PL,quantile,0.5,Poland,6011630
