forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-05-17,2021-05-22,1 wk ahead cum death,PL,point,NA,Poland,72932.0
2021-05-17,2021-05-22,1 wk ahead inc death,PL,point,NA,Poland,1323.0
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.01,Poland,72559.6
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.025,Poland,72603.7
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.05,Poland,72647.8
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.1,Poland,72706.6
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.15,Poland,72750.7
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.2,Poland,72789.9
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.25,Poland,72824.2
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.3,Poland,72851.15
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.35,Poland,72878.1
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.4,Poland,72892.8
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.45,Poland,72917.3
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.5,Poland,72932.0
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.55,Poland,72951.6
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.6,Poland,72971.2
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.65,Poland,72990.8
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.7,Poland,73010.4
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.75,Poland,73034.9
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.8,Poland,73059.4
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.85,Poland,73083.9
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.9,Poland,73118.2
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.95,Poland,73162.3
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.975,Poland,73206.4
2021-05-17,2021-05-22,1 wk ahead cum death,PL,quantile,0.99,Poland,73250.5
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.01,Poland,950.5999999999999
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.025,Poland,994.6999999999999
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.05,Poland,1038.7999999999997
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.1,Poland,1097.6
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.15,Poland,1141.7
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.2,Poland,1180.8999999999999
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.25,Poland,1215.2
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.3,Poland,1242.1499999999999
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.35,Poland,1269.1000000000001
2021-05-17,2021-05-22,1 wk ahead inc death,PL,quantile,0.4,Poland,1283.7999999999997
