forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-08-23,2021-08-28,1 wk ahead cum death,PL,point,NA,Poland,75342
2021-08-23,2021-08-28,1 wk ahead inc death,PL,point,NA,Poland,26
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.01,Poland,75317
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.025,Poland,75321
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.05,Poland,75323
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.1,Poland,75326
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.15,Poland,75330
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.2,Poland,75332
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.25,Poland,75334
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.3,Poland,75335
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.35,Poland,75337
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.4,Poland,75338
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.45,Poland,75341
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.5,Poland,75342
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.55,Poland,75345
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.6,Poland,75346
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.65,Poland,75348
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.7,Poland,75349
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.75,Poland,75353
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.8,Poland,75355
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.85,Poland,75358
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.9,Poland,75361
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.95,Poland,75368
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.975,Poland,75373
2021-08-23,2021-08-28,1 wk ahead cum death,PL,quantile,0.99,Poland,75380
2021-08-23,2021-08-28,1 wk ahead inc death,PL,quantile,0.01,Poland,1
2021-08-23,2021-08-28,1 wk ahead inc death,PL,quantile,0.025,Poland,5
2021-08-23,2021-08-28,1 wk ahead inc death,PL,quantile,0.05,Poland,7
2021-08-23,2021-08-28,1 wk ahead inc death,PL,quantile,0.1,Poland,10
2021-08-23,2021-08-28,1 wk ahead inc death,PL,quantile,0.15,Poland,14
2021-08-23,2021-08-28,1 wk ahead inc death,PL,quantile,0.2,Poland,16
2021-08-23,2021-08-28,1 wk ahead inc death,PL,quantile,0.25,Poland,18
