forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-03-14,2022-03-19,1 wk ahead cum case,PL,point,NA,Poland,5904545
2022-03-14,2022-03-19,1 wk ahead inc case,PL,point,NA,Poland,93436
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.01,Poland,5873218
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.025,Poland,5874330
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.05,Poland,5875328
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.1,Poland,5876105
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.15,Poland,5876835
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.2,Poland,5879198
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.25,Poland,5883713
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.3,Poland,5885092
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.35,Poland,5889326
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.4,Poland,5895905
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.45,Poland,5897232
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.5,Poland,5902656
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.55,Poland,5908209
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.6,Poland,5914633
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.65,Poland,5916921
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.7,Poland,5918639
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.75,Poland,5923451
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.8,Poland,5927355
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.85,Poland,5931732
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.9,Poland,5937243
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.95,Poland,5939173
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.975,Poland,5941775
2022-03-14,2022-03-19,1 wk ahead cum case,PL,quantile,0.99,Poland,5943967
2022-03-14,2022-03-19,1 wk ahead inc case,PL,quantile,0.01,Poland,62109
2022-03-14,2022-03-19,1 wk ahead inc case,PL,quantile,0.025,Poland,63221
2022-03-14,2022-03-19,1 wk ahead inc case,PL,quantile,0.05,Poland,64219
