"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,990,"2022-06-25","2022-06-20"
"PL","1 wk ahead inc case","quantile",0.025,292,"2022-06-25","2022-06-20"
"PL","1 wk ahead inc case","quantile",0.25,762,"2022-06-25","2022-06-20"
"PL","1 wk ahead inc case","quantile",0.75,1258,"2022-06-25","2022-06-20"
"PL","1 wk ahead inc case","quantile",0.975,3611,"2022-06-25","2022-06-20"
"PL","2 wk ahead inc case","point",NA,821,"2022-07-02","2022-06-20"
"PL","2 wk ahead inc case","quantile",0.025,68,"2022-07-02","2022-06-20"
"PL","2 wk ahead inc case","quantile",0.25,457,"2022-07-02","2022-06-20"
"PL","2 wk ahead inc case","quantile",0.75,1215,"2022-07-02","2022-06-20"
"PL","2 wk ahead inc case","quantile",0.975,6363,"2022-07-02","2022-06-20"
