"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,1545,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc death","quantile",0.025,456,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc death","quantile",0.25,1189,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc death","quantile",0.75,1963,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc death","quantile",0.975,5633,"2021-05-22","2021-05-17"
"PL","2 wk ahead inc death","point",NA,1371,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc death","quantile",0.025,114,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc death","quantile",0.25,764,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc death","quantile",0.75,2029,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc death","quantile",0.975,10630,"2021-05-29","2021-05-17"
