"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,67823,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc case","quantile",0.025,20008,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc case","quantile",0.25,52224,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc case","quantile",0.75,86203,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc case","quantile",0.975,247351,"2022-03-26","2022-03-21"
"PL","2 wk ahead inc case","point",NA,61707,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc case","quantile",0.025,5122,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc case","quantile",0.25,34371,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc case","quantile",0.75,91326,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc case","quantile",0.975,478475,"2022-04-02","2022-03-21"
