"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,23705,"2021-06-05","2021-05-31"
"GM","1 wk ahead inc case","quantile",0.025,6993,"2021-06-05","2021-05-31"
"GM","1 wk ahead inc case","quantile",0.25,18253,"2021-06-05","2021-05-31"
"GM","1 wk ahead inc case","quantile",0.75,30129,"2021-06-05","2021-05-31"
"GM","1 wk ahead inc case","quantile",0.975,86451,"2021-06-05","2021-05-31"
"GM","2 wk ahead inc case","point",NA,16235,"2021-06-12","2021-05-31"
"GM","2 wk ahead inc case","quantile",0.025,1347,"2021-06-12","2021-05-31"
"GM","2 wk ahead inc case","quantile",0.25,9043,"2021-06-12","2021-05-31"
"GM","2 wk ahead inc case","quantile",0.75,24027,"2021-06-12","2021-05-31"
"GM","2 wk ahead inc case","quantile",0.975,125883,"2021-06-12","2021-05-31"
