"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,69681,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc case","quantile",0.025,20556,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc case","quantile",0.25,53654,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc case","quantile",0.75,88564,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc case","quantile",0.975,254125,"2022-03-19","2022-03-14"
"PL","2 wk ahead inc case","point",NA,62085,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc case","quantile",0.025,5153,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc case","quantile",0.25,34581,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc case","quantile",0.75,91885,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc case","quantile",0.975,481403,"2022-03-26","2022-03-14"
