"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,1629,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc death","quantile",0.025,481,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc death","quantile",0.25,1255,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc death","quantile",0.75,2071,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc death","quantile",0.975,5942,"2021-05-01","2021-04-26"
"GM","2 wk ahead inc death","point",NA,1605,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc death","quantile",0.025,133,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc death","quantile",0.25,894,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc death","quantile",0.75,2375,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc death","quantile",0.975,12445,"2021-05-08","2021-04-26"
