"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,666,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc case","quantile",0.025,197,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc case","quantile",0.25,513,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc case","quantile",0.75,847,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc case","quantile",0.975,2431,"2021-07-03","2021-06-28"
"PL","2 wk ahead inc case","point",NA,465,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc case","quantile",0.025,39,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc case","quantile",0.25,259,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc case","quantile",0.75,688,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc case","quantile",0.975,3604,"2021-07-10","2021-06-28"
