"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,2991,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc death","quantile",0.025,882,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc death","quantile",0.25,2303,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc death","quantile",0.75,3802,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc death","quantile",0.975,10908,"2021-12-11","2021-12-06"
"PL","2 wk ahead inc death","point",NA,3311,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc death","quantile",0.025,275,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc death","quantile",0.25,1844,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc death","quantile",0.75,4900,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc death","quantile",0.975,25672,"2021-12-18","2021-12-06"
