"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,414,"2021-10-02","2021-09-27"
"GM","1 wk ahead inc death","quantile",0.025,122,"2021-10-02","2021-09-27"
"GM","1 wk ahead inc death","quantile",0.25,318,"2021-10-02","2021-09-27"
"GM","1 wk ahead inc death","quantile",0.75,526,"2021-10-02","2021-09-27"
"GM","1 wk ahead inc death","quantile",0.975,1508,"2021-10-02","2021-09-27"
"GM","2 wk ahead inc death","point",NA,388,"2021-10-09","2021-09-27"
"GM","2 wk ahead inc death","quantile",0.025,32,"2021-10-09","2021-09-27"
"GM","2 wk ahead inc death","quantile",0.25,216,"2021-10-09","2021-09-27"
"GM","2 wk ahead inc death","quantile",0.75,574,"2021-10-09","2021-09-27"
"GM","2 wk ahead inc death","quantile",0.975,3008,"2021-10-09","2021-09-27"
