"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,443,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc death","quantile",0.025,131,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc death","quantile",0.25,341,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc death","quantile",0.75,563,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc death","quantile",0.975,1616,"2021-06-05","2021-05-31"
"PL","2 wk ahead inc death","point",NA,214,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc death","quantile",0.025,18,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc death","quantile",0.25,119,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc death","quantile",0.75,317,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc death","quantile",0.975,1660,"2021-06-12","2021-05-31"
