"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,75,"2021-08-07","2021-08-02"
"GM","1 wk ahead inc death","quantile",0.025,22,"2021-08-07","2021-08-02"
"GM","1 wk ahead inc death","quantile",0.25,58,"2021-08-07","2021-08-02"
"GM","1 wk ahead inc death","quantile",0.75,96,"2021-08-07","2021-08-02"
"GM","1 wk ahead inc death","quantile",0.975,275,"2021-08-07","2021-08-02"
"GM","2 wk ahead inc death","point",NA,43,"2021-08-14","2021-08-02"
"GM","2 wk ahead inc death","quantile",0.025,4,"2021-08-14","2021-08-02"
"GM","2 wk ahead inc death","quantile",0.25,24,"2021-08-14","2021-08-02"
"GM","2 wk ahead inc death","quantile",0.75,63,"2021-08-14","2021-08-02"
"GM","2 wk ahead inc death","quantile",0.975,330,"2021-08-14","2021-08-02"
