"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,2458,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc death","quantile",0.025,725,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc death","quantile",0.25,1892,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc death","quantile",0.75,3124,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc death","quantile",0.975,8963,"2021-12-11","2021-12-06"
"GM","2 wk ahead inc death","point",NA,2749,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc death","quantile",0.025,228,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc death","quantile",0.25,1531,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc death","quantile",0.75,4068,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc death","quantile",0.975,21313,"2021-12-18","2021-12-06"
