"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,5,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc death","quantile",0.025,2,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc death","quantile",0.25,4,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc death","quantile",0.75,7,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc death","quantile",0.975,19,"2021-07-31","2021-07-26"
"PL","2 wk ahead inc death","point",NA,1,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc death","quantile",0.025,0,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc death","quantile",0.25,1,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc death","quantile",0.75,2,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc death","quantile",0.975,11,"2021-08-07","2021-07-26"
