"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,2480,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc case","quantile",0.025,732,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc case","quantile",0.25,1910,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc case","quantile",0.75,3152,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc case","quantile",0.975,9045,"2022-05-14","2022-05-09"
"PL","2 wk ahead inc case","point",NA,1596,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc case","quantile",0.025,132,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc case","quantile",0.25,889,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc case","quantile",0.75,2362,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc case","quantile",0.975,12373,"2022-05-21","2022-05-09"
