"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,468,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc death","quantile",0.025,138,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc death","quantile",0.25,361,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc death","quantile",0.75,595,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc death","quantile",0.975,1708,"2021-09-18","2021-09-13"
"GM","2 wk ahead inc death","point",NA,655,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc death","quantile",0.025,54,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc death","quantile",0.25,365,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc death","quantile",0.75,969,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc death","quantile",0.975,5078,"2021-09-25","2021-09-13"
