"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,22075,"2022-09-17","2022-09-12"
"PL","1 wk ahead inc case","quantile",0.025,6512,"2022-09-17","2022-09-12"
"PL","1 wk ahead inc case","quantile",0.25,16998,"2022-09-17","2022-09-12"
"PL","1 wk ahead inc case","quantile",0.75,28057,"2022-09-17","2022-09-12"
"PL","1 wk ahead inc case","quantile",0.975,80507,"2022-09-17","2022-09-12"
"PL","2 wk ahead inc case","point",NA,21396,"2022-09-24","2022-09-12"
"PL","2 wk ahead inc case","quantile",0.025,1776,"2022-09-24","2022-09-12"
"PL","2 wk ahead inc case","quantile",0.25,11917,"2022-09-24","2022-09-12"
"PL","2 wk ahead inc case","quantile",0.75,31666,"2022-09-24","2022-09-12"
"PL","2 wk ahead inc case","quantile",0.975,165902,"2022-09-24","2022-09-12"
