"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,1533,"2021-05-08","2021-05-03"
"GM","1 wk ahead inc death","quantile",0.025,452,"2021-05-08","2021-05-03"
"GM","1 wk ahead inc death","quantile",0.25,1180,"2021-05-08","2021-05-03"
"GM","1 wk ahead inc death","quantile",0.75,1948,"2021-05-08","2021-05-03"
"GM","1 wk ahead inc death","quantile",0.975,5590,"2021-05-08","2021-05-03"
"GM","2 wk ahead inc death","point",NA,1476,"2021-05-15","2021-05-03"
"GM","2 wk ahead inc death","quantile",0.025,123,"2021-05-15","2021-05-03"
"GM","2 wk ahead inc death","quantile",0.25,822,"2021-05-15","2021-05-03"
"GM","2 wk ahead inc death","quantile",0.75,2184,"2021-05-15","2021-05-03"
"GM","2 wk ahead inc death","quantile",0.975,11445,"2021-05-15","2021-05-03"
