"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,511,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc death","quantile",0.025,151,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc death","quantile",0.25,394,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc death","quantile",0.75,650,"2022-03-26","2022-03-21"
"PL","1 wk ahead inc death","quantile",0.975,1864,"2022-03-26","2022-03-21"
"PL","2 wk ahead inc death","point",NA,375,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc death","quantile",0.025,31,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc death","quantile",0.25,209,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc death","quantile",0.75,556,"2022-04-02","2022-03-21"
"PL","2 wk ahead inc death","quantile",0.975,2911,"2022-04-02","2022-03-21"
