"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,499,"2021-10-16","2021-10-11"
"GM","1 wk ahead inc death","quantile",0.025,147,"2021-10-16","2021-10-11"
"GM","1 wk ahead inc death","quantile",0.25,384,"2021-10-16","2021-10-11"
"GM","1 wk ahead inc death","quantile",0.75,634,"2021-10-16","2021-10-11"
"GM","1 wk ahead inc death","quantile",0.975,1820,"2021-10-16","2021-10-11"
"GM","2 wk ahead inc death","point",NA,565,"2021-10-23","2021-10-11"
"GM","2 wk ahead inc death","quantile",0.025,47,"2021-10-23","2021-10-11"
"GM","2 wk ahead inc death","quantile",0.25,315,"2021-10-23","2021-10-11"
"GM","2 wk ahead inc death","quantile",0.75,836,"2021-10-23","2021-10-11"
"GM","2 wk ahead inc death","quantile",0.975,4382,"2021-10-23","2021-10-11"
