"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,9,"2022-07-09","2022-07-04"
"PL","1 wk ahead inc death","quantile",0.025,3,"2022-07-09","2022-07-04"
"PL","1 wk ahead inc death","quantile",0.25,7,"2022-07-09","2022-07-04"
"PL","1 wk ahead inc death","quantile",0.75,11,"2022-07-09","2022-07-04"
"PL","1 wk ahead inc death","quantile",0.975,32,"2022-07-09","2022-07-04"
"PL","2 wk ahead inc death","point",NA,5,"2022-07-16","2022-07-04"
"PL","2 wk ahead inc death","quantile",0.025,0,"2022-07-16","2022-07-04"
"PL","2 wk ahead inc death","quantile",0.25,3,"2022-07-16","2022-07-04"
"PL","2 wk ahead inc death","quantile",0.75,8,"2022-07-16","2022-07-04"
"PL","2 wk ahead inc death","quantile",0.975,41,"2022-07-16","2022-07-04"
