"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,12586,"2021-07-24","2021-07-19"
"GM","1 wk ahead inc case","quantile",0.025,3713,"2021-07-24","2021-07-19"
"GM","1 wk ahead inc case","quantile",0.25,9691,"2021-07-24","2021-07-19"
"GM","1 wk ahead inc case","quantile",0.75,15997,"2021-07-24","2021-07-19"
"GM","1 wk ahead inc case","quantile",0.975,45901,"2021-07-24","2021-07-19"
"GM","2 wk ahead inc case","point",NA,18154,"2021-07-31","2021-07-19"
"GM","2 wk ahead inc case","quantile",0.025,1507,"2021-07-31","2021-07-19"
"GM","2 wk ahead inc case","quantile",0.25,10112,"2021-07-31","2021-07-19"
"GM","2 wk ahead inc case","quantile",0.75,26869,"2021-07-31","2021-07-19"
"GM","2 wk ahead inc case","quantile",0.975,140769,"2021-07-31","2021-07-19"
