"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,18028,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc case","quantile",0.025,5318,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc case","quantile",0.25,13882,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc case","quantile",0.75,22914,"2021-05-22","2021-05-17"
"PL","1 wk ahead inc case","quantile",0.975,65749,"2021-05-22","2021-05-17"
"PL","2 wk ahead inc case","point",NA,13766,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc case","quantile",0.025,1143,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc case","quantile",0.25,7667,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc case","quantile",0.75,20373,"2021-05-29","2021-05-17"
"PL","2 wk ahead inc case","quantile",0.975,106738,"2021-05-29","2021-05-17"
