"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,1491,"2022-01-15","2022-01-10"
"GM","1 wk ahead inc death","quantile",0.025,440,"2022-01-15","2022-01-10"
"GM","1 wk ahead inc death","quantile",0.25,1148,"2022-01-15","2022-01-10"
"GM","1 wk ahead inc death","quantile",0.75,1895,"2022-01-15","2022-01-10"
"GM","1 wk ahead inc death","quantile",0.975,5439,"2022-01-15","2022-01-10"
"GM","2 wk ahead inc death","point",NA,1391,"2022-01-22","2022-01-10"
"GM","2 wk ahead inc death","quantile",0.025,115,"2022-01-22","2022-01-10"
"GM","2 wk ahead inc death","quantile",0.25,775,"2022-01-22","2022-01-10"
"GM","2 wk ahead inc death","quantile",0.75,2058,"2022-01-22","2022-01-10"
"GM","2 wk ahead inc death","quantile",0.975,10783,"2022-01-22","2022-01-10"
