"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,172858,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc case","quantile",0.025,50993,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc case","quantile",0.25,133101,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc case","quantile",0.75,219703,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc case","quantile",0.975,630413,"2021-11-27","2021-11-22"
"PL","2 wk ahead inc case","point",NA,213037,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc case","quantile",0.025,17682,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc case","quantile",0.25,118662,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc case","quantile",0.75,315295,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc case","quantile",0.975,1651892,"2021-12-04","2021-11-22"
