"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,52814,"2021-10-30","2021-10-25"
"PL","1 wk ahead inc case","quantile",0.025,15580,"2021-10-30","2021-10-25"
"PL","1 wk ahead inc case","quantile",0.25,40666,"2021-10-30","2021-10-25"
"PL","1 wk ahead inc case","quantile",0.75,67126,"2021-10-30","2021-10-25"
"PL","1 wk ahead inc case","quantile",0.975,192611,"2021-10-30","2021-10-25"
"PL","2 wk ahead inc case","point",NA,84239,"2021-11-06","2021-10-25"
"PL","2 wk ahead inc case","quantile",0.025,6992,"2021-11-06","2021-10-25"
"PL","2 wk ahead inc case","quantile",0.25,46921,"2021-11-06","2021-10-25"
"PL","2 wk ahead inc case","quantile",0.75,124673,"2021-11-06","2021-10-25"
"PL","2 wk ahead inc case","quantile",0.975,653187,"2021-11-06","2021-10-25"
