"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,3683,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc case","quantile",0.025,1087,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc case","quantile",0.25,2836,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc case","quantile",0.75,4682,"2021-06-05","2021-05-31"
"PL","1 wk ahead inc case","quantile",0.975,13433,"2021-06-05","2021-05-31"
"PL","2 wk ahead inc case","point",NA,1948,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc case","quantile",0.025,162,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc case","quantile",0.25,1085,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc case","quantile",0.75,2883,"2021-06-12","2021-05-31"
"PL","2 wk ahead inc case","quantile",0.975,15107,"2021-06-12","2021-05-31"
