"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,1475,"2022-05-28","2022-05-23"
"PL","1 wk ahead inc case","quantile",0.025,435,"2022-05-28","2022-05-23"
"PL","1 wk ahead inc case","quantile",0.25,1136,"2022-05-28","2022-05-23"
"PL","1 wk ahead inc case","quantile",0.75,1875,"2022-05-28","2022-05-23"
"PL","1 wk ahead inc case","quantile",0.975,5380,"2022-05-28","2022-05-23"
"PL","2 wk ahead inc case","point",NA,1013,"2022-06-04","2022-05-23"
"PL","2 wk ahead inc case","quantile",0.025,84,"2022-06-04","2022-05-23"
"PL","2 wk ahead inc case","quantile",0.25,564,"2022-06-04","2022-05-23"
"PL","2 wk ahead inc case","quantile",0.75,1499,"2022-06-04","2022-05-23"
"PL","2 wk ahead inc case","quantile",0.975,7855,"2022-06-04","2022-05-23"
