"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,1643,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc death","quantile",0.025,485,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc death","quantile",0.25,1265,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc death","quantile",0.75,2088,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc death","quantile",0.975,5992,"2022-02-19","2022-02-14"
"PL","2 wk ahead inc death","point",NA,1737,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc death","quantile",0.025,144,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc death","quantile",0.25,967,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc death","quantile",0.75,2570,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc death","quantile",0.975,13466,"2022-02-26","2022-02-14"
