"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,28,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc death","quantile",0.025,8,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc death","quantile",0.25,22,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc death","quantile",0.75,36,"2022-05-14","2022-05-09"
"PL","1 wk ahead inc death","quantile",0.975,103,"2022-05-14","2022-05-09"
"PL","2 wk ahead inc death","point",NA,14,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc death","quantile",0.025,1,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc death","quantile",0.25,8,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc death","quantile",0.75,21,"2022-05-21","2022-05-09"
"PL","2 wk ahead inc death","quantile",0.975,107,"2022-05-21","2022-05-09"
