"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,407775,"2022-07-09","2022-07-04"
"GM","1 wk ahead inc case","quantile",0.025,120294,"2022-07-09","2022-07-04"
"GM","1 wk ahead inc case","quantile",0.25,313986,"2022-07-09","2022-07-04"
"GM","1 wk ahead inc case","quantile",0.75,518282,"2022-07-09","2022-07-04"
"GM","1 wk ahead inc case","quantile",0.975,1487154,"2022-07-09","2022-07-04"
"GM","2 wk ahead inc case","point",NA,358491,"2022-07-16","2022-07-04"
"GM","2 wk ahead inc case","quantile",0.025,29755,"2022-07-16","2022-07-04"
"GM","2 wk ahead inc case","quantile",0.25,199679,"2022-07-16","2022-07-04"
"GM","2 wk ahead inc case","quantile",0.75,530566,"2022-07-16","2022-07-04"
"GM","2 wk ahead inc case","quantile",0.975,2779736,"2022-07-16","2022-07-04"
