"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,478183,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc case","quantile",0.025,141064,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc case","quantile",0.25,368201,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc case","quantile",0.75,607770,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc case","quantile",0.975,1743932,"2022-07-02","2022-06-27"
"GM","2 wk ahead inc case","point",NA,454020,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc case","quantile",0.025,37684,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc case","quantile",0.25,252889,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc case","quantile",0.75,671950,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc case","quantile",0.975,3520473,"2022-07-09","2022-06-27"
